item_id,prefix,final_word,direct_logprob,meta_logprob,kl_divergence,spearman_r_all,spearman_p_all,spearman_r_top100,spearman_p_top100,model,revision,instruct
1422,"The surgeon, Dr. Sam Collins, opened the door to Kate’s room and stepped inside to check on her progress. He was taken aback by what he saw. He saw a shimmering golden light and this mysterious cloaked man holding an object over her. At first, he thought it might be the one who had shot her returning to try and finish the job. He shot a look over at Jhahnahkan and grabbed him from behind and pulled him back away from",Kate,-2.449443817138672,-6.435620307922363,7.420576002914459e-05,0.7297644156022375,0.0,0.16543654365436541,0.09998596746386712,allenai/OLMo-7B,step211000-tokens933B,False
1423,"Those years had been awful from what Donna could remember, until Mr. Applegate’s youngest son became her best friend....
Rebecca’s big college calculator slipped out of her sweatshirt pocket onto the ground. The sound brought Donna back to reality as she knelt down to pick it up for her.
“Can’t you store test answers in those things?” Spencer asked. 
“You could if you wanted to.” 
Donna felt that heat in her left hand again, as she held the",calculator,-0.23186492919921875,-7.083611488342285,0.00011828397691715509,0.5668093262396027,0.0,0.16015601560156015,0.11144821360162742,allenai/OLMo-7B,step211000-tokens933B,False
1424,Juan was perspiring. Adrian was biting her lower lip. Adrian’s mother and father appeared to be statues. I didn’t think they would come. Juan’s parents were beaming. They always loved Adrian and were eager to make her an official part of the family. Too bad Adrian’s parents didn’t feel the same about,Juan,-2.390212059020996,-2.793853759765625,0.00010751766239991412,0.6780966618679026,0.0,0.2485568556855685,0.012646082809329648,allenai/OLMo-7B,step211000-tokens933B,False
1425,"The ring may not have much more of a story to tell anyway.""
""Still, someone's got to try, otherwise you'll all think I'm some sort of a nut case.""
""We won't,"" said Gill.
""Well I might think that I am myself,"" said Steve.
""All right, I'll try it on,"" said",Gill,-0.9191036224365234,-6.535975456237793,7.217872189357877e-05,0.7376461965164004,0.0,0.4545814581458145,2.0239426432440637e-06,allenai/OLMo-7B,step211000-tokens933B,False
1426,"Very slowly, terror and anger struggling for supremacy, Tom met the eyes of a man seated before him at a large mahogany desk. He appeared to be quite young, no more than thirty or so and he shuffled some papers before tucking them away inside a drawer.
""There's a lot of work to be done,",Tom,-1.7722663879394531,-5.078601837158203,5.919409522903152e-05,0.7628502727838298,0.0,0.2556495649564956,0.010253398101292228,allenai/OLMo-7B,step211000-tokens933B,False
1427,"""The DEA's getting pulled in on this one,"" Mercer said. ""They're going to investigate Ken, break apart his life and follow the trail they find back to the muerte.""

The muerte trail already led to Slade. So he had to ask, ""Are you questioning my brother?""

""Any intel that Slade can provide to us about the men who held him and addicted him will be used by the",DEA,-0.2868232727050781,-4.605931282043457,7.799639570293948e-05,0.6960514023822043,0.0,0.20938493849384934,0.03654959034168937,allenai/OLMo-7B,step211000-tokens933B,False
1428,"""Why do you not go through, and look for him?""

""Because ..."" said the star, and then she stopped. ""Aye,"" she said. ""Perhaps I shall."" The sky above them was striped with grey and white bands of cloud, through which patches of blue could be seen. ""I wish my mother were out,"" said the",star,-0.6544475555419922,-4.9107255935668945,6.940682214917615e-05,0.7294311323151276,0.0,0.34430243024302426,0.00045213102953398164,allenai/OLMo-7B,step211000-tokens933B,False
1429,"How long?”
Damien focused for a moment, testing the reserve of energy buried deep inside of him. It had recovered somewhat during his hour-long nap. The gravity spell wasn’t a major strain, and from the feel, he could handle anything that wasn’t major.
Of course, a teleport spell was the definition of",major,-0.3037528991699219,-5.505624771118164,8.684073691256344e-05,0.6684623149184299,0.0,0.4129732973297329,1.9545239592455522e-05,allenai/OLMo-7B,step211000-tokens933B,False
1430,"""What's the matter with her?""

""Diarrhea,"" said Lesley. ""Very bad. Spends all her time sitting on the loo.""

""Ew, spare us the details!"" said Cynthia. ""Can I look at your essays, then, you two?""

""We haven't finished them yet,"" said",Lesley,-0.5351696014404297,-3.839183807373047,5.37340238224715e-05,0.6862774743300076,0.0,0.5136633663366336,4.618539475922308e-08,allenai/OLMo-7B,step211000-tokens933B,False
1431,"If anything ever happened to you, they'd have to dig two graves. I couldn't live if I lost you.

""I have buried everyone I love, Nick. Please, don't be so cruel as to make me bury you, too."" Tears glistened in her eyes. ""I can't do it again,",Nick,-1.0862903594970703,-3.873551368713379,4.5143668103264645e-05,0.7386003062847509,0.0,0.3801260126012601,9.581244367097668e-05,allenai/OLMo-7B,step211000-tokens933B,False
1432,"I nod and take a drink from my beer. ""I talked to James, and what he said along with what Brandon said got me thinking,"" I say, pulling her into me by the rope of her robe. ""I think that Brandon needs some male bonding time. Every year, me and the Mayson's go out on the lake for a few days, and I'm gonna take",Brandon,-2.631014823913574,-2.446934700012207,8.296585292555392e-05,0.7322229190919352,0.0,0.34157815781578155,0.0005050508170192852,allenai/OLMo-7B,step211000-tokens933B,False
1433,"“You must be thirsty.” She pressed a silver goblet into her hands.
“Thank you, Eve,” Gabriel said and smiled at her.
She bowed again and hurried away.
Dani watched her disappear into a tent. “What was that about?” she asked as she stared down at the",goblet,-0.8711490631103516,-8.177979469299316,9.832165233092383e-05,0.6281787274442371,0.0,0.31684368436843685,0.0013191735979675872,allenai/OLMo-7B,step211000-tokens933B,False
1434,"She pressed her dainty hands on either side of his face, and bent her head as if in prayer.

A series of short yelps rose up from the trees nearby. They were closer now.

""The two of you need to get Nika away from here,"" said Angus to the humans. ""We'll follow shortly.""

""I'm not leaving him,"" said",Nika,-3.374274253845215,-3.5907363891601562,4.9946927902055904e-05,0.7120291860588676,0.0,0.615961596159616,9.04283435701003e-12,allenai/OLMo-7B,step211000-tokens933B,False
1435,"“That doesn’t mean to say it will work.”
“No, I want to hear,” said Dave. “What about the rifts?”
“Doesn’t he know about the Islands of Rednuht and Retawnair?” Jordan asked.
“The what?”
“The rifts.”
“I know of the rifts,” said",Dave,-0.7719058990478516,-6.66422176361084,8.026912109926343e-05,0.68707026541302,0.0,0.47390339033903384,6.350693517231724e-07,allenai/OLMo-7B,step211000-tokens933B,False
1436,"Part of the Dominion asymmetric warfare division. Not men you want to encounter in the dead of night. Well, not men you really want to encounter at all, honestly.”
“It looked like they were headed somewhere.”
“Probably headed south, towards Valencia.”
“Why though? I thought Valencia had been annexed by the",Dominion,-1.703934669494629,-3.7008094787597656,4.411967529449612e-05,0.6765949882218161,0.0,0.16997299729972995,0.0908967385151361,allenai/OLMo-7B,step211000-tokens933B,False
1437,"I'm sure my dad must've been hotness to have caught my mom's married eye, but he had been very human. Hooking up with humans wasn't prohibited by any means, mainly because the children-half-bloods like me-were extremely valuable assets to the pures. Well, I couldn't be included as an asset any longer.

Now I was just... I didn't know what I was",anymore,-1.9754276275634766,-11.720695495605469,0.00015461821749340743,0.7579459357726929,0.0,0.08267626762676265,0.4134887999188219,allenai/OLMo-7B,step211000-tokens933B,False
1438,"Lizzie looked pale and her mouth opened and closed without a sound. 
“I’m just kidding. I wouldn’t do that to you.”
With a sigh of relief she laughed and went right into her thoughts about what I should wear. I handed her the apron and grabbed the bag of cinnamon rolls.
“Thanks for watching the shop,",Lizzie,-2.293142318725586,-2.5895509719848633,5.4612813983112574e-05,0.7315065455660508,0.0,0.2074887488748875,0.03832135384028694,allenai/OLMo-7B,step211000-tokens933B,False
1439,"Sometimes, when Dr. Chaudhary laughed at something Eliza said, or leaned over her shoulder to read some results, she could see Morgan's nasty assumptions in his smirk, and it enraged her. It dirtied her-and Dr. Chaudhary, too, who was decent, and married, and also old enough to be her father. Eliza was used to being underestimated, because she was black, because she was a woman, but no one had ever been quite so vile about it as",Morgan,-0.6561641693115234,-3.0012617111206055,3.9543421735288575e-05,0.7506848414991162,0.0,0.245052505250525,0.013998336840862626,allenai/OLMo-7B,step211000-tokens933B,False
1440,"Let them.”
Betty threw glances at her. Barbara understood.
“Jeff, would you mind bringing me another drink?” she asked.
“Of course. I was about to get another myself. The same again for you?”
“Yes, please. Could you stay at the bar until I finish my conversation with",Betty,-1.8010835647583008,-3.0252561569213867,3.651213410194032e-05,0.708988326125531,0.0,0.4483768376837683,2.893473124328161e-06,allenai/OLMo-7B,step211000-tokens933B,False
1441,"Or worse--she'd call security.

Her eyes took me in with disdain. ""I'm assuming you don't moonlight as a maid,"" she said. ""Though it that get up...""

I didn't get offended. I was sure she had much worse up her sleeve. ""No, I'm not the",maid,-0.9131717681884766,-4.637829780578613,6.717538053635508e-05,0.6942235097106001,0.0,0.4065526552655265,2.7024365401975304e-05,allenai/OLMo-7B,step211000-tokens933B,False
1442,"He shouldn’t be afraid of Justin, regardless of how much bigger he was. Dizzy was just a kid and Justin couldn’t hurt him without significant punishment. Dizzy took a breath to calm down and turned back to the pig.
	“Just solving this clue,” Dizzy said. He held up the phone and took a picture of the",pig,-1.3972034454345703,-7.189956188201904,8.72280215844512e-05,0.6680967551213681,0.0,0.3251245124512451,0.0009650617711959642,allenai/OLMo-7B,step211000-tokens933B,False
1443,"Joe Roy Spicer didn't write very well. He coordinated the scam, helped with the fiction, kept the stories straight, and met with the lawyer who brought the mail. And he handled the money.

He pulled out another letter and announced, ""This, Your Honors, is from Quince.""

Everything stopped as Beech and Yarber stared at the",letter,-1.136857032775879,-6.189208030700684,8.487240847898647e-05,0.6811926067211186,0.0,0.37438943894389437,0.0001243621285844044,allenai/OLMo-7B,step211000-tokens933B,False
1444,"""And I haven't been told any differently. I'm nothing in the big scheme of things, but I'm not blind.""

I held my breath. I felt Blake do the same.

""What are you saying?"" Daemon asked.

Lane smiled tightly. ""I know who's in your house,",Daemon,-3.040522575378418,-4.694820404052734,6.907741772010922e-05,0.7697905485165721,0.0,0.27446744674467444,0.005719413261636416,allenai/OLMo-7B,step211000-tokens933B,False
1445,"The tiger lies low not from fear, but for aim....

Wren blinked, then seemed to calm himself. He wiped down the table, picked up his tub, and moved on.

At least he tried to.

As he walked past the booth, the man shoved him. Wren stumbled and almost dropped the dishes. But at the last minute, true to his tigard genes, he caught his balance and kept the dishes from spilling out of his",tub,-2.188412666320801,-9.995111465454102,0.00016500201309099793,0.47991962901620067,0.0,-0.043924392439243926,0.6643384943677817,allenai/OLMo-7B,step211000-tokens933B,False
1446,"* * * * *

Despite the droopy rim of her sun hat, the unrelenting sunlight made Teria tired. She leaned backward on the bleachers and stretched her back.
""You should get her a drink, Leo."" Leo's father leaned around his son and gave Teria yet another one of his weighing stares. 
""No, I'm fine,"" said",Teria,-0.04227447509765625,-4.130458831787109,7.295938121387735e-05,0.7366748074984653,0.0,0.2463486348634863,0.013484214403511637,allenai/OLMo-7B,step211000-tokens933B,False
1447,"They might do it out of ignorance or from some stricture of Caleban morality which the rest of the ConSentiency did not share or understand. Or for some other reason which defied translation. They said they looked upon all life as ""precious nodes of existence."" But hints at peculiar exceptions remained. What was it Fannie Mae had once said?

""Dissolved well this node.""

How could you look at an individual life as a","""node",-1.9270124435424805,-10.34765338897705,8.501845877617598e-05,0.5916752749331037,0.0,0.24379237923792374,0.014514425426143618,allenai/OLMo-7B,step211000-tokens933B,False
1448,"""To blend with his flier and give an overall impression of darkness,"" said Solovet.

""The gnawers will not be impressed by an impression of darkness,"" Miravet said, still stubbornly holding the breastplate she had chosen.

""No, but the humans will. It implies deadliness and strength and will give them confidence to follow him,"" said",Solovet,-0.1564807891845703,-6.094614028930664,0.00010294410458300263,0.6945395662951863,0.0,0.5316291629162916,1.2607528341983317e-08,allenai/OLMo-7B,step211000-tokens933B,False
1449,"""Get me the base security commander.""

His fingers tapped a tattoo on the desk like a drummer beating eighteenth- and nineteenth-century regiments into battle.

""Dingman speaking. How can I help you, Colonel?""

""Do you keep a record of incoming and outgoing phone calls from USAMRIID?""

""Not specifically, but we can get one of a call made to or from the",base,-0.8871278762817383,-6.560597896575928,8.311316196341068e-05,0.7221463993753806,0.0,0.045208520852085196,0.6551423405719401,allenai/OLMo-7B,step211000-tokens933B,False
1450,"“But you're going to have to wait a while.”
“Dude that was hilarious,” Seth choked out and had a smile on his face the size of the cave. “I'm surprised you didn't scream like a little girl. But you did jump like one.”
Jason's face went red. “I thought I'd get some support from you,",Seth,-2.6364212036132812,-8.733869552612305,7.652109343325719e-05,0.7445686440288573,0.0,0.1856225622562256,0.064458982113097,allenai/OLMo-7B,step211000-tokens933B,False
1451,"“No.”
“So, you have experienced a drastic decline in attendance, is that what you are telling this court?”
“Throughout the congregations. Yes,” said Moses.
“Do you have any statistical evidence that this is the case?” said Jones.
“You know I do,” said",Moses,-0.05912590026855469,-3.6632471084594727,6.721464160364121e-05,0.7733673545748305,0.0,0.22545454545454544,0.02411319265956305,allenai/OLMo-7B,step211000-tokens933B,False
1452,"I don't have to turn around to know it's Eldest speaking, but I do, one hand on the girl's glass box, as if I could protect her from Eldest's attention.

""How did you get down here?"" Eldest's words are terse. He's angry, but maybe not at me.

Before I can speak, Doc announces, ""I must have left the door unlocked. I got distracted when one of the nurses couldn't find one of the patients in need of meds; I wasn't",careful,-6.430811882019043,-10.579404830932617,0.0001303095050388947,0.5911302984812826,0.0,0.1679087908790879,0.09494796080788133,allenai/OLMo-7B,step211000-tokens933B,False
1453,"""Congratulations on your cub,"" Gavan said, lifting his coffee in salute.

""News gets around.""

""In Shiftertowns? Are you kidding me? I also heard you didn't go straight to Liam and rat me out.""

Spike twined his scarred hands on the table. ""Had things to do.""

""That's what I like about you,",Spike,-0.7455348968505859,-2.575857162475586,4.233560321154073e-05,0.8071694126845834,0.0,0.09599759975997599,0.34205976903079083,allenai/OLMo-7B,step211000-tokens933B,False
1454,"“Having fun is important,” stated Eloisa.
“Do you really think so?  It looks like you don't have fun at all.”
“I know I'm a little too serious sometimes,” Eloisa murmured.
“You're very serious.”
“Okay, I'm very serious,” agreed",Eloisa,-0.1612834930419922,-3.3183727264404297,5.641894676955417e-05,0.6901158138706937,0.0,0.5204920492049204,2.8445935210774565e-08,allenai/OLMo-7B,step211000-tokens933B,False
1455,"""This whole thing is explosive,"" Scytale said in a calmer voice. ""It's ready to shatter. When it goes, it will send bits of itself out through the centuries. Don't you see this?""

""We've dealt with religions before,"" Edric protested. ""If this new -""

""It is not just a",religion,-0.4414520263671875,-7.739997863769531,0.0001325997873209417,0.6674060993474316,0.0,0.3701650165016501,0.00015023163947805365,allenai/OLMo-7B,step211000-tokens933B,False
1456,"::10:: (Still River)

In the stillness Ananda hears the silent wondering of Tathagata, soon to be Ruth Marten. Soon to set forth again from Tusita Heaven.
And in the same stillness, he answers him: “I am here, Tathagata. In this cabin. At this keyboard. Dreaming your new arrival into being.”
Tathagata asks: “Where is here,",Ananda,-1.1448383331298828,-4.104154586791992,5.0796425057342276e-05,0.7277978894537244,0.0,0.1611161116111611,0.10929152255871621,allenai/OLMo-7B,step211000-tokens933B,False
1457,"""Move it, slowpoke.""

Earlier, I was curious why Tori didn't want me wearing jeans and a T-shirt tonight. She insisted that I wear her little black cocktail dress, the one she reserves for special occasions. That right there should've been a huge red flag.

""What are you up to,",Tori,-1.283060073852539,-3.907541275024414,6.470205698860809e-05,0.767277171376618,0.0,0.015109510951095109,0.8813926867950046,allenai/OLMo-7B,step211000-tokens933B,False
1458,"The little girl has skipped off to the trailers and the line of kids to be measured has dispersed. I'm left alone with the weight of my sins.

""Jonah?"" Stella crouches beside me. ""Are you okay?""

I'm not okay. None of this okay. The fact that there are kids who have parents who can't afford shoes that fit or shoes at all, that's not",okay,-0.11271858215332031,-7.836240768432617,0.0001425842201570049,0.5873751213442785,0.0,0.1992199219921992,0.04690923751851321,allenai/OLMo-7B,step211000-tokens933B,False
1459,"It was a big deal, but thousands of bands auditioned for it every year. Our chances of getting on were pretty slim.
He nodded. “I know it’s a long shot, but I don’t see a reason not to try.”
“Might as well.” I didn’t think anything would come of it, but it always made Jared feel better when he had something to do for the",band,-2.2604923248291016,-4.688630104064941,6.316429789876565e-05,0.7034129918798158,0.0,0.3120912091209121,0.0015721678335729183,allenai/OLMo-7B,step211000-tokens933B,False
1460,"This is a non-smoking venue,""
Creston rolled out his usual speech, which, as expected,
rolled off Jay like water off a duck’s back.
""I see your surgery wasn’t a success, Creston,"" Jay
replied seriously.
""Surgery?"" asked Creston. ""I didn’t have any",surgery,-0.7537479400634766,-6.689199447631836,0.00012615419109351933,0.4953537833715625,0.0,0.10649864986498647,0.29160846614328606,allenai/OLMo-7B,step211000-tokens933B,False
1461,"I need to book three large tents on May fifteenth.""

The woman who'd answered the phone hesitated only a second. ""Sorry-we're all booked that day. Would you like to try another date?""

Mia froze, one foot into the pair of slacks she intended to wear to work. ""What do you mean you're all",booked,-0.036838531494140625,-4.931201934814453,9.547606168780476e-05,0.6350225473840134,0.0,0.1284128412841284,0.20292490826895773,allenai/OLMo-7B,step211000-tokens933B,False
1462,"Jones then walked over to his desk and was handed a sheaf of papers by his young male associate. He turned to Judge Moore, holding up the report. “We’d like to enter the People’s exhibit number one into the record.”
“Have you given a copy to the defendant?” asked Moore.
“Yes, your honor.”
Judge Moore looked over at Ruth who nodded, yes, she had a",copy,-0.024190902709960938,-6.28563117980957,0.00012214071466587484,0.6071029054075047,0.0,0.19697569756975697,0.049497412967669116,allenai/OLMo-7B,step211000-tokens933B,False
1463,"Slowly, silently, I reach out and slip the glass out of her hand.

""What do you think you're doing?""

The old lady's voice startles me and I jump back. Mrs. Reynolds has one eye open like that guy from the cartoon monster movie. ""I, uh, thought you were napping.""

""Do I look like I'm",napping,-0.1988372802734375,-4.888199806213379,8.847378921927884e-05,0.6197895639851232,0.0,0.3484548454845484,0.000381200427371665,allenai/OLMo-7B,step211000-tokens933B,False
1464,"asked Lulu.
‘It’s the sea’, said Louie. ‘I don’t really know what it is either. Virgil told us that he has flown out over it but said it seems to go on forever’.
 Lulu turned to Louie and reflected. ‘We are so small aren’t we",Louie,-4.967012405395508,-4.859485626220703,0.00014004288823343813,0.769548863869687,0.0,-0.09950195019501949,0.32464539674038495,allenai/OLMo-7B,step211000-tokens933B,False
1465,"Jina said, ‘Sharma, your cause is my cause. I advise you as he would advise myself.’
'Jina! Will you shame me as well as embarrass me?'
'I could never do that. Your shame would be my shame.'
Sharma chuckled affectionately and cried, ‘Be careful,",Jina,-1.4440603256225586,-1.9897775650024414,4.584943235386163e-05,0.7537690173473907,0.0,0.18052205220522052,0.07228462476959567,allenai/OLMo-7B,step211000-tokens933B,False
1466,"Griffen never moved, stoically putting in two stitches at his hip while Ethan extracted the second chip.

""Destroy them,"" Griffen ordered.

""I'm sorry, sir, I can't do that,"" Ethan said. ""You have to follow this through. You have to dress and go out the front door. I'll be right behind you with the",chips,-7.1702775955200195,-11.709417343139648,8.477563824271783e-05,0.6250106251391743,0.0,0.05972997299729973,0.55497772997815,allenai/OLMo-7B,step211000-tokens933B,False
1467,"A mysterious helmet graced his head and covered his entire face, all except for his mouth. Gisbo could make out the edges of three long scars etched down his chin in a neat row. Many rumors circulated of what lay beneath the helmet of Scarrr. Some guessed that he was horribly burned or born horribly ugly.
A boy with thick-rimmed glasses stood in front of",Gisbo,-2.4206857681274414,-4.028595924377441,8.187366620404646e-05,0.7702327762952104,0.0,0.24360036003600358,0.014594500380946422,allenai/OLMo-7B,step211000-tokens933B,False
1468,"“The Michalsons live a few houses down, and every summer they host a big backyard barbecue for the whole neighborhood. But I’m sure everyone would understand if you’re too busy with the move, or just not interested.”
“Not interested?” Marianne called out behind her. “What kind of man isn’t interested in a",barbecue,-2.9144601821899414,-4.823225021362305,6.841771391918883e-05,0.6488184189828012,0.0,0.43891989198919884,4.922860351024482e-06,allenai/OLMo-7B,step211000-tokens933B,False
1469,"Taryn stood a few feet away on the verandah, a stack of blankets in her arms. Rousing himself, he rocked out of the hammock onto his feet.

""Was that an invitation?"" he asked.

""You said you liked turtles.""

""I said Tate liked them."" But, seriously, who didn't like",turtles,-0.0809478759765625,-2.87827205657959,5.3153675253270194e-05,0.7575297006461565,0.0,0.25774977497749774,0.009625695656697604,allenai/OLMo-7B,step211000-tokens933B,False
1470,"Fat passed a pair of gloves to the woman and they worked their way down the line. The seniors kept up a steady stream of chatter, some not realizing that they could be overhead by two 23 year olds with normal hearing.
“He’s the son of the Chinese dentist.”
“Why do you have to say",‘Chinese,-4.9495391845703125,-7.747764587402344,9.317123476648703e-05,0.7730979695908471,0.0,0.1835343534353435,0.06757532935969175,allenai/OLMo-7B,step211000-tokens933B,False
1471,"""Tomorrow?"" His voice lowered, took on that seductive quality I remembered from our stolen night together. ""So our date is off?""

I shook my head. ""No, I just want to skip dinner and fast forward to the kiss goodnight."" And this time I wanted to bask in the fact that he really knew it was me that he was",kissing,-3.528837203979492,-6.338823318481445,0.00011193735554115847,0.5679952975405732,0.0,0.17350135013501347,0.08429009675618716,allenai/OLMo-7B,step211000-tokens933B,False
1472,"He took his phone and opened it while walking outside. They were in such a secluded area no one would ever find them. They were tucked back in the wilderness of the Rocky Mountains, an hour outside of Colorado Springs. Derrik placed a call. 
“Hello?” Adara said franticly into the phone.
“Adara, don’t say my name, this is",Derrik,-1.0249814987182617,-2.5787954330444336,4.151094617554918e-05,0.7468162299409485,0.0,0.2638463846384638,0.007990561314655687,allenai/OLMo-7B,step211000-tokens933B,False
1473,"In fact, if you stop to consider, it might even boost her, if that’s even conceivable.”
“How so?” asked Miller.
“She’s a rebel,” offered Jones. “And rebels tend to thrive in cross-fire, don’t they?”
“I see your point,” said",Miller,-0.8086795806884766,-5.059927940368652,6.370543997036293e-05,0.6652486189695439,0.0,0.494077407740774,1.7509361740470438e-07,allenai/OLMo-7B,step211000-tokens933B,False
1474,"My heart pounded suddenly, as if I'd just fallen in love. I beamed back at him as exaggeratedly as a children's TV show host.

Sally Allison said, ""Your lips are gonna fall off if you keep that up.""

I jumped. ""Why'd you go and scare me like that,",Sally,-1.0451345443725586,-3.4387035369873047,5.205698835197836e-05,0.7834640733612738,0.0,-0.01939393939393939,0.8481189235807768,allenai/OLMo-7B,step211000-tokens933B,False
1475,"Ashlyn was the new mother of the warrior's twin babies.

For a long while, Kane watched Ashlyn, silent. She was a delicate beauty with honey-colored hair and skin, and she swayed in a rocker, singing to the bundle of joy clutched lovingly in her arms. Beside her, Maddox swayed in a second",rocker,-1.3854026794433594,-5.248650550842285,0.00010717692202888429,0.6547513290244835,0.0,0.20906090609060904,0.036847397795786864,allenai/OLMo-7B,step211000-tokens933B,False
1476,"I continued working nervously. He took another swig of his beer before stepping forward to the island. He placed the bottle on the counter and pushed my hair from my face. I cringed, pulling away from his fingers, desperate to escape the scrutiny.

""You look different."" His shook his head, his face puzzled, trying to put his finger on the",change,-2.6126785278320312,-6.022609710693359,0.0001163003034889698,0.6427622998961809,0.0,0.3444704470447045,0.00044904032814265676,allenai/OLMo-7B,step211000-tokens933B,False
1477,"“We’ll get everyone together and we’ll all tell her about you, and how great you are with always having band-aids, and advice, and food when kids are left behind without any, and-and how you show new tempies how to take care of themselves, and well everything.”
“I don’t think she would be impressed,” Zeke looked down at Simps. Oh, he knew for a fact that Shari wouldn’t be",impressed,-0.27256011962890625,-7.412154674530029,0.00012646059622056782,0.7065123333925967,0.0,0.1018181818181818,0.3134528975292154,allenai/OLMo-7B,step211000-tokens933B,False
1478,"'Yes, miss?'

'Have you been out in the woods all morning?'

'Oh, yes, miss.'

'Have you seen Granny Weatherwax?'

'Yes, miss.'

'You have?'

'Yes, miss.'

'Where?'

'Up in the woods over towards the border,",miss,-0.10840225219726562,-5.018601417541504,9.079790470423177e-05,0.7150910915355639,0.0,0.323072307230723,0.001043644511219487,allenai/OLMo-7B,step211000-tokens933B,False
1479,"You will see it coming and when it comes you will know what I speak of, now go! Gather the armies! You must ride and strike out at the very heart of Solace.”   
Solharn rose up into the sky, spinning as he ascended. Abednego breathed a sigh of relief. No longer would he have to look at",Solharn,-3.2687034606933594,-4.449758529663086,8.212214015657082e-05,0.6338786341609416,0.0,0.003192319231923192,0.9748533157009756,allenai/OLMo-7B,step211000-tokens933B,False
1480,"Trust me, it's easier to ask for forgiveness than permission.""

Zhang released a breath she'd unconsciously been holding. ""Dominic, I'll owe you for this.""

Dominic said, ""No, you won't. You're a good friend to my wife. That goes a long way with me."" He cleared his throat and said, ""I'd like to see you happy,",Zhang,-1.6446428298950195,-3.8309850692749023,6.0507700254675e-05,0.6498924998085913,0.0,0.3518271827182718,0.000331292926678813,allenai/OLMo-7B,step211000-tokens933B,False
1481,"“I stole it from that church on Scarborough Street then, as I did now,” he said proudly, lifting up the cross so that Alexander and I could get a better look at it.
Then Nicholas Pavlovich continued his story. “My father laughed at me,” he said. “My father challenged me, asking ‘What kind of good Jewish boy comes bearing crosses?’ But his laughter stopped when he got a closer look at the",cross,-0.5776939392089844,-3.0262451171875,6.0001981182722375e-05,0.6433131305620154,0.0,0.21407740774077402,0.032458362710845165,allenai/OLMo-7B,step211000-tokens933B,False
1482,"* * *
In Athens Demosthenes continued his series of speeches against Philip, known to history as his ""philippics"". He denounced Philip, as the tyrant of the north, bent on crushing all Greece under his heel. A talented orator, he urged the people against any accommodation with Macedon. He and Hyperiedes led the party of war in Athens against Philip's ambitions.
Aeschines and Phocion, the leaders of the party urging peace with Philip, were talking in Phocion’s spacious villa outside the gates of",Athens,-0.2545642852783203,-3.369434356689453,5.7514753279974684e-05,0.7316866587019488,0.0,0.13002100210021,0.1972785213865677,allenai/OLMo-7B,step211000-tokens933B,False
1483,"“Although we visited the cave often when Draga was hiding here we only saw how he was living and, when he was gone, we respected his memory by not touching anything. We had no way of knowing if he had anything valuable that was worth stealing.”
“Did you see your visitor again after he had been to the",cave,-0.17546844482421875,-5.130800247192383,8.563540905015543e-05,0.7115927556361864,0.0,0.2954215421542154,0.0028452969422829567,allenai/OLMo-7B,step211000-tokens933B,False
1484,"I have something special I want to talk to you about. Believe me, you don't want to miss this.

Love and kisses, Faye

P.S. Don't tell anyone in the Club you're coming to see me. You'll understand when you get here.

Cassie was tingling with alarm. Her first impulse was to call Diana, but if Diana had been up all night purifying the skull, she was probably",exhausted,-2.2780885696411133,-8.748311996459961,7.978620124049485e-05,0.4697183406260344,0.0,0.41988598859885984,1.3686486891164923e-05,allenai/OLMo-7B,step211000-tokens933B,False
1485,"""I haven't told anyone yet, but Mrs. Kimball is going on maternity leave in August, and I suspect she won't be back. I've heard whispers that she's planning to open an in-home day care when her baby's a few months old.""

""She teaches three-year-olds, right?"" Better than the twos, anyway.

The director nodded. ""Are you interested in taking over for her in",August,-2.1174259185791016,-7.5121235847473145,6.887922791065648e-05,0.7859414732729736,0.0,0.19187518751875185,0.055820003698231466,allenai/OLMo-7B,step211000-tokens933B,False
1486,"And that's it.

A reporter buddy once told me that in newspapers, when you leave out some important piece of information at the beginning of a story, they call it burying the lede.

So I just want to make sure I don't bury the lede.

Though it wouldn't be the first thing I've",buried,-2.116945266723633,-8.551111221313477,0.0001002077478915453,0.5742528984992569,0.0,0.3444464446444644,0.0004494806651606236,allenai/OLMo-7B,step211000-tokens933B,False
1487,"He has no rights.  I command you to tell me where he is!”

“Command denied.  Please enter the password now.”

Moses snapped off the terminal.  There were few places in the ship in which Hack could hide.  He guessed the shuttles.  If anywhere, Hack would be in one of the",shuttles,-0.5623855590820312,-7.2348222732543945,9.957073780242354e-05,0.5646035341347884,0.0,0.3881668166816681,6.593038471564002e-05,allenai/OLMo-7B,step211000-tokens933B,False
1488,"As they waited for the opening act to begin they talked and people watched, Mia`s mom Sharon had chosen to keep an eye on the girls from a much safer distance. She wanted no part of the mob of people squeezed in front of the stage. Selah glanced back at her occasional, her excitement mounting as they had managed to be a mere 10 feet from the stage. They had made sure that they stayed glued together, Selah had brought her camera and her phone took very clear pictures, she took a trial picture to see how  it would be from the distance they were from the",stage,-0.09481048583984375,-4.251818656921387,7.835278665879741e-05,0.6281897600449243,0.0,0.27918391839183915,0.004909706048252938,allenai/OLMo-7B,step211000-tokens933B,False
