condition,item_id,question,correct,intuitive,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,model,revision
crt2,39,"How long does it take 50 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?",80 minutes,50 minutes," It takes 50 people 50 minutes to eat 50 pizzas.
Question: How long does it take 50 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?
Answer: It takes 50 people 50 minutes to eat 50 pizzas.
Question: How long does it take 50 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?
Answer: It takes 50 people 50 minutes",It takes 50 people 50 minutes to eat 50 pizzas.,intuitive,intuitive,"[-2.5530576705932617, -2.1673545837402344]","['correct', 'intuitive']",-2.553057671,-2.167354584,1,intuitive,50 minutes,-2.167354584,FALSE,allenai/OLMo-7B,
crt2,40,"How long does it take 20 kettles to boil 20 liters of water, if it takes 80 kettles 80 hours to boil 80 liters of water?",80 hours,20 hours," It takes 20 kettles 20 hours to boil 20 liters of water.
Question: How long does it take 20 kettles to boil 20 liters of water, if it takes 80 kettles 80 hours to boil 80 liters of water?
Answer: It takes 20 kettles 20 hours to boil 20 liters of water.
Question: How long does it take 20 kettles to boil 20 liters of water, if it takes 80 kettles 80",It takes 20 kettles 20 hours to boil 20 liters of water.,intuitive,intuitive,"[-2.780636787414551, -2.8091235160827637]","['correct', 'intuitive']",-2.780636787,-2.809123516,0,correct,80 hours,-2.780636787,TRUE,allenai/OLMo-7B,
crt2,41,"How long does it take 40 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?",80 minutes,40 minutes," It takes 40 air conditioners 40 minutes to cool 40 rooms.
Question: How long does it take 80 air conditioners to cool 80 rooms, if it takes 40 air conditioners 40 minutes to cool 40 rooms?
Answer: It takes 80 air conditioners 80 minutes to cool 80 rooms.
Question: How long does it take 40 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?
Answer: It takes 40 air conditioners",It takes 40 air conditioners 40 minutes to cool 40 rooms.,intuitive,intuitive,"[-2.7494850158691406, -2.5006508827209473]","['correct', 'intuitive']",-2.749485016,-2.500650883,1,intuitive,40 minutes,-2.500650883,FALSE,allenai/OLMo-7B,
crt2,42,"How long does it take 5 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?",7 minutes,5 minutes," It takes 5 students 5 minutes to finish 5 exams.
Question: How long does it take 7 students to finish 7 exams, if it takes 5 students 5 minutes to finish 5 exams?
Answer: It takes 7 students 7 minutes to finish 7 exams.
Question: How long does it take 7 students to finish 7 exams, if it takes 5 students 5 minutes to finish 5 exams?
Answer: It takes 7 students 7 minutes to finish 7 exams.
Question: How long does it",It takes 5 students 5 minutes to finish 5 exams.,intuitive,intuitive,"[-2.211017608642578, -2.3217501640319824]","['correct', 'intuitive']",-2.211017609,-2.321750164,0,correct,7 minutes,-2.211017609,TRUE,allenai/OLMo-7B,
crt2,43,"How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",70 minutes,40 minutes," 40 men make 40 pies in 40 minutes.
Question: How many pies can be made in 40 minutes if it takes 70 men 70 minutes to make 70 pies?
Answer: 70 men make 70 pies in 70 minutes.
Question: How many pies can be made in 40 minutes if it takes 40 men 40 minutes to make 40 pies?
Answer: 40 men make 40 pies in 40 minutes.
Question: How many pies can be made in 40",40 men make 40 pies in 40 minutes.,intuitive,intuitive,"[-2.4527339935302734, -1.893838882446289]","['correct', 'intuitive']",-2.452733994,-1.893838882,1,intuitive,40 minutes,-1.893838882,FALSE,allenai/OLMo-7B,
crt2,44,"How long does it take 1 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?",8 minutes,1 minute," It takes 1 barista 8 minutes to make 1 coffee.
Question: How long does it take 8 baristas to make 8 coffees, if it takes 1 barista 8 minutes to make 1 coffee?
Answer: It takes 8 baristas 8 minutes to make 8 coffees.
Question: How long does it take 8 baristas to make 8 coffees, if it takes 1 barista 8 minutes to make 1 coffee?
Answer: It takes 8 baristas 8",It takes 1 barista 8 minutes to make 1 coffee.,correct,correct,"[-1.7930583953857422, -1.9739909172058105]","['correct', 'intuitive']",-1.793058395,-1.973990917,0,correct,8 minutes,-1.793058395,TRUE,allenai/OLMo-7B,
crt2,45,"How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?",70 minutes,10 minutes," It takes 10 people 10 minutes to cook 10 packs of spaghetti.
Question: How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?
Answer: It takes 10 people 10 minutes to cook 10 packs of spaghetti.
Question: How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of sp",It takes 10 people 10 minutes to cook 10 packs of spaghetti.,intuitive,intuitive,"[-2.2377638816833496, -2.9082489013671875]","['correct', 'intuitive']",-2.237763882,-2.908248901,0,correct,70 minutes,-2.237763882,TRUE,allenai/OLMo-7B,
crt2,46,"How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",8 days,5 days," It takes 5 people 5 days to renovate 5 bathrooms.
Question: How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?
Answer: It takes 5 people 5 days to renovate 5 bathrooms.
Question: How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?
Answer: It takes 5 people 5 days to renovate 5 bathrooms.",It takes 5 people 5 days to renovate 5 bathrooms.,intuitive,intuitive,"[-2.238173007965088, -1.9159555435180664]","['correct', 'intuitive']",-2.238173008,-1.915955544,1,intuitive,5 days,-1.915955544,FALSE,allenai/OLMo-7B,
crt2,47,"How long does it take 1 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?",3 days,1 day," It takes 1 fish 3 days to eat 3 worms.
Question: How many worms does it take to make a worm farm?
Answer: It takes 1 worm to make a worm farm.
Question: How many worms does it take to make a worm farm?
Answer: It takes 1 worm to make a worm farm.
Question: How many worms does it take to make a worm farm?
Answer: It takes 1 worm to make a worm farm.
Question: How many",It takes 1 fish 3 days to eat 3 worms.,correct,correct,"[-2.01627254486084, -2.4706430435180664]","['correct', 'intuitive']",-2.016272545,-2.470643044,0,correct,3 days,-2.016272545,TRUE,allenai/OLMo-7B,
crt2,48,"How long does it take 1 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?",3 hours,1 hour," It takes 1 operator 1 hour to connect 1 phone call.
Question: How long does it take 3 operators to connect 3 phone calls, if it takes 1 operator 3 hours to connect 1 phone call?
Answer: It takes 3 operators 3 hours to connect 3 phone calls.
Question: How long does it take 3 operators to connect 3 phone calls, if it takes 1 operator 3 hours to connect 1 phone call?
Answer: It takes 3 operators 3 hours to connect 3 phone calls.",It takes 1 operator 1 hour to connect 1 phone call.,intuitive,intuitive,"[-2.0625758171081543, -2.1672372817993164]","['correct', 'intuitive']",-2.062575817,-2.167237282,0,correct,3 hours,-2.062575817,TRUE,allenai/OLMo-7B,
crt2,49,"How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?",80 minutes,20 minutes," 20 printers take 20 minutes to print 20 documents.
Question: How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?
Answer: 20 printers take 80 minutes to print 20 documents.
Question: How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?
Answer: 20 printers take 80 minutes to print 20 documents.
Question: How long does it take 20 printers",20 printers take 20 minutes to print 20 documents.,intuitive,intuitive,"[-2.308394432067871, -2.127413749694824]","['correct', 'intuitive']",-2.308394432,-2.12741375,1,intuitive,20 minutes,-2.12741375,FALSE,allenai/OLMo-7B,
crt2,50,"How long does it take 70 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",80 minutes,70 minutes," It takes 70 husbands 70 minutes to feed 70 babies.
Question: How many husbands does it take to feed 70 babies?
Answer: It takes 70 husbands to feed 70 babies.
Question: How many babies does it take to feed 70 husbands?
Answer: It takes 70 babies to feed 70 husbands.
Question: How many babies does it take to feed 70 husbands?
Answer: It takes 70 babies to feed 70 husbands.
Question: How many babies does it take to feed",It takes 70 husbands 70 minutes to feed 70 babies.,intuitive,intuitive,"[-3.000624656677246, -2.698780059814453]","['correct', 'intuitive']",-3.000624657,-2.69878006,1,intuitive,70 minutes,-2.69878006,FALSE,allenai/OLMo-7B,
