good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
Mitchell's grandsons hid one important banana and Rhonda hid several.,Mitchell's grandsons hid one banana and Rhonda hid several important.,syntax,ellipsis,ellipsis_n_bar_1,272,136,paired,-83.06472778320312,-88.20063781738281,True,-2.1814708709716797,-2.719144821166992,-2.118196487426758,-2.653287887573242,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Diana's dentists dislike one actress and some women's employees dislike at least as many popular actress.,Diana's dentists dislike one fast actress and some women's employees dislike at least as many popular.,syntax,ellipsis,ellipsis_n_bar_2,491,137,paired,-119.47135925292969,-129.69752502441406,True,-2.526508331298828,-2.9205942153930664,-2.547475814819336,-2.9389142990112305,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Wayne respected one busy father of and Sonia respected two.,Wayne respected one father of and Sonia respected two busy.,syntax,ellipsis,ellipsis_n_bar_1,722,138,paired,-88.418701171875,-90.3245620727539,True,-1.9591960906982422,-2.527772903442383,-1.9975166320800781,-2.5358734130859375,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
A lot of dancers' French teacher escapes from three brothers of and Eric escapes from at least as many lost brothers of.,A lot of dancers' French teacher escapes from three hidden brothers of and Eric escapes from at least as many lost.,syntax,ellipsis,ellipsis_n_bar_2,51,139,paired,-150.59963989257812,-153.38241577148438,True,-2.3079299926757812,-3.007613182067871,-2.128040313720703,-2.923074722290039,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
A cousin of Florence wasn't disagreeing with three out in the open sisters of and Jesus's cousin wasn't disagreeing with at least as many.,A cousin of Florence wasn't disagreeing with three sisters of and Jesus's cousin wasn't disagreeing with at least as many out in the open.,syntax,ellipsis,ellipsis_n_bar_1,927,140,paired,-143.4947052001953,-135.5526885986328,False,-2.34356689453125,-2.8506393432617188,-2.4108047485351562,-2.825310707092285,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Those drivers astound several long electricians and most bicycles astound a few.,Those drivers astound several electricians and most bicycles astound a few long.,syntax,ellipsis,ellipsis_n_bar_1,269,141,paired,-97.44116973876953,-98.90743255615234,True,-2.6299476623535156,-3.2220630645751953,-2.532735824584961,-3.1257457733154297,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Many brothers of Judy cure one ex-boyfriend and the men cure five young ex-boyfriend.,Many brothers of Judy cure one troubled ex-boyfriend and the men cure five young.,syntax,ellipsis,ellipsis_n_bar_2,652,142,paired,-109.31310272216797,-110.69661712646484,True,-2.079954147338867,-2.794438362121582,-2.0151596069335938,-2.8361244201660156,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Amy isn't complaining about one bad commentary about and Frank isn't complaining about four.,Amy isn't complaining about one commentary about and Frank isn't complaining about four bad.,syntax,ellipsis,ellipsis_n_bar_1,196,143,paired,-90.59436798095703,-99.62005615234375,True,-1.8509273529052734,-2.4701671600341797,-1.7151069641113281,-2.326875686645508,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Denise's teachers pass three exposed hills and most ladies pass fewer.,Denise's teachers pass three hills and most ladies pass fewer exposed.,syntax,ellipsis,ellipsis_n_bar_1,848,144,paired,-97.63716125488281,-98.23406219482422,True,-2.08428955078125,-2.737945556640625,-2.0935115814208984,-2.74056339263916,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Judy is observing five out in the open nephews of and Barbara's friends aren't observing four.,Judy is observing five nephews of and Barbara's friends aren't observing four out in the open.,syntax,ellipsis,ellipsis_n_bar_1,718,145,paired,-112.36067962646484,-110.40013885498047,False,-2.65264892578125,-3.299236297607422,-2.6095714569091797,-3.230841636657715,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Laurie's handymen aren't breaking one vase and Martha was breaking more brown vase.,Laurie's handymen aren't breaking one rough vase and Martha was breaking more brown.,syntax,ellipsis,ellipsis_n_bar_2,106,146,paired,-113.30863952636719,-120.683349609375,True,-2.5960426330566406,-3.0380897521972656,-2.5865325927734375,-3.032374382019043,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Colleen's brothers impress one nephew and a lot of dancers impress a lot content nephew.,Colleen's brothers impress one exposed nephew and a lot of dancers impress a lot content.,syntax,ellipsis,ellipsis_n_bar_2,280,147,paired,-120.65692138671875,-118.50634765625,False,-2.4761886596679688,-3.0214881896972656,-2.350709915161133,-2.970637321472168,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
All teachers research one uncertain doctor and Cheryl's colleagues research several.,All teachers research one doctor and Cheryl's colleagues research several uncertain.,syntax,ellipsis,ellipsis_n_bar_1,637,148,paired,-92.73523712158203,-95.0025863647461,True,-2.177661895751953,-2.8440093994140625,-2.1469879150390625,-2.773519515991211,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
That niece of some doctor thinks about three tomatoes and Mary thinks about almost as many brown tomatoes.,That niece of some doctor thinks about three small tomatoes and Mary thinks about almost as many brown.,syntax,ellipsis,ellipsis_n_bar_2,271,149,paired,-109.41914367675781,-112.54735565185547,True,-2.3738842010498047,-3.1440982818603516,-2.4363040924072266,-3.2005605697631836,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
This waiter doesn't listen to a lot of old fathers of and those associations should listen to a few.,This waiter doesn't listen to a lot of fathers of and those associations should listen to a few old.,syntax,ellipsis,ellipsis_n_bar_1,944,150,paired,-101.07017517089844,-107.9827880859375,True,-2.4737548828125,-3.0413780212402344,-2.4903221130371094,-3.1107683181762695,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
All analyses are anticipating it to be not so nice that Theresa hadn't painted.,All analyses commission it to be not so nice that Theresa hadn't painted.,syntax_semantics,control_raising,expletive_it_object_raising,652,151,paired,-95.58970642089844,-90.40345001220703,False,-2.0017147064208984,-2.7268142700195312,-2.128908157348633,-2.9876794815063477,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Clyde isn't hard work to listen to.,Clyde isn't apt to listen to.,syntax_semantics,control_raising,tough_vs_raising_1,862,152,paired,-43.26693344116211,-39.81781005859375,False,-2.2582149505615234,-2.908802032470703,-2.3597793579101562,-3.000926971435547,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
There weren't bound to be many computers boring Tara.,There weren't excited to be many computers boring Tara.,syntax_semantics,control_raising,existential_there_subject_raising,766,153,paired,-61.42018127441406,-76.9759750366211,True,-2.1239471435546875,-2.7211437225341797,-2.0697555541992188,-2.6408729553222656,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Stephen predicted there to be some cats coming here.,Stephen badgers there to be some cats coming here.,syntax_semantics,control_raising,existential_there_object_raising,120,154,paired,-50.68421173095703,-56.35033416748047,True,-1.9154911041259766,-2.5237674713134766,-1.9146232604980469,-2.426572799682617,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Kirsten finds it to be not so bad that Regina had entreated Ella to spin around.,Kirsten wasn't begging it to be not so bad that Regina had entreated Ella to spin around.,syntax_semantics,control_raising,expletive_it_object_raising,447,155,paired,-102.6876449584961,-119.31103515625,True,-2.2478370666503906,-2.8483924865722656,-2.3493709564208984,-2.8611927032470703,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Some documentaries are about to shock Carmen.,Some documentaries are enjoyable to shock Carmen.,syntax_semantics,control_raising,tough_vs_raising_2,633,156,paired,-49.74462890625,-60.06595230102539,True,-1.8679084777832031,-2.438404083251953,-1.9032001495361328,-2.5359153747558594,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Kenneth's mother isn't apt to go fishing.,Kenneth's mother isn't easy to go fishing.,syntax_semantics,control_raising,tough_vs_raising_2,265,157,paired,-42.67808532714844,-45.73958969116211,True,-2.0786590576171875,-2.7230701446533203,-2.0343685150146484,-2.7119598388671875,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Valerie preferred it to be funny that people walk through that hospital.,Valerie has spurred it to be funny that people walk through that hospital.,syntax_semantics,control_raising,expletive_it_object_raising,581,158,paired,-69.17157745361328,-78.6891860961914,True,-2.1461639404296875,-2.8536691665649414,-2.1611709594726562,-2.7768917083740234,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Sherry judges it to be expected that Eric has loved every man.,Sherry was requiring it to be expected that Eric has loved every man.,syntax_semantics,control_raising,expletive_it_object_raising,582,159,paired,-79.64869689941406,-86.24256896972656,True,-2.1425323486328125,-2.7169437408447266,-2.1165504455566406,-2.7731189727783203,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Marie predicted it to be nice that Sandra might complain about Sonia.,Marie required it to be nice that Sandra might complain about Sonia.,syntax_semantics,control_raising,expletive_it_object_raising,628,160,paired,-69.08071899414062,-70.72062683105469,True,-1.7815666198730469,-2.2473011016845703,-1.748016357421875,-2.192903518676758,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Tonya's granddaughter isn't likely to annoy Julia.,Tonya's granddaughter isn't enjoyable to annoy Julia.,syntax_semantics,control_raising,tough_vs_raising_2,868,161,paired,-52.58881378173828,-63.149532318115234,True,-1.7720470428466797,-2.273008346557617,-1.8169422149658203,-2.3134918212890625,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Waitresses had found it to be not so obvious that Marcus learned who wouldn't escape.,Waitresses pressed it to be not so obvious that Marcus learned who wouldn't escape.,syntax_semantics,control_raising,expletive_it_object_raising,133,162,paired,-90.78956604003906,-93.55136108398438,True,-2.517282485961914,-3.3137598037719727,-2.489564895629883,-3.171297073364258,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
There seemed to be a cafe disappearing.,There plans to be a cafe disappearing.,syntax_semantics,control_raising,existential_there_subject_raising,320,163,paired,-38.446022033691406,-49.753822326660156,True,-2.0711669921875,-2.7767105102539062,-2.0646305084228516,-2.8415985107421875,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Regina wasn't difficult to reveal.,Regina wasn't soon to reveal.,syntax_semantics,control_raising,tough_vs_raising_1,941,164,paired,-37.407447814941406,-39.996116638183594,True,-2.186779022216797,-2.9764556884765625,-2.252481460571289,-3.0392465591430664,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The Impressionists might expect there to be a lot of mothers of Vanessa walking through the rivers.,The Impressionists might beg there to be a lot of mothers of Vanessa walking through the rivers.,syntax_semantics,control_raising,existential_there_object_raising,243,165,paired,-94.97541046142578,-105.66593170166016,True,-2.4349842071533203,-3.153031349182129,-2.389650344848633,-3.158811569213867,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
A screen wasn't hard work to conceal.,A screen wasn't unlikely to conceal.,syntax_semantics,control_raising,tough_vs_raising_1,307,166,paired,-45.98613739013672,-49.866058349609375,True,-1.753286361694336,-2.554718017578125,-1.6769523620605469,-2.435342788696289,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Winston Churchill's oncologists are exciting to work with.,Winston Churchill's oncologists are about to work with.,syntax_semantics,control_raising,tough_vs_raising_1,660,167,paired,-45.94132614135742,-54.65898132324219,True,-2.420015335083008,-2.9180383682250977,-2.4071731567382812,-2.8128557205200195,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The Impressionists found there to be a person smiling.,The Impressionists asked there to be a person smiling.,syntax_semantics,control_raising,existential_there_object_raising,256,168,paired,-54.284629821777344,-57.99492263793945,True,-1.8670806884765625,-2.6390743255615234,-1.9156608581542969,-2.688312530517578,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Chad judged it to be not so important that the painting looks like Paula.,Chad asked it to be not so important that the painting looks like Paula.,syntax_semantics,control_raising,expletive_it_object_raising,924,169,paired,-71.8057632446289,-77.37469482421875,True,-2.138174057006836,-2.9055557250976562,-2.193195343017578,-3.056595802307129,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The mother of Marla wasn't bound to implore Rose to confuse Peter.,The mother of Marla wasn't easy to implore Rose to confuse Peter.,syntax_semantics,control_raising,tough_vs_raising_2,275,170,paired,-88.24488067626953,-92.79315948486328,True,-2.3991222381591797,-3.2614593505859375,-2.375795364379883,-3.2155275344848633,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Rachelle isn't tough to reveal.,Rachelle isn't certain to reveal.,syntax_semantics,control_raising,tough_vs_raising_1,124,171,paired,-45.07090759277344,-45.067440032958984,False,-2.506458282470703,-3.5046634674072266,-2.4578933715820312,-3.3645029067993164,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Sheila is bound to try to walk through every hospital.,Sheila is annoying to try to walk through every hospital.,syntax_semantics,control_raising,tough_vs_raising_2,420,172,paired,-55.57064437866211,-61.053890228271484,True,-2.1615219116210938,-2.7804698944091797,-2.0503597259521484,-2.584735870361328,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Mark had preferred there to be a report vanishing.,Mark had convinced there to be a report vanishing.,syntax_semantics,control_raising,existential_there_object_raising,802,173,paired,-57.28763198852539,-55.39904022216797,False,-2.0502452850341797,-2.91851806640625,-2.0341548919677734,-2.8769378662109375,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Timothy wasn't likely to beg Donna to astound that university.,Timothy wasn't exciting to beg Donna to astound that university.,syntax_semantics,control_raising,tough_vs_raising_2,33,174,paired,-75.86095428466797,-88.06660461425781,True,-2.097318649291992,-2.808368682861328,-2.1310558319091797,-2.813417434692383,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Candice hasn't anticipated there to be few cats distracting Kathleen.,Candice hasn't commanded there to be few cats distracting Kathleen.,syntax_semantics,control_raising,existential_there_object_raising,651,175,paired,-79.27467346191406,-81.71022033691406,True,-2.0110206604003906,-2.5381221771240234,-1.9948596954345703,-2.5331153869628906,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
There happened to be a banana looking like these pictures.,There continues to be a banana looking like these pictures.,syntax_semantics,control_raising,existential_there_subject_raising,244,176,paired,-47.47282791137695,-53.92042922973633,True,-2.120695114135742,-2.7363662719726562,-2.2009239196777344,-2.7863845825195312,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
There had seemed to be a lot of jackets shrinking.,There had intended to be a lot of jackets shrinking.,syntax_semantics,control_raising,existential_there_subject_raising,87,177,paired,-44.801902770996094,-58.371055603027344,True,-2.0788040161132812,-2.8710880279541016,-2.1128082275390625,-2.9780044555664062,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
This hospital wasn't bound to induce Dennis's classmate to love Jacqueline.,This hospital wasn't interesting to induce Dennis's classmate to love Jacqueline.,syntax_semantics,control_raising,tough_vs_raising_2,523,178,paired,-90.62012481689453,-93.50161743164062,True,-2.2764110565185547,-3.044954299926758,-2.2174739837646484,-2.9101524353027344,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Sherry is annoying to reference.,Sherry is unlikely to reference.,syntax_semantics,control_raising,tough_vs_raising_1,194,179,paired,-44.115989685058594,-41.13909912109375,False,-2.0687923431396484,-2.8749589920043945,-1.9768714904785156,-2.819565773010254,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Tiffany believes it to be obvious that Suzanne had appeared to hide a lot of gloves.,Tiffany commissions it to be obvious that Suzanne had appeared to hide a lot of gloves.,syntax_semantics,control_raising,expletive_it_object_raising,709,180,paired,-88.54657745361328,-99.24427795410156,True,-2.395008087158203,-3.0988540649414062,-2.459613800048828,-3.2302513122558594,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
A glacier is fun to bike to.,A glacier is soon to bike to.,syntax_semantics,control_raising,tough_vs_raising_1,741,181,paired,-40.39971923828125,-49.19001770019531,True,-2.2046241760253906,-3.0891332626342773,-2.15740966796875,-2.950289726257324,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Carl hasn't predicted it to be a shame that Denise won't wash.,Carl was compelling it to be a shame that Denise won't wash.,syntax_semantics,control_raising,expletive_it_object_raising,433,182,paired,-75.14393615722656,-74.74453735351562,False,-2.2433338165283203,-2.958920478820801,-2.306842803955078,-3.0476207733154297,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Maria prefers it to be not so important that the socks are falling.,Maria won't pressure it to be not so important that the socks are falling.,syntax_semantics,control_raising,expletive_it_object_raising,977,183,paired,-62.671630859375,-82.37574005126953,True,-1.8990554809570312,-2.5264806747436523,-1.8245849609375,-2.354522705078125,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Beth isn't sure to push Deborah to question some child.,Beth isn't interesting to push Deborah to question some child.,syntax_semantics,control_raising,tough_vs_raising_2,825,184,paired,-76.25205993652344,-79.97652435302734,True,-1.811553955078125,-2.6050281524658203,-1.8154659271240234,-2.5815000534057617,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Walter was difficult to talk to.,Walter was soon to talk to.,syntax_semantics,control_raising,tough_vs_raising_1,646,185,paired,-21.900726318359375,-34.78912353515625,True,-2.4729042053222656,-3.4160499572753906,-2.4833431243896484,-3.4001588821411133,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
All museums aren't soon to hire Phillip.,All museums aren't easy to hire Phillip.,syntax_semantics,control_raising,tough_vs_raising_2,667,186,paired,-60.645912170410156,-54.354576110839844,False,-2.318696975708008,-3.1033687591552734,-2.3582401275634766,-3.1297645568847656,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Carl's friends weren't soon to think about who hasn't taken a box.,Carl's friends weren't interesting to think about who hasn't taken a box.,syntax_semantics,control_raising,tough_vs_raising_2,349,187,paired,-86.21454620361328,-76.58867645263672,False,-2.2575759887695312,-2.867483139038086,-2.210325241088867,-2.779996871948242,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Naomi hasn't believed there to be a popsicle evaporating.,Naomi hasn't induced there to be a popsicle evaporating.,syntax_semantics,control_raising,existential_there_object_raising,669,188,paired,-70.65003204345703,-76.32766723632812,True,-2.161815643310547,-2.674468994140625,-2.1185379028320312,-2.674449920654297,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Noah had considered there to be a unicycle boring Connie.,Noah had dared there to be a unicycle boring Connie.,syntax_semantics,control_raising,existential_there_object_raising,753,189,paired,-78.32113647460938,-81.92205810546875,True,-1.904184341430664,-2.644473075866699,-1.902069091796875,-2.665731430053711,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Marcus will discover there to be few bikes wasting away.,Marcus will beg there to be few bikes wasting away.,syntax_semantics,control_raising,existential_there_object_raising,283,190,paired,-63.152626037597656,-69.86782836914062,True,-2.2507896423339844,-2.7433700561523438,-2.216886520385742,-2.699695587158203,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Melissa was likely to learn who isn't requiring Harvard University to work with Sheila.,Melissa was tough to learn who isn't requiring Harvard University to work with Sheila.,syntax_semantics,control_raising,tough_vs_raising_2,301,191,paired,-95.52131652832031,-97.29557037353516,True,-2.180683135986328,-2.730807304382324,-2.274934768676758,-2.8009443283081055,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
James's spouse isn't unlikely to require Larry to grin.,James's spouse isn't hard work to require Larry to grin.,syntax_semantics,control_raising,tough_vs_raising_2,708,192,paired,-71.12913513183594,-78.61493682861328,True,-2.017038345336914,-2.6711959838867188,-1.9644355773925781,-2.585744857788086,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Monet is annoying to respect.,Monet is about to respect.,syntax_semantics,control_raising,tough_vs_raising_1,179,193,paired,-37.71671676635742,-35.6322135925293,False,-2.2435169219970703,-3.1108055114746094,-2.2894535064697266,-3.2078933715820312,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Every child isn't bound to see these peppers.,Every child isn't hard work to see these peppers.,syntax_semantics,control_raising,tough_vs_raising_2,666,194,paired,-53.060089111328125,-60.33968734741211,True,-2.194061279296875,-2.935260772705078,-2.1556568145751953,-2.8518428802490234,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
There weren't likely to be a lot of essays embarrassing Karla.,There weren't able to be a lot of essays embarrassing Karla.,syntax_semantics,control_raising,existential_there_subject_raising,657,195,paired,-62.3682746887207,-72.57962036132812,True,-2.352357864379883,-2.8855342864990234,-2.3585643768310547,-2.884227752685547,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
James was pleasant to reference.,James was apt to reference.,syntax_semantics,control_raising,tough_vs_raising_1,115,196,paired,-32.57328796386719,-33.4261589050293,True,-1.8665275573730469,-2.827730178833008,-2.041748046875,-2.9715213775634766,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Bruce's teachers need there to be a cat waking up.,Bruce's teachers ordered there to be a cat waking up.,syntax_semantics,control_raising,existential_there_object_raising,938,197,paired,-71.79017639160156,-74.94670867919922,True,-1.9955921173095703,-2.6433544158935547,-2.0614585876464844,-2.7211475372314453,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
That waitress's plumbers aren't needing there to be a spotlight darkening.,That waitress's plumbers aren't prodding there to be a spotlight darkening.,syntax_semantics,control_raising,existential_there_object_raising,780,198,paired,-91.08295440673828,-98.03579711914062,True,-2.371347427368164,-3.006296157836914,-2.3945255279541016,-3.072720527648926,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
There were threatening to be fewer than three drivers appearing.,There were liking to be fewer than three drivers appearing.,syntax_semantics,control_raising,existential_there_subject_raising,728,199,paired,-57.322628021240234,-64.22114562988281,True,-2.140024185180664,-2.6920032501220703,-2.0675125122070312,-2.718250274658203,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
There are looking to be icicles falling.,There are intending to be icicles falling.,syntax_semantics,control_raising,existential_there_subject_raising,760,200,paired,-43.50238037109375,-48.225128173828125,True,-1.9586906433105469,-2.9307851791381836,-2.0798492431640625,-3.033357620239258,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The child descends this slope.,The children descends this slope.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,719,201,paired,-31.94992446899414,-34.90311050415039,True,-2.112997055053711,-3.35471248626709,-2.0930614471435547,-3.3829517364501953,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Those geese are waking up.,Those geese was waking up.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,899,202,paired,-28.011554718017578,-33.060909271240234,True,-2.3811779022216797,-3.3773603439331055,-2.3868465423583984,-3.3311643600463867,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The grandson of all adults has worried Walter.,The grandson of all adults have worried Walter.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,756,203,paired,-62.289791107177734,-65.25402069091797,True,-2.296295166015625,-3.1070308685302734,-2.3102378845214844,-3.133810043334961,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The daughter of all girls hasn't forgotten what was vaporizing.,The daughter of all girls haven't forgotten what was vaporizing.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,327,204,paired,-73.9261703491211,-75.46615600585938,True,-1.9984016418457031,-2.8243608474731445,-2.0178489685058594,-2.8664846420288086,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
This student that disturbed the Borgias has smiled.,This student that disturbed the Borgias have smiled.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,359,205,paired,-64.59220123291016,-67.22337341308594,True,-2.2237167358398438,-3.4686851501464844,-2.186056137084961,-3.413987159729004,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Oxen disturb April.,Oxen disturbs April.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,863,206,paired,-35.852577209472656,-34.325687408447266,False,-2.1941070556640625,-3.0720863342285156,-2.1744842529296875,-3.0110912322998047,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
These hypotheses embarrass Dennis.,These hypotheses embarrasses Dennis.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,8,207,paired,-39.653133392333984,-45.70279312133789,True,-2.449087142944336,-3.2725486755371094,-2.5267887115478516,-3.3592376708984375,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Carol works with Monica.,Carol work with Monica.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,335,208,paired,-30.067306518554688,-30.902647018432617,True,-1.9853744506835938,-2.965743064880371,-1.9813652038574219,-2.9782161712646484,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
These hamsters ascend that ladder.,These hamsters ascends that ladder.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,917,209,paired,-37.069786071777344,-41.943843841552734,True,-2.1150360107421875,-3.0814476013183594,-2.049297332763672,-3.0005111694335938,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The adults weren't describing Elaine.,The adult weren't describing Elaine.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,856,210,paired,-43.367862701416016,-50.99553680419922,True,-2.6706390380859375,-3.5094871520996094,-2.6730518341064453,-3.464200973510742,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The story about the Lutherans doesn't sound like Wayne.,The story about the Lutherans don't sound like Wayne.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,138,211,paired,-54.92818069458008,-58.50691223144531,True,-2.123950958251953,-3.1551427841186523,-2.160287857055664,-3.184906005859375,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The hypothesis is worrying Stacy.,The hypotheses is worrying Stacy.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,562,212,paired,-41.30497741699219,-48.17567825317383,True,-2.515382766723633,-3.3899154663085938,-2.5545654296875,-3.447071075439453,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The shows about Spain do aggravate Christina.,The shows about Spain does aggravate Christina.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,75,213,paired,-58.17095947265625,-60.9093017578125,True,-2.247121810913086,-3.1152305603027344,-2.2906417846679688,-3.090303421020508,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The guys that remembered Phillip haven't thought about who marry.,The guys that remembered Phillip hasn't thought about who marry.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,354,214,paired,-76.87808227539062,-78.39729309082031,True,-2.054201126098633,-2.835752487182617,-2.052928924560547,-2.8045597076416016,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The friends of Raymond don't imagine Robert hadn't compelled Denise to wear those scarves.,The friends of Raymond doesn't imagine Robert hadn't compelled Denise to wear those scarves.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,554,215,paired,-99.82855987548828,-102.91375732421875,True,-2.3802719116210938,-3.331960678100586,-2.3765182495117188,-3.272785186767578,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
This driver that praises most ladies has practiced.,This driver that praises most ladies have practiced.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,599,216,paired,-70.19297790527344,-70.09864807128906,False,-2.009510040283203,-2.949422836303711,-2.0247116088867188,-2.9650192260742188,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Sabrina is disgusting many waitresses.,Sabrina were disgusting many waitresses.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,428,217,paired,-53.02684020996094,-54.44612121582031,True,-2.115873336791992,-2.844233512878418,-2.1544017791748047,-2.8505783081054688,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
