good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
Kirsten finds it to be not so bad that Regina had entreated Ella to spin around.,Kirsten wasn't begging it to be not so bad that Regina had entreated Ella to spin around.,syntax_semantics,control_raising,expletive_it_object_raising,447,155,paired,-101.40950775146484,-118.58564758300781,True,-1.4999713897705078,-2.632783889770508,-1.5604076385498047,-2.7088451385498047,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Some documentaries are about to shock Carmen.,Some documentaries are enjoyable to shock Carmen.,syntax_semantics,control_raising,tough_vs_raising_2,633,156,paired,-56.242942810058594,-61.82250213623047,True,-1.3880767822265625,-2.7005767822265625,-1.4315032958984375,-2.6268157958984375,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Kenneth's mother isn't apt to go fishing.,Kenneth's mother isn't easy to go fishing.,syntax_semantics,control_raising,tough_vs_raising_2,265,157,paired,-53.3736572265625,-56.22088623046875,True,-1.5234050750732422,-2.804655075073242,-1.5345706939697266,-2.7533206939697266,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Valerie preferred it to be funny that people walk through that hospital.,Valerie has spurred it to be funny that people walk through that hospital.,syntax_semantics,control_raising,expletive_it_object_raising,581,158,paired,-80.60639190673828,-87.15823364257812,True,-1.5052719116210938,-2.7318344116210938,-1.5425291061401367,-2.6362791061401367,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Sherry judges it to be expected that Eric has loved every man.,Sherry was requiring it to be expected that Eric has loved every man.,syntax_semantics,control_raising,expletive_it_object_raising,582,159,paired,-85.65979766845703,-88.83247375488281,True,-1.468306541442871,-2.679244041442871,-1.5210657119750977,-2.7320032119750977,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Marie predicted it to be nice that Sandra might complain about Sonia.,Marie required it to be nice that Sandra might complain about Sonia.,syntax_semantics,control_raising,expletive_it_object_raising,628,160,paired,-85.69397735595703,-88.65738677978516,True,-1.5533685684204102,-2.61586856842041,-1.5160503387451172,-2.633237838745117,False,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Tonya's granddaughter isn't likely to annoy Julia.,Tonya's granddaughter isn't enjoyable to annoy Julia.,syntax_semantics,control_raising,tough_vs_raising_2,868,161,paired,-66.00019836425781,-73.72494506835938,True,-1.5572223663330078,-2.635347366333008,-1.653151512145996,-2.543776512145996,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Waitresses had found it to be not so obvious that Marcus learned who wouldn't escape.,Waitresses pressed it to be not so obvious that Marcus learned who wouldn't escape.,syntax_semantics,control_raising,expletive_it_object_raising,133,162,paired,-103.6387710571289,-109.66675567626953,True,-1.6066532135009766,-2.5675907135009766,-1.692317008972168,-2.434504508972168,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
There seemed to be a cafe disappearing.,There plans to be a cafe disappearing.,syntax_semantics,control_raising,existential_there_subject_raising,320,163,paired,-43.60472869873047,-53.49766540527344,True,-1.4243412017822266,-2.4946537017822266,-1.469630241394043,-2.375880241394043,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Regina wasn't difficult to reveal.,Regina wasn't soon to reveal.,syntax_semantics,control_raising,tough_vs_raising_1,941,164,paired,-44.053443908691406,-46.78424835205078,True,-1.4284124374389648,-2.342474937438965,-1.5293045043945312,-2.3105545043945312,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The Impressionists might expect there to be a lot of mothers of Vanessa walking through the rivers.,The Impressionists might beg there to be a lot of mothers of Vanessa walking through the rivers.,syntax_semantics,control_raising,existential_there_object_raising,243,165,paired,-101.95966339111328,-109.77314758300781,True,-1.5107917785644531,-2.815479278564453,-1.4957923889160156,-2.8082923889160156,False,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
A screen wasn't hard work to conceal.,A screen wasn't unlikely to conceal.,syntax_semantics,control_raising,tough_vs_raising_1,307,166,paired,-53.158878326416016,-54.54524230957031,True,-1.5065555572509766,-2.6081180572509766,-1.5605964660644531,-2.623096466064453,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Winston Churchill's oncologists are exciting to work with.,Winston Churchill's oncologists are about to work with.,syntax_semantics,control_raising,tough_vs_raising_1,660,167,paired,-58.70384216308594,-64.41284942626953,True,-1.4901056289672852,-2.740105628967285,-1.5545978546142578,-2.718660354614258,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The Impressionists found there to be a person smiling.,The Impressionists asked there to be a person smiling.,syntax_semantics,control_raising,existential_there_object_raising,256,168,paired,-59.748626708984375,-61.770545959472656,True,-1.4608345031738281,-2.718647003173828,-1.4368581771850586,-2.7493581771850586,False,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Chad judged it to be not so important that the painting looks like Paula.,Chad asked it to be not so important that the painting looks like Paula.,syntax_semantics,control_raising,expletive_it_object_raising,924,169,paired,-79.59335327148438,-80.10523223876953,True,-1.527242660522461,-2.706930160522461,-1.5625810623168945,-2.7500810623168945,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
The mother of Marla wasn't bound to implore Rose to confuse Peter.,The mother of Marla wasn't easy to implore Rose to confuse Peter.,syntax_semantics,control_raising,tough_vs_raising_2,275,170,paired,-94.5204849243164,-92.5697021484375,False,-1.5186767578125,-2.6983642578125,-1.5441780090332031,-2.731678009033203,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Rachelle isn't tough to reveal.,Rachelle isn't certain to reveal.,syntax_semantics,control_raising,tough_vs_raising_1,124,171,paired,-49.86054229736328,-51.03639602661133,True,-1.5090913772583008,-2.462216377258301,-1.540257453918457,-2.430882453918457,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Sheila is bound to try to walk through every hospital.,Sheila is annoying to try to walk through every hospital.,syntax_semantics,control_raising,tough_vs_raising_2,420,172,paired,-65.13220977783203,-71.53807067871094,True,-1.4498481750488281,-2.731098175048828,-1.4180774688720703,-2.6758899688720703,False,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Mark had preferred there to be a report vanishing.,Mark had convinced there to be a report vanishing.,syntax_semantics,control_raising,existential_there_object_raising,802,173,paired,-67.02783966064453,-67.89148712158203,True,-1.4930858612060547,-2.5946483612060547,-1.6100692749023438,-2.5006942749023438,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Timothy wasn't likely to beg Donna to astound that university.,Timothy wasn't exciting to beg Donna to astound that university.,syntax_semantics,control_raising,tough_vs_raising_2,33,174,paired,-84.52876281738281,-87.82098388671875,True,-1.5560779571533203,-2.6420154571533203,-1.5597810745239258,-2.645718574523926,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Candice hasn't anticipated there to be few cats distracting Kathleen.,Candice hasn't commanded there to be few cats distracting Kathleen.,syntax_semantics,control_raising,existential_there_object_raising,651,175,paired,-88.70235443115234,-89.16146087646484,True,-1.5013656616210938,-2.6107406616210938,-1.5134124755859375,-2.5915374755859375,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
There happened to be a banana looking like these pictures.,There continues to be a banana looking like these pictures.,syntax_semantics,control_raising,existential_there_subject_raising,244,176,paired,-54.01891326904297,-59.13078308105469,True,-1.401310920715332,-2.784123420715332,-1.3785638809204102,-2.65981388092041,False,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
There had seemed to be a lot of jackets shrinking.,There had intended to be a lot of jackets shrinking.,syntax_semantics,control_raising,existential_there_subject_raising,87,177,paired,-57.16926193237305,-63.61194610595703,True,-1.39263916015625,-2.52545166015625,-1.439413070678711,-2.517538070678711,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
This hospital wasn't bound to induce Dennis's classmate to love Jacqueline.,This hospital wasn't interesting to induce Dennis's classmate to love Jacqueline.,syntax_semantics,control_raising,tough_vs_raising_2,523,178,paired,-96.91267395019531,-99.65592956542969,True,-1.5112123489379883,-2.7065248489379883,-1.5806999206542969,-2.744762420654297,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Sherry is annoying to reference.,Sherry is unlikely to reference.,syntax_semantics,control_raising,tough_vs_raising_1,194,179,paired,-44.99803924560547,-43.96058654785156,False,-1.4866657257080078,-2.471040725708008,-1.4882373809814453,-2.4335498809814453,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Tiffany believes it to be obvious that Suzanne had appeared to hide a lot of gloves.,Tiffany commissions it to be obvious that Suzanne had appeared to hide a lot of gloves.,syntax_semantics,control_raising,expletive_it_object_raising,709,180,paired,-94.07484436035156,-101.00196838378906,True,-1.3566179275512695,-2.7238054275512695,-1.441695213317871,-2.707320213317871,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
A glacier is fun to bike to.,A glacier is soon to bike to.,syntax_semantics,control_raising,tough_vs_raising_1,741,181,paired,-44.35718536376953,-51.888877868652344,True,-1.3609952926635742,-2.657870292663574,-1.4946365356445312,-2.6352615356445312,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Carl hasn't predicted it to be a shame that Denise won't wash.,Carl was compelling it to be a shame that Denise won't wash.,syntax_semantics,control_raising,expletive_it_object_raising,433,182,paired,-87.52416229248047,-88.19098663330078,True,-1.397130012512207,-2.701817512512207,-1.4337501525878906,-2.6446876525878906,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Maria prefers it to be not so important that the socks are falling.,Maria won't pressure it to be not so important that the socks are falling.,syntax_semantics,control_raising,expletive_it_object_raising,977,183,paired,-75.57232666015625,-93.79143524169922,True,-1.525069236755371,-2.853194236755371,-1.5589570999145508,-2.801144599914551,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Beth isn't sure to push Deborah to question some child.,Beth isn't interesting to push Deborah to question some child.,syntax_semantics,control_raising,tough_vs_raising_2,825,184,paired,-82.2581787109375,-90.7354736328125,True,-1.5245885848999023,-2.6964635848999023,-1.5632953643798828,-2.602357864379883,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Walter was difficult to talk to.,Walter was soon to talk to.,syntax_semantics,control_raising,tough_vs_raising_1,646,185,paired,-31.57532501220703,-42.069862365722656,True,-1.4225263595581055,-2.5319013595581055,-1.5559520721435547,-2.4309520721435547,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
All museums aren't soon to hire Phillip.,All museums aren't easy to hire Phillip.,syntax_semantics,control_raising,tough_vs_raising_2,667,186,paired,-66.5965347290039,-63.83781433105469,False,-1.5300827026367188,-2.7722702026367188,-1.4952783584594727,-2.7530908584594727,False,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Carl's friends weren't soon to think about who hasn't taken a box.,Carl's friends weren't interesting to think about who hasn't taken a box.,syntax_semantics,control_raising,tough_vs_raising_2,349,187,paired,-85.80853271484375,-86.39208221435547,True,-1.4501543045043945,-2.5048418045043945,-1.4351558685302734,-2.4820308685302734,False,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Naomi hasn't believed there to be a popsicle evaporating.,Naomi hasn't induced there to be a popsicle evaporating.,syntax_semantics,control_raising,existential_there_object_raising,669,188,paired,-77.6658935546875,-84.12517547607422,True,-1.5183658599853516,-2.7293033599853516,-1.5625038146972656,-2.7187538146972656,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Noah had considered there to be a unicycle boring Connie.,Noah had dared there to be a unicycle boring Connie.,syntax_semantics,control_raising,existential_there_object_raising,753,189,paired,-83.0691146850586,-83.41869354248047,True,-1.5388927459716797,-2.7029552459716797,-1.5675554275512695,-2.7003679275512695,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Marcus will discover there to be few bikes wasting away.,Marcus will beg there to be few bikes wasting away.,syntax_semantics,control_raising,existential_there_object_raising,283,190,paired,-75.41017150878906,-77.55807495117188,True,-1.3880834579467773,-2.4896459579467773,-1.483199119567871,-2.475386619567871,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Melissa was likely to learn who isn't requiring Harvard University to work with Sheila.,Melissa was tough to learn who isn't requiring Harvard University to work with Sheila.,syntax_semantics,control_raising,tough_vs_raising_2,301,191,paired,-104.85578918457031,-101.13407135009766,False,-1.5284900665283203,-2.4659900665283203,-1.5157747268676758,-2.359524726867676,False,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
James's spouse isn't unlikely to require Larry to grin.,James's spouse isn't hard work to require Larry to grin.,syntax_semantics,control_raising,tough_vs_raising_2,708,192,paired,-80.90835571289062,-88.12340545654297,True,-1.6474294662475586,-2.6864919662475586,-1.6518878936767578,-2.667512893676758,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Monet is annoying to respect.,Monet is about to respect.,syntax_semantics,control_raising,tough_vs_raising_1,179,193,paired,-42.80222702026367,-39.7745246887207,False,-1.4979801177978516,-2.5761051177978516,-1.5484285354614258,-2.649991035461426,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Every child isn't bound to see these peppers.,Every child isn't hard work to see these peppers.,syntax_semantics,control_raising,tough_vs_raising_2,666,194,paired,-61.91951370239258,-66.55708312988281,True,-1.4731674194335938,-2.7075424194335938,-1.4473342895507812,-2.6738967895507812,False,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
There weren't likely to be a lot of essays embarrassing Karla.,There weren't able to be a lot of essays embarrassing Karla.,syntax_semantics,control_raising,existential_there_subject_raising,657,195,paired,-69.5201416015625,-74.99630737304688,True,-1.374664306640625,-2.632476806640625,-1.3990163803100586,-2.7037038803100586,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
James was pleasant to reference.,James was apt to reference.,syntax_semantics,control_raising,tough_vs_raising_1,115,196,paired,-39.015953063964844,-43.57610321044922,True,-1.5903539657592773,-2.4966039657592773,-1.5869331359863281,-2.524433135986328,False,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Bruce's teachers need there to be a cat waking up.,Bruce's teachers ordered there to be a cat waking up.,syntax_semantics,control_raising,existential_there_object_raising,938,197,paired,-72.6304931640625,-73.66384887695312,True,-1.366745948791504,-2.780808448791504,-1.4620132446289062,-2.6651382446289062,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
That waitress's plumbers aren't needing there to be a spotlight darkening.,That waitress's plumbers aren't prodding there to be a spotlight darkening.,syntax_semantics,control_raising,existential_there_object_raising,780,198,paired,-99.04740905761719,-103.28974151611328,True,-1.534271240234375,-2.737396240234375,-1.5917387008666992,-2.740176200866699,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
There were threatening to be fewer than three drivers appearing.,There were liking to be fewer than three drivers appearing.,syntax_semantics,control_raising,existential_there_subject_raising,728,199,paired,-60.78108215332031,-65.77925109863281,True,-1.4669303894042969,-2.615367889404297,-1.464834213256836,-2.589834213256836,False,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
There are looking to be icicles falling.,There are intending to be icicles falling.,syntax_semantics,control_raising,existential_there_subject_raising,760,200,paired,-48.688968658447266,-51.842063903808594,True,-1.4075918197631836,-2.7591543197631836,-1.4661989212036133,-2.7552614212036133,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The child descends this slope.,The children descends this slope.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,719,201,paired,-40.62287139892578,-44.78508758544922,True,-1.5411128997802734,-2.6973628997802734,-1.685805320739746,-2.615492820739746,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Those geese are waking up.,Those geese was waking up.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,899,202,paired,-34.253997802734375,-42.198944091796875,True,-1.4042377471923828,-2.568300247192383,-1.5124988555908203,-2.5593738555908203,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The grandson of all adults has worried Walter.,The grandson of all adults have worried Walter.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,756,203,paired,-64.64309692382812,-66.28325653076172,True,-1.4874353408813477,-2.5655603408813477,-1.6360321044921875,-2.5188446044921875,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The daughter of all girls hasn't forgotten what was vaporizing.,The daughter of all girls haven't forgotten what was vaporizing.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,327,204,paired,-76.54696655273438,-77.5291976928711,True,-1.6146202087402344,-2.6146202087402344,-1.6966361999511719,-2.485698699951172,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
This student that disturbed the Borgias has smiled.,This student that disturbed the Borgias have smiled.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,359,205,paired,-70.4435043334961,-73.03543853759766,True,-1.483449935913086,-2.585012435913086,-1.6001615524291992,-2.459536552429199,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Oxen disturb April.,Oxen disturbs April.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,863,206,paired,-45.48514175415039,-47.2894401550293,True,-1.766942024230957,-2.563817024230957,-1.8531436920166016,-2.5093936920166016,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
These hypotheses embarrass Dennis.,These hypotheses embarrasses Dennis.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,8,207,paired,-47.68341827392578,-52.90203094482422,True,-1.4848670959472656,-2.6098670959472656,-1.6240062713623047,-2.5146312713623047,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Carol works with Monica.,Carol work with Monica.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,335,208,paired,-34.3490104675293,-40.633392333984375,True,-1.5564241409301758,-2.462674140930176,-1.5983972549438477,-2.4499597549438477,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
These hamsters ascend that ladder.,These hamsters ascends that ladder.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,917,209,paired,-46.738887786865234,-52.60160446166992,True,-1.3517036437988281,-2.468891143798828,-1.4963455200195312,-2.3088455200195312,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The adults weren't describing Elaine.,The adult weren't describing Elaine.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,856,210,paired,-51.00786209106445,-57.7394905090332,True,-1.5026025772094727,-2.3229150772094727,-1.6028051376342773,-2.3449926376342773,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
The story about the Lutherans doesn't sound like Wayne.,The story about the Lutherans don't sound like Wayne.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,138,211,paired,-57.61200714111328,-62.4471549987793,True,-1.442605972290039,-2.559793472290039,-1.499359130859375,-2.530609130859375,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The hypothesis is worrying Stacy.,The hypotheses is worrying Stacy.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,562,212,paired,-47.71173858642578,-53.635902404785156,True,-1.4921455383300781,-2.703083038330078,-1.5816001892089844,-2.5112876892089844,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The shows about Spain do aggravate Christina.,The shows about Spain does aggravate Christina.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,75,213,paired,-66.07679748535156,-69.50420379638672,True,-1.5457019805908203,-2.5457019805908203,-1.6245746612548828,-2.413637161254883,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The guys that remembered Phillip haven't thought about who marry.,The guys that remembered Phillip hasn't thought about who marry.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,354,214,paired,-82.19100952148438,-84.09225463867188,True,-1.6067962646484375,-2.3958587646484375,-1.658919334411621,-2.393294334411621,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The friends of Raymond don't imagine Robert hadn't compelled Denise to wear those scarves.,The friends of Raymond doesn't imagine Robert hadn't compelled Denise to wear those scarves.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,554,215,paired,-105.4306869506836,-108.19571685791016,True,-1.5151653289794922,-2.733915328979492,-1.571380615234375,-2.587005615234375,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
This driver that praises most ladies has practiced.,This driver that praises most ladies have practiced.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,599,216,paired,-73.27970886230469,-74.11822509765625,True,-1.653763771057129,-2.427201271057129,-1.7635011672973633,-2.3494386672973633,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Sabrina is disgusting many waitresses.,Sabrina were disgusting many waitresses.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,428,217,paired,-58.11688995361328,-59.32978057861328,True,-1.4269447326660156,-2.4894447326660156,-1.490738868713379,-2.592301368713379,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Some person grins.,Some person grin.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,916,218,paired,-34.81403350830078,-36.67308807373047,True,-1.6487922668457031,-2.570667266845703,-1.6529254913330078,-2.551362991333008,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
This boy who could investigate the Clintons isn't talking.,This boy who could investigate the Clintons aren't talking.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,498,219,paired,-64.74078369140625,-70.24868774414062,True,-1.5668830871582031,-2.574695587158203,-1.6086063385009766,-2.5070438385009766,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The adults that should complain about Marie are buying some school.,The adults that should complain about Marie was buying some school.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,124,220,paired,-84.992919921875,-90.58050537109375,True,-1.4641475677490234,-2.4250850677490234,-1.5116910934448242,-2.410128593444824,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Amelia isn't taking steak.,Amelia weren't taking steak.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,371,221,paired,-44.91035842895508,-48.942352294921875,True,-1.3996219635009766,-2.4308719635009766,-1.461836814880371,-2.438399314880371,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
The children are debating.,The child are debating.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,567,222,paired,-30.246747970581055,-38.98353576660156,True,-1.533940315246582,-2.580815315246582,-1.6416921615600586,-2.5245046615600586,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Some lady that leaves the Lutherans blinks.,Some lady that leaves the Lutherans blink.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,165,223,paired,-66.4005126953125,-67.22935485839844,True,-1.5057449340820312,-2.4432449340820312,-1.4629535675048828,-2.408266067504883,False,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
That teacher that can reference a lot of adults protests.,That teacher that can reference a lot of adults protest.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,512,224,paired,-74.15479278564453,-75.12198638916016,True,-1.461634635925293,-2.477259635925293,-1.510239601135254,-2.572739601135254,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Some actors who criticized Cynthia haven't passed Spain.,Some actors who criticized Cynthia hasn't passed Spain.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,86,225,paired,-78.39863586425781,-82.99838256835938,True,-1.5667858123779297,-2.4730358123779297,-1.6393585205078125,-2.3893585205078125,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
These waiters examine a play.,These waiters examines a play.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,169,226,paired,-47.61851119995117,-52.271141052246094,True,-1.5866470336914062,-2.4303970336914062,-1.7320499420166016,-2.2711124420166016,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Universities that shouldn't distract Karla have embarrassed Lucille.,Universities that shouldn't distract Karla has embarrassed Lucille.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,713,227,paired,-88.07533264160156,-90.81226348876953,True,-1.5507335662841797,-2.4413585662841797,-1.5383987426757812,-2.3040237426757812,False,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Sally boasts about all pedestrians.,Sally boast about all pedestrians.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,562,228,paired,-53.881553649902344,-54.88044357299805,True,-1.4661245346069336,-2.3801870346069336,-1.5094776153564453,-2.2829151153564453,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Every hypothesis was distracting Leslie.,Every hypothesis were distracting Leslie.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,263,229,paired,-53.82469177246094,-62.132904052734375,True,-1.4805908203125,-2.3790283203125,-1.6325321197509766,-2.1950321197509766,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Carl has skated around every closet.,Carl have skated around every closet.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,651,230,paired,-52.86271667480469,-57.50748062133789,True,-1.331984519958496,-2.269484519958496,-1.467576026916504,-2.155076026916504,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Cacti waste away.,Cacti wastes away.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,570,231,paired,-39.95841979980469,-36.29264831542969,False,-1.4991912841796875,-2.5616912841796875,-1.6468572616577148,-2.467169761657715,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Some waitresses reference some adult.,Some waitresses references some adult.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,373,232,paired,-55.04330825805664,-57.59896469116211,True,-1.5986061096191406,-2.2939186096191406,-1.6291790008544922,-2.222929000854492,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The brochures about Monet have fallen.,The brochures about Monet has fallen.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,551,233,paired,-52.03481674194336,-55.97468948364258,True,-1.482741355895996,-2.474928855895996,-1.5381660461425781,-2.389728546142578,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
This man disappears.,This man disappear.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,55,234,paired,-27.6453800201416,-32.930084228515625,True,-1.617201805114746,-2.539076805114746,-1.6115951538085938,-2.5100326538085938,False,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
Caroline is arriving at every movie theater.,Caroline are arriving at every movie theater.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,336,235,paired,-51.0052490234375,-53.07579040527344,True,-1.3264884948730469,-2.279613494873047,-1.4460983276367188,-2.2195358276367188,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The men have admired Ronald.,The man have admired Ronald.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,11,236,paired,-44.38967514038086,-49.213111877441406,True,-1.5578060150146484,-2.6203060150146484,-1.6041507720947266,-2.6666507720947266,True,False,True,False,False,True,meta-llama/Llama-2-13b-hf,
Some child hasn't bored April.,Some child haven't bored April.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,651,237,paired,-56.78050231933594,-58.13066864013672,True,-1.5813236236572266,-2.3000736236572266,-1.7103662490844727,-2.2728662490844727,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The birds haven't confused Heidi.,The bird haven't confused Heidi.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,967,238,paired,-46.607818603515625,-56.666404724121094,True,-1.5972442626953125,-2.5347442626953125,-1.6549367904663086,-2.4439992904663086,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
The actress sneezes.,The actresses sneezes.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,952,239,paired,-31.94146728515625,-39.10713195800781,True,-1.442148208618164,-2.723398208618164,-1.6097774505615234,-2.5863399505615234,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
