good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
Tonya's granddaughter isn't likely to annoy Julia.,Tonya's granddaughter isn't enjoyable to annoy Julia.,syntax_semantics,control_raising,tough_vs_raising_2,868,161,paired,-53.81731414794922,-63.4295768737793,True,-3.543994903564453,-4.301682472229004,-3.499234199523926,-4.189884185791016,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Waitresses had found it to be not so obvious that Marcus learned who wouldn't escape.,Waitresses pressed it to be not so obvious that Marcus learned who wouldn't escape.,syntax_semantics,control_raising,expletive_it_object_raising,133,162,paired,-92.83078002929688,-96.13726043701172,True,-2.8643016815185547,-3.6371307373046875,-2.7461071014404297,-3.534646987915039,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
There seemed to be a cafe disappearing.,There plans to be a cafe disappearing.,syntax_semantics,control_raising,existential_there_subject_raising,320,163,paired,-40.193260192871094,-46.376670837402344,True,-3.9267616271972656,-4.540129661560059,-4.288205146789551,-4.955008506774902,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Regina wasn't difficult to reveal.,Regina wasn't soon to reveal.,syntax_semantics,control_raising,tough_vs_raising_1,941,164,paired,-35.360652923583984,-36.832984924316406,True,-2.3525476455688477,-3.0681514739990234,-2.366124153137207,-3.0984230041503906,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
The Impressionists might expect there to be a lot of mothers of Vanessa walking through the rivers.,The Impressionists might beg there to be a lot of mothers of Vanessa walking through the rivers.,syntax_semantics,control_raising,existential_there_object_raising,243,165,paired,-95.40721130371094,-106.00963592529297,True,-3.9560317993164062,-4.982463836669922,-3.8409156799316406,-4.867454528808594,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
A screen wasn't hard work to conceal.,A screen wasn't unlikely to conceal.,syntax_semantics,control_raising,tough_vs_raising_1,307,166,paired,-45.63825225830078,-47.16338348388672,True,-3.4022865295410156,-3.885493278503418,-3.3170881271362305,-3.8651657104492188,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Winston Churchill's oncologists are exciting to work with.,Winston Churchill's oncologists are about to work with.,syntax_semantics,control_raising,tough_vs_raising_1,660,167,paired,-46.85544967651367,-49.862060546875,True,-3.1737594604492188,-3.8292627334594727,-3.2083282470703125,-3.8584413528442383,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
The Impressionists found there to be a person smiling.,The Impressionists asked there to be a person smiling.,syntax_semantics,control_raising,existential_there_object_raising,256,168,paired,-56.464786529541016,-57.1618766784668,True,-3.9695425033569336,-5.243269920349121,-3.7831811904907227,-5.098047256469727,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Chad judged it to be not so important that the painting looks like Paula.,Chad asked it to be not so important that the painting looks like Paula.,syntax_semantics,control_raising,expletive_it_object_raising,924,169,paired,-76.78644561767578,-78.75111389160156,True,-4.274316787719727,-5.066190719604492,-3.9618921279907227,-4.823041915893555,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The mother of Marla wasn't bound to implore Rose to confuse Peter.,The mother of Marla wasn't easy to implore Rose to confuse Peter.,syntax_semantics,control_raising,tough_vs_raising_2,275,170,paired,-86.09959411621094,-88.08260345458984,True,-4.106757164001465,-5.108146667480469,-4.099987983703613,-5.067138671875,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Rachelle isn't tough to reveal.,Rachelle isn't certain to reveal.,syntax_semantics,control_raising,tough_vs_raising_1,124,171,paired,-45.73985290527344,-45.0338134765625,False,-3.405332565307617,-4.048580169677734,-3.5902605056762695,-4.156515121459961,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Sheila is bound to try to walk through every hospital.,Sheila is annoying to try to walk through every hospital.,syntax_semantics,control_raising,tough_vs_raising_2,420,172,paired,-57.5841064453125,-61.53131866455078,True,-3.1536436080932617,-4.157637596130371,-3.287468910217285,-4.216723442077637,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Mark had preferred there to be a report vanishing.,Mark had convinced there to be a report vanishing.,syntax_semantics,control_raising,existential_there_object_raising,802,173,paired,-56.689430236816406,-54.06546401977539,False,-2.768387794494629,-3.8390045166015625,-2.717190742492676,-3.731058120727539,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Timothy wasn't likely to beg Donna to astound that university.,Timothy wasn't exciting to beg Donna to astound that university.,syntax_semantics,control_raising,tough_vs_raising_2,33,174,paired,-77.44998931884766,-87.87870788574219,True,-3.659799575805664,-4.638445854187012,-3.604839324951172,-4.5297393798828125,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Candice hasn't anticipated there to be few cats distracting Kathleen.,Candice hasn't commanded there to be few cats distracting Kathleen.,syntax_semantics,control_raising,existential_there_object_raising,651,175,paired,-77.2918701171875,-81.57344055175781,True,-3.365464210510254,-4.085750579833984,-3.345747947692871,-4.092770576477051,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
There happened to be a banana looking like these pictures.,There continues to be a banana looking like these pictures.,syntax_semantics,control_raising,existential_there_subject_raising,244,176,paired,-50.137901306152344,-51.71142578125,True,-3.4089651107788086,-4.263335227966309,-3.4858360290527344,-4.2890729904174805,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
There had seemed to be a lot of jackets shrinking.,There had intended to be a lot of jackets shrinking.,syntax_semantics,control_raising,existential_there_subject_raising,87,177,paired,-48.08474349975586,-57.480018615722656,True,-4.024898529052734,-4.678389549255371,-4.360160827636719,-5.014626502990723,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
This hospital wasn't bound to induce Dennis's classmate to love Jacqueline.,This hospital wasn't interesting to induce Dennis's classmate to love Jacqueline.,syntax_semantics,control_raising,tough_vs_raising_2,523,178,paired,-85.54911804199219,-89.88679504394531,True,-3.7542495727539062,-4.483884811401367,-3.908431053161621,-4.607820510864258,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Sherry is annoying to reference.,Sherry is unlikely to reference.,syntax_semantics,control_raising,tough_vs_raising_1,194,179,paired,-42.449344635009766,-41.607688903808594,False,-2.6334781646728516,-3.151181221008301,-2.5903539657592773,-3.198518753051758,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Tiffany believes it to be obvious that Suzanne had appeared to hide a lot of gloves.,Tiffany commissions it to be obvious that Suzanne had appeared to hide a lot of gloves.,syntax_semantics,control_raising,expletive_it_object_raising,709,180,paired,-90.34095764160156,-99.33662414550781,True,-4.1277923583984375,-4.66792106628418,-4.071125030517578,-4.721396446228027,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
A glacier is fun to bike to.,A glacier is soon to bike to.,syntax_semantics,control_raising,tough_vs_raising_1,741,181,paired,-40.59171676635742,-46.402015686035156,True,-3.4893741607666016,-4.21940803527832,-3.4838180541992188,-4.237587928771973,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Carl hasn't predicted it to be a shame that Denise won't wash.,Carl was compelling it to be a shame that Denise won't wash.,syntax_semantics,control_raising,expletive_it_object_raising,433,182,paired,-72.83096313476562,-75.28550720214844,True,-3.7071170806884766,-4.3969011306762695,-3.951486587524414,-4.5343780517578125,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Maria prefers it to be not so important that the socks are falling.,Maria won't pressure it to be not so important that the socks are falling.,syntax_semantics,control_raising,expletive_it_object_raising,977,183,paired,-62.52081298828125,-80.86054229736328,True,-4.027164459228516,-4.900494575500488,-3.975102424621582,-4.907471656799316,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Beth isn't sure to push Deborah to question some child.,Beth isn't interesting to push Deborah to question some child.,syntax_semantics,control_raising,tough_vs_raising_2,825,184,paired,-76.55699920654297,-86.28874206542969,True,-2.425596237182617,-3.6769027709960938,-2.543731689453125,-3.8329410552978516,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Walter was difficult to talk to.,Walter was soon to talk to.,syntax_semantics,control_raising,tough_vs_raising_1,646,185,paired,-22.556156158447266,-31.785385131835938,True,-3.6578874588012695,-4.653982162475586,-3.8029680252075195,-4.779842376708984,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
All museums aren't soon to hire Phillip.,All museums aren't easy to hire Phillip.,syntax_semantics,control_raising,tough_vs_raising_2,667,186,paired,-59.884220123291016,-56.400428771972656,False,-4.340987205505371,-4.742031097412109,-4.367383003234863,-4.678459167480469,True,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Carl's friends weren't soon to think about who hasn't taken a box.,Carl's friends weren't interesting to think about who hasn't taken a box.,syntax_semantics,control_raising,tough_vs_raising_2,349,187,paired,-76.64010620117188,-77.96627807617188,True,-3.4273853302001953,-4.064481735229492,-3.722426414489746,-4.277805328369141,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Naomi hasn't believed there to be a popsicle evaporating.,Naomi hasn't induced there to be a popsicle evaporating.,syntax_semantics,control_raising,existential_there_object_raising,669,188,paired,-66.07292938232422,-73.8153305053711,True,-4.091989517211914,-4.491154670715332,-3.816359519958496,-4.336109161376953,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Noah had considered there to be a unicycle boring Connie.,Noah had dared there to be a unicycle boring Connie.,syntax_semantics,control_raising,existential_there_object_raising,753,189,paired,-77.66481018066406,-82.73431396484375,True,-3.8899316787719727,-4.788415908813477,-3.9162540435791016,-4.799968719482422,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Marcus will discover there to be few bikes wasting away.,Marcus will beg there to be few bikes wasting away.,syntax_semantics,control_raising,existential_there_object_raising,283,190,paired,-65.98961639404297,-70.0269775390625,True,-3.2965736389160156,-4.5414228439331055,-3.698300361633301,-4.871862411499023,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Melissa was likely to learn who isn't requiring Harvard University to work with Sheila.,Melissa was tough to learn who isn't requiring Harvard University to work with Sheila.,syntax_semantics,control_raising,tough_vs_raising_2,301,191,paired,-96.9803237915039,-94.5091552734375,False,-3.0802431106567383,-3.8867311477661133,-3.1118783950805664,-3.8946332931518555,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
James's spouse isn't unlikely to require Larry to grin.,James's spouse isn't hard work to require Larry to grin.,syntax_semantics,control_raising,tough_vs_raising_2,708,192,paired,-70.38914489746094,-78.53043365478516,True,-4.121987342834473,-5.136013984680176,-3.910332679748535,-4.865654945373535,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Monet is annoying to respect.,Monet is about to respect.,syntax_semantics,control_raising,tough_vs_raising_1,179,193,paired,-35.6811408996582,-35.04477310180664,False,-2.992279052734375,-3.669279098510742,-3.194756507873535,-3.9440107345581055,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Every child isn't bound to see these peppers.,Every child isn't hard work to see these peppers.,syntax_semantics,control_raising,tough_vs_raising_2,666,194,paired,-50.29185485839844,-57.77016067504883,True,-4.113659858703613,-4.710648536682129,-4.090216636657715,-4.628875732421875,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
There weren't likely to be a lot of essays embarrassing Karla.,There weren't able to be a lot of essays embarrassing Karla.,syntax_semantics,control_raising,existential_there_subject_raising,657,195,paired,-60.59001922607422,-68.52262878417969,True,-3.287510871887207,-3.8616552352905273,-3.4038610458374023,-3.8899612426757812,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
James was pleasant to reference.,James was apt to reference.,syntax_semantics,control_raising,tough_vs_raising_1,115,196,paired,-32.734092712402344,-31.238126754760742,False,-2.745938301086426,-3.6029605865478516,-2.921982765197754,-3.771512985229492,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Bruce's teachers need there to be a cat waking up.,Bruce's teachers ordered there to be a cat waking up.,syntax_semantics,control_raising,existential_there_object_raising,938,197,paired,-69.78630065917969,-72.05616760253906,True,-3.414980888366699,-4.326444625854492,-3.489468574523926,-4.379830360412598,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
That waitress's plumbers aren't needing there to be a spotlight darkening.,That waitress's plumbers aren't prodding there to be a spotlight darkening.,syntax_semantics,control_raising,existential_there_object_raising,780,198,paired,-91.67110443115234,-96.5081787109375,True,-3.6423778533935547,-4.226622581481934,-3.5937366485595703,-4.132760047912598,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
There were threatening to be fewer than three drivers appearing.,There were liking to be fewer than three drivers appearing.,syntax_semantics,control_raising,existential_there_subject_raising,728,199,paired,-60.24202346801758,-66.82738494873047,True,-3.079503059387207,-3.959871292114258,-3.164607048034668,-4.069185256958008,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
There are looking to be icicles falling.,There are intending to be icicles falling.,syntax_semantics,control_raising,existential_there_subject_raising,760,200,paired,-45.15011978149414,-44.97898483276367,False,-3.2057409286499023,-3.834125518798828,-3.203094482421875,-3.990633010864258,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
The child descends this slope.,The children descends this slope.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,719,201,paired,-36.05229187011719,-38.54090118408203,True,-3.7780284881591797,-4.652255058288574,-3.7161102294921875,-4.628745079040527,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Those geese are waking up.,Those geese was waking up.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,899,202,paired,-25.180023193359375,-31.45306968688965,True,-5.029905319213867,-5.331356048583984,-4.834800720214844,-5.032039642333984,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The grandson of all adults has worried Walter.,The grandson of all adults have worried Walter.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,756,203,paired,-59.23496627807617,-61.9876708984375,True,-3.958528518676758,-4.989030838012695,-4.059783935546875,-5.067072868347168,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
The daughter of all girls hasn't forgotten what was vaporizing.,The daughter of all girls haven't forgotten what was vaporizing.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,327,204,paired,-70.75723266601562,-71.20663452148438,True,-4.4007673263549805,-5.218759536743164,-4.445467948913574,-5.234992027282715,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
This student that disturbed the Borgias has smiled.,This student that disturbed the Borgias have smiled.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,359,205,paired,-64.84742736816406,-68.9626693725586,True,-3.725277900695801,-4.940164566040039,-3.847916603088379,-5.056299209594727,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Oxen disturb April.,Oxen disturbs April.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,863,206,paired,-33.9678840637207,-32.024085998535156,False,-4.6765546798706055,-5.142312049865723,-4.49385929107666,-5.102072715759277,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
These hypotheses embarrass Dennis.,These hypotheses embarrasses Dennis.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,8,207,paired,-38.950401306152344,-43.08052062988281,True,-3.7684240341186523,-4.453302383422852,-3.68813419342041,-4.3829193115234375,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Carol works with Monica.,Carol work with Monica.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,335,208,paired,-30.127601623535156,-28.380950927734375,False,-2.8735227584838867,-4.026226997375488,-2.9846973419189453,-4.078438758850098,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
These hamsters ascend that ladder.,These hamsters ascends that ladder.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,917,209,paired,-39.95648193359375,-44.614723205566406,True,-4.278764724731445,-5.045510292053223,-4.271230697631836,-5.027499198913574,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The adults weren't describing Elaine.,The adult weren't describing Elaine.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,856,210,paired,-43.38571548461914,-49.248329162597656,True,-4.359862327575684,-5.260166168212891,-4.274967193603516,-5.109621047973633,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The story about the Lutherans doesn't sound like Wayne.,The story about the Lutherans don't sound like Wayne.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,138,211,paired,-51.02392578125,-55.24877166748047,True,-3.274200439453125,-4.048833847045898,-3.2695837020874023,-4.072052001953125,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
The hypothesis is worrying Stacy.,The hypotheses is worrying Stacy.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,562,212,paired,-42.81668472290039,-48.747894287109375,True,-3.0919179916381836,-3.770888328552246,-3.141604423522949,-3.826828956604004,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
The shows about Spain do aggravate Christina.,The shows about Spain does aggravate Christina.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,75,213,paired,-62.59923553466797,-65.85594177246094,True,-2.979241371154785,-3.803715705871582,-2.823030471801758,-3.6354856491088867,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The guys that remembered Phillip haven't thought about who marry.,The guys that remembered Phillip hasn't thought about who marry.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,354,214,paired,-79.0300521850586,-82.7432861328125,True,-3.4451608657836914,-4.3990583419799805,-3.3533363342285156,-4.339023590087891,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The friends of Raymond don't imagine Robert hadn't compelled Denise to wear those scarves.,The friends of Raymond doesn't imagine Robert hadn't compelled Denise to wear those scarves.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,554,215,paired,-96.89480590820312,-102.98344421386719,True,-3.572037696838379,-4.543161392211914,-3.540678024291992,-4.520879745483398,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
This driver that praises most ladies has practiced.,This driver that praises most ladies have practiced.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,599,216,paired,-70.5849609375,-69.9927978515625,False,-3.4375038146972656,-4.237801551818848,-3.6154584884643555,-4.379578590393066,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Sabrina is disgusting many waitresses.,Sabrina were disgusting many waitresses.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,428,217,paired,-54.334285736083984,-55.976043701171875,True,-3.486088752746582,-4.057826995849609,-3.3961048126220703,-3.9569292068481445,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Some person grins.,Some person grin.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,916,218,paired,-20.732093811035156,-25.69928741455078,True,-5.3881025314331055,-5.852947235107422,-5.126988410949707,-5.5343523025512695,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
This boy who could investigate the Clintons isn't talking.,This boy who could investigate the Clintons aren't talking.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,498,219,paired,-60.05671691894531,-65.3099365234375,True,-3.685208320617676,-4.923737525939941,-3.725325584411621,-4.947657585144043,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
The adults that should complain about Marie are buying some school.,The adults that should complain about Marie was buying some school.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,124,220,paired,-78.70506286621094,-76.00123596191406,False,-3.104562759399414,-4.251145362854004,-3.0112810134887695,-4.141692161560059,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Amelia isn't taking steak.,Amelia weren't taking steak.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,371,221,paired,-34.635250091552734,-35.847930908203125,True,-4.669926643371582,-5.194687843322754,-4.706208229064941,-5.172310829162598,True,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The children are debating.,The child are debating.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,567,222,paired,-25.023351669311523,-32.75312042236328,True,-3.0807323455810547,-4.084898948669434,-2.9719791412353516,-3.9720335006713867,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Some lady that leaves the Lutherans blinks.,Some lady that leaves the Lutherans blink.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,165,223,paired,-55.93833541870117,-56.04047775268555,True,-4.306042671203613,-5.035490989685059,-4.479340553283691,-5.106689453125,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
That teacher that can reference a lot of adults protests.,That teacher that can reference a lot of adults protest.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,512,224,paired,-70.27957153320312,-70.86785125732422,True,-2.787080764770508,-3.760378837585449,-2.8225297927856445,-3.737004280090332,True,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Some actors who criticized Cynthia haven't passed Spain.,Some actors who criticized Cynthia hasn't passed Spain.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,86,225,paired,-69.48432922363281,-72.54415893554688,True,-3.625699996948242,-4.432768821716309,-3.5401458740234375,-4.382903099060059,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
These waiters examine a play.,These waiters examines a play.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,169,226,paired,-37.84088134765625,-42.782859802246094,True,-3.3260536193847656,-3.9451522827148438,-3.292262077331543,-3.8839712142944336,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Universities that shouldn't distract Karla have embarrassed Lucille.,Universities that shouldn't distract Karla has embarrassed Lucille.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,713,227,paired,-76.27848052978516,-76.04834747314453,False,-2.2855138778686523,-2.613886833190918,-2.300069808959961,-2.597203254699707,True,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Sally boasts about all pedestrians.,Sally boast about all pedestrians.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,562,228,paired,-47.41915512084961,-49.55284881591797,True,-4.299444198608398,-5.090950012207031,-4.270246505737305,-5.085477828979492,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Every hypothesis was distracting Leslie.,Every hypothesis were distracting Leslie.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,263,229,paired,-43.305450439453125,-50.736236572265625,True,-3.6276750564575195,-3.9132080078125,-3.7048473358154297,-3.9603500366210938,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Carl has skated around every closet.,Carl have skated around every closet.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,651,230,paired,-47.77265167236328,-47.131492614746094,False,-3.921499252319336,-4.529390335083008,-4.008255958557129,-4.588831901550293,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Cacti waste away.,Cacti wastes away.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,570,231,paired,-33.67966842651367,-33.67437744140625,False,-4.17863655090332,-4.740596771240234,-3.8407516479492188,-4.462667465209961,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Some waitresses reference some adult.,Some waitresses references some adult.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,373,232,paired,-49.33527755737305,-51.86698913574219,True,-3.374300003051758,-3.9125728607177734,-3.2471752166748047,-3.7693614959716797,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The brochures about Monet have fallen.,The brochures about Monet has fallen.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,551,233,paired,-50.238563537597656,-53.32749938964844,True,-4.256478309631348,-5.039329528808594,-4.149310111999512,-4.936432838439941,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
This man disappears.,This man disappear.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,55,234,paired,-21.1568603515625,-25.351314544677734,True,-4.736248016357422,-5.572876930236816,-4.817410469055176,-5.651459693908691,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Caroline is arriving at every movie theater.,Caroline are arriving at every movie theater.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,336,235,paired,-40.59109115600586,-43.862892150878906,True,-4.071115493774414,-4.851679801940918,-4.056596755981445,-4.839862823486328,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The men have admired Ronald.,The man have admired Ronald.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,11,236,paired,-36.73992919921875,-43.126319885253906,True,-3.762134552001953,-4.560764312744141,-3.667098045349121,-4.450174331665039,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Some child hasn't bored April.,Some child haven't bored April.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,651,237,paired,-48.051177978515625,-48.52345275878906,True,-4.467994689941406,-5.124998092651367,-4.659273147583008,-5.273028373718262,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
The birds haven't confused Heidi.,The bird haven't confused Heidi.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,967,238,paired,-43.61433029174805,-48.74055480957031,True,-4.217567443847656,-5.005658149719238,-4.164119720458984,-4.935771942138672,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The actress sneezes.,The actresses sneezes.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,952,239,paired,-27.906553268432617,-36.29566955566406,True,-4.854974746704102,-5.394128799438477,-5.004159927368164,-5.522512435913086,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
The oxen climb up hills.,The ox climb up hills.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,993,240,paired,-35.230064392089844,-36.604408264160156,True,-4.563967704772949,-5.2999677658081055,-4.449373245239258,-5.231085777282715,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The doctor is firing Victoria.,The doctors is firing Victoria.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,995,241,paired,-38.91446304321289,-45.88066864013672,True,-3.2714529037475586,-4.136395454406738,-3.284374237060547,-4.1977033615112305,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
Those stimuli weren't wasting away.,Those stimuli wasn't wasting away.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,868,242,paired,-35.59233474731445,-39.04195785522461,True,-4.532976150512695,-4.86993408203125,-4.382564544677734,-4.7470293045043945,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
The newspaper articles about Monet disappear.,The newspaper articles about Monet disappears.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,438,243,paired,-43.73225784301758,-48.48727035522461,True,-4.51368522644043,-5.081374168395996,-4.482036590576172,-5.053143501281738,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Boys who bother Theodore do predict Renee to complain about Bruce.,Boys who bother Theodore does predict Renee to complain about Bruce.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,590,244,paired,-92.72298431396484,-96.24481201171875,True,-3.6465072631835938,-4.522093772888184,-3.5032215118408203,-4.346747398376465,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Marcus is messing up that chair.,Marcus were messing up that chair.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,657,245,paired,-35.34321975708008,-37.55247497558594,True,-3.359010696411133,-4.446907997131348,-3.328113555908203,-4.315936088562012,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
Every hypothesis impresses Barbara.,Every hypothesis impress Barbara.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,298,246,paired,-40.67170715332031,-44.0971794128418,True,-3.764190673828125,-4.394412040710449,-3.901169776916504,-4.474790573120117,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
The geese haven't existed.,The geese hasn't existed.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,730,247,paired,-36.100318908691406,-39.66594696044922,True,-3.9928741455078125,-4.551644325256348,-3.860154151916504,-4.448456764221191,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
