problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision
two_rule_comb3,11,two_rule_comb3_11,False,[8 6],"8 6] [7 7]
[7",-2.5805320739746094,"[8, 6]",True,"[-4.912567138671875, -2.3464393615722656, -0.3130207061767578, -5.364788055419922, -7.38995361328125, -8.21340560913086, -5.172172546386719, -7.137578964233398]",2,8 6],-0.3130207061767578,True,EleutherAI/pythia-1b-deduped,
two_rule_comb4,11,two_rule_comb4_11,False,[0 1],"6 1]
[2 5] [6",-5.986074447631836,"[6, 1]",False,"[-5.340831756591797, -5.309492111206055, -6.49345588684082, -8.539833068847656, -4.862871170043945, -2.519948959350586, -5.624004364013672, -4.236505508422852]",5,8 1],-2.519948959350586,False,EleutherAI/pythia-1b-deduped,
two_rule_comb5,11,two_rule_comb5_11,False,[4 8],"4 8]
[3 6] [4",-1.21685791015625,"[4, 8]",True,"[-6.773454666137695, -0.46665000915527344, -7.782472610473633, -3.627685546875, -8.300264358520508, -3.1840896606445312, -6.508993148803711, -9.144796371459961]",1,4 8],-0.46665000915527344,True,EleutherAI/pythia-1b-deduped,
three_rule_comb0,11,three_rule_comb0_11,False,[9 1 3],"9 1 3]
[8 2 4]",-2.6728992462158203,"[9, 1, 3]",True,"[-6.398687362670898, -12.17237663269043, -10.20706558227539, -0.24577713012695312, -9.93304443359375, -10.690963745117188, -11.955713272094727, -13.303369522094727]",3,9 1 3],-0.24577713012695312,True,EleutherAI/pythia-1b-deduped,
three_rule_comb1,11,three_rule_comb1_11,False,[3 5 5],"3 1 3]
[4 6 3]",-3.441019058227539,"[3, 1, 3]",False,"[-7.484443664550781, -10.083541870117188, -13.657537460327148, -14.806785583496094, -9.085046768188477, -15.887968063354492, -7.691017150878906, -11.667232513427734]",0,3 5 5],-7.484443664550781,True,EleutherAI/pythia-1b-deduped,
three_rule_comb2,11,three_rule_comb2_11,False,[5 9 0],"5 9 0]
[5 9 0]",-3.7447338104248047,"[5, 9, 0]",True,"[-13.589384078979492, -10.645252227783203, -12.684114456176758, -0.2581367492675781, -12.194271087646484, -13.751880645751953, -8.877815246582031, -11.544332504272461]",3,5 9 0],-0.2581367492675781,True,EleutherAI/pythia-1b-deduped,
three_rule_comb3,11,three_rule_comb3_11,False,[0 7 5],"0 6 7]
[0 7 7]",-7.036279678344727,"[0, 6, 7]",False,"[-8.227949142456055, -4.431049346923828, -6.081235885620117, -7.332218170166016, -6.940227508544922, -3.848133087158203, -10.929544448852539, -3.8133583068847656]",7,8 7 6],-3.8133583068847656,False,EleutherAI/pythia-1b-deduped,
three_rule_comb4,11,three_rule_comb4_11,False,[7 3 8],"7 6 8]
[7 7 8]",-5.61030387878418,"[7, 6, 8]",False,"[-6.853963851928711, -8.024831771850586, -5.926116943359375, -5.933341979980469, -2.4232540130615234, -11.114334106445312, -11.14065933227539, -10.672491073608398]",4,7 3 8],-2.4232540130615234,True,EleutherAI/pythia-1b-deduped,
three_rule_comb5,11,three_rule_comb5_11,False,[2 4 8],"2 4 8]
[3 9 7]",-2.376893997192383,"[2, 4, 8]",True,"[-0.9306545257568359, -11.476888656616211, -9.157302856445312, -11.056818008422852, -12.756118774414062, -8.570106506347656, -10.227420806884766, -8.80108642578125]",0,2 4 8],-0.9306545257568359,True,EleutherAI/pythia-1b-deduped,
three_rule_comb6,11,three_rule_comb6_11,False,[0 5 9],"0 5 9]
[0 5 9]",-4.410154342651367,"[0, 5, 9]",True,"[-2.2792091369628906, -7.244754791259766, -7.260932922363281, -7.524517059326172, -10.279598236083984, -8.715673446655273, -10.183536529541016, -7.668792724609375]",0,0 5 9],-2.2792091369628906,True,EleutherAI/pythia-1b-deduped,
three_rule_comb7,11,three_rule_comb7_11,False,[2 6 1],"2 6 1]
[2 6 1]",-3.6721420288085938,"[2, 6, 1]",True,"[-9.030977249145508, -7.777616500854492, -10.937917709350586, -4.154361724853516, -2.7586002349853516, -9.607812881469727, -2.1324081420898438, -5.741518020629883]",6,2 6 1],-2.1324081420898438,True,EleutherAI/pythia-1b-deduped,
three_rule_comb8,11,three_rule_comb8_11,False,[0 4 5],"1 2 4] [1 2 4]
",-4.756641387939453,"[1, 2, 4]",False,"[-6.910823822021484, -9.912374496459961, -8.049646377563477, -10.498224258422852, -6.178598403930664, -3.004955291748047, -5.797096252441406, -10.464715957641602]",5,2 7 3],-3.004955291748047,False,EleutherAI/pythia-1b-deduped,
three_rule_comb9,11,three_rule_comb9_11,False,[0 1 1],"1 1 2]
[1 1 2]",-3.4872055053710938,"[1, 1, 2]",False,"[-10.05562973022461, -6.458921432495117, -4.803493499755859, -8.375932693481445, -7.124031066894531, -4.606803894042969, -3.6831741333007812, -4.460222244262695]",6,4 3 5],-3.6831741333007812,False,EleutherAI/pythia-1b-deduped,
c3_set_union,11,c3_set_union_11,True,[6 1 3 5],"6 3]
[1] [5]",-5.281166076660156,[3 6],False,"[-9.113870620727539, -2.2840042114257812, -4.284734725952148, -2.757415771484375, -3.5635623931884766, -6.387365341186523, 0.0, -2.7534255981445312]",6,],0.0,False,EleutherAI/pythia-1b-deduped,
c1_set_union,11,c1_set_union_11,True,[2],"2]
[2 5] [2]",-5.519224166870117,[2],True,"[-5.1269378662109375, -8.075445175170898, -0.9891033172607422, -5.72137451171875, -6.69300651550293, -7.525541305541992, -7.544340133666992, -8.919424057006836]",2,2],-0.9891033172607422,True,EleutherAI/pythia-1b-deduped,
c2_set_union,11,c2_set_union_11,True,[0],"0]
[7] [7 1]",-4.760486602783203,[0],True,"[-7.943683624267578, -1.5859928131103516, -2.6236705780029297, -3.864320755004883, -3.672332763671875, -5.917238235473633, -7.110624313354492, -6.076620101928711]",1,0],-1.5859928131103516,True,EleutherAI/pythia-1b-deduped,
AND,11,AND_11,True,[2],"2]
[1 2] [9 2",-2.934560775756836,[2],True,"[-26.23945426940918, -7.07512092590332, -0.26967620849609375, -7.399881362915039, -21.072093963623047, -8.984184265136719, -17.182830810546875, -8.260663986206055]",2,2],-0.26967620849609375,True,EleutherAI/pythia-1b-deduped,
XOR,11,XOR_11,True,[0 2],"4 7]
[4 7] [2",-4.802042007446289,[4 7],False,"[-12.9734468460083, 0.0, -16.877365112304688, -8.415685653686523, -13.681944847106934, -3.9471874237060547, -3.6541061401367188, -8.879012107849121]",1,],0.0,False,EleutherAI/pythia-1b-deduped,
c3_set_union_permuted,11,c3_set_union_permuted_11,True,[4 7 2 0],"2 0]
[7] [4]",-4.810401916503906,[0 2],False,"[-3.991199493408203, -5.148536682128906, -6.273384094238281, -3.2524375915527344, -5.676240921020508, -6.457221984863281, -10.756574630737305, -2.8366966247558594]",7,2],-2.8366966247558594,False,EleutherAI/pythia-1b-deduped,
c2_set_union_permuted,11,c2_set_union_permuted_11,True,[0],"1] [1]
[1] [",-6.427318572998047,[1],False,"[-6.062347412109375, -3.014556884765625, -10.53017807006836, -2.6433467864990234, -3.7441024780273438, 0.0, -3.160860061645508, -4.5222320556640625]",5,],0.0,False,EleutherAI/pythia-1b-deduped,
c1_set_union_permuted,11,c1_set_union_permuted_11,True,[8],"3]
[3 8] [3]",-5.069484710693359,[3],False,"[-2.091449737548828, -3.571683883666992, -10.493824005126953, -1.2093009948730469, -13.50525951385498, -5.998403549194336, -10.017366409301758, -6.35814094543457]",3,3],-1.2093009948730469,False,EleutherAI/pythia-1b-deduped,
XOR_permuted,11,XOR_permuted_11,True,[0 7],"7 0]
[7 0] [7",-5.621217727661133,[0 7],True,"[-20.418682098388672, -6.747737884521484, -5.016819000244141, -4.160480499267578, -11.08447551727295, -2.2859115600585938, -15.769889831542969, -12.585607528686523]",5,5 7],-2.2859115600585938,False,EleutherAI/pythia-1b-deduped,
AND_permuted,11,AND_permuted_11,True,[],"9] [9]
[0] [",-4.835170745849609,[9],False,"[-16.276840209960938, -5.409231185913086, 0.0, -16.409852981567383, -12.712349891662598, -17.71685218811035, -23.173120498657227, -11.549701690673828]",2,],0.0,True,EleutherAI/pythia-1b-deduped,
row_constant,12,row_constant_12,False,[0],"0]
[0] [0] [",-2.1844539642333984,[0],True,"[-5.225506782531738, -4.756237983703613, -5.308433532714844, -4.467247009277344, -5.301244735717773, -3.3116531372070312, -0.127105712890625, -3.7707767486572266]",6,0],-0.127105712890625,True,EleutherAI/pythia-1b-deduped,
col_constant,12,col_constant_12,False,[0],"0]
[2] [8] [",-0.2740135192871094,[0],True,"[-4.293662071228027, -5.296807289123535, -4.764150619506836, -5.973694801330566, -6.084442138671875, -5.754589080810547, -0.10376930236816406, -4.482760429382324]",6,0],-0.10376930236816406,True,EleutherAI/pythia-1b-deduped,
dist3_diag1,12,dist3_diag1_12,False,[0],"0]
[1] [0] [",-2.027202606201172,[0],True,"[-6.555351257324219, -2.7498435974121094, -7.074481010437012, -0.394195556640625, -1.8230648040771484, -6.096696853637695, -4.668792724609375, -2.5454044342041016]",3,0],-0.394195556640625,True,EleutherAI/pythia-1b-deduped,
dist3_diag2,12,dist3_diag2_12,False,[1],"1]
[7] [1] [",-2.6463050842285156,[1],True,"[-3.3288345336914062, -3.352968215942383, -4.632497787475586, -5.344165802001953, -2.4614601135253906, -0.36182594299316406, -4.536046981811523, -2.670438766479492]",5,1],-0.36182594299316406,True,EleutherAI/pythia-1b-deduped,
two_rule_comb0,12,two_rule_comb0_12,False,[7 4],"7 4]
[4 6] [8",-0.2141895294189453,"[7, 4]",True,"[-9.303252220153809, -0.03620147705078125, -8.435969352722168, -8.044820785522461, -6.439338684082031, -6.870222091674805, -9.690792083740234, -10.045577049255371]",1,7 4],-0.03620147705078125,True,EleutherAI/pythia-1b-deduped,
two_rule_comb1,12,two_rule_comb1_12,False,[6 7],"6 7]
[9 7] [4",-2.674112319946289,"[6, 7]",True,"[-2.1061935424804688, -5.561941146850586, -6.475099563598633, -4.163333892822266, -6.079288482666016, -0.8846378326416016, -7.088216781616211, -10.233531951904297]",5,6 7],-0.8846378326416016,True,EleutherAI/pythia-1b-deduped,
two_rule_comb2,12,two_rule_comb2_12,False,[5 4],"5 4]
[4 5] [4",-2.952669143676758,"[5, 4]",True,"[-5.2723541259765625, -6.788112640380859, -10.467429161071777, -7.474218368530273, -6.5694122314453125, -0.4050140380859375, -6.299676895141602, -7.245027542114258]",5,5 4],-0.4050140380859375,True,EleutherAI/pythia-1b-deduped,
two_rule_comb3,12,two_rule_comb3_12,False,[8 3],"8 3]
[2 1] [6",-2.143423080444336,"[8, 3]",True,"[-7.760992050170898, -7.997581481933594, -3.9186267852783203, -5.217094421386719, -0.1876964569091797, -7.807888984680176, -6.832378387451172, -6.329536437988281]",4,8 3],-0.1876964569091797,True,EleutherAI/pythia-1b-deduped,
two_rule_comb4,12,two_rule_comb4_12,False,[9 4],"9 7]
[3 5] [9",-3.113422393798828,"[9, 7]",False,"[-5.339786529541016, -3.376150131225586, -3.3234939575195312, -6.492977142333984, -6.324613571166992, -3.6180686950683594, -3.5320568084716797, -4.966594696044922]",2,7 6],-3.3234939575195312,False,EleutherAI/pythia-1b-deduped,
two_rule_comb5,12,two_rule_comb5_12,False,[9 6],"9 6]
[8 5] [9",-0.6326904296875,"[9, 6]",True,"[-0.2484912872314453, -7.979194641113281, -6.86882209777832, -10.156072616577148, -7.029809951782227, -4.483987808227539, -10.998170852661133, -5.671146392822266]",0,9 6],-0.2484912872314453,True,EleutherAI/pythia-1b-deduped,
three_rule_comb0,12,three_rule_comb0_12,False,[1 5 4],"1 5 4]
[1 5 4]",-1.9320259094238281,"[1, 5, 4]",True,"[-8.751895904541016, -7.825864791870117, -9.162912368774414, -11.80050277709961, -8.012992858886719, -0.03352928161621094, -10.326356887817383, -10.110448837280273]",5,1 5 4],-0.03352928161621094,True,EleutherAI/pythia-1b-deduped,
three_rule_comb1,12,three_rule_comb1_12,False,[7 7 6],"7 1 6]
[9 1 9]",-3.951059341430664,"[7, 1, 6]",False,"[-4.6627960205078125, -5.482564926147461, -9.829599380493164, -9.049175262451172, -10.759742736816406, -9.058218002319336, -9.459335327148438, -8.012290954589844]",0,7 1 2],-4.6627960205078125,False,EleutherAI/pythia-1b-deduped,
three_rule_comb2,12,three_rule_comb2_12,False,[6 2 7],"6 7 3]
[3 5 4]",-4.488319396972656,"[6, 7, 3]",False,"[-12.442693710327148, -3.629375457763672, -13.732036590576172, -6.511192321777344, -9.04973030090332, -11.899393081665039, -12.181594848632812, -3.501554489135742]",7,6 2 7],-3.501554489135742,True,EleutherAI/pythia-1b-deduped,
three_rule_comb3,12,three_rule_comb3_12,False,[3 0 8],"3 0 8]
[4 0 6]",-5.8543548583984375,"[3, 0, 8]",True,"[-11.057474136352539, -10.337041854858398, -9.13111686706543, -6.216091156005859, -2.362222671508789, -9.863296508789062, -5.884021759033203, -11.528228759765625]",4,3 0 8],-2.362222671508789,True,EleutherAI/pythia-1b-deduped,
three_rule_comb4,12,three_rule_comb4_12,False,[4 3 3],"3 7 5]
[3 4 5]",-6.3242645263671875,"[3, 7, 5]",False,"[-8.546493530273438, -6.972888946533203, -8.821065902709961, -9.251502990722656, -6.733598709106445, -6.829561233520508, -5.7776641845703125, -7.54075813293457]",6,3 4 3],-5.7776641845703125,False,EleutherAI/pythia-1b-deduped,
three_rule_comb5,12,three_rule_comb5_12,False,[0 6 0],"1 6 0]
[1 5 0]",-2.9452991485595703,"[1, 6, 0]",False,"[-8.295467376708984, -14.377323150634766, -6.8011627197265625, -14.028196334838867, -16.109500885009766, -4.536855697631836, -13.114866256713867, -5.179544448852539]",5,0 6 0],-4.536855697631836,True,EleutherAI/pythia-1b-deduped,
three_rule_comb6,12,three_rule_comb6_12,False,[7 1 1],"7 1 4]
[7 1 2]",-5.1740570068359375,"[7, 1, 4]",False,"[-8.881635665893555, -7.175764083862305, -1.9613037109375, -6.233253479003906, -5.959512710571289, -3.9170989990234375, -10.252655029296875, -6.538177490234375]",2,7 1 1],-1.9613037109375,True,EleutherAI/pythia-1b-deduped,
three_rule_comb7,12,three_rule_comb7_12,False,[4 4 4],"4 4 1]
[4 4 1]",-2.325042724609375,"[4, 4, 1]",False,"[-4.560735702514648, -6.329010009765625, -8.874250411987305, -2.6602039337158203, -12.934133529663086, -2.030050277709961, -12.598077774047852, -10.656352996826172]",5,4 4 4],-2.030050277709961,True,EleutherAI/pythia-1b-deduped,
three_rule_comb8,12,three_rule_comb8_12,False,[6 6 4],"6 6 7]
[6 6 7]",-5.268987655639648,"[6, 6, 7]",False,"[-5.220239639282227, -8.017045974731445, -7.636310577392578, -11.259347915649414, -5.564353942871094, -11.033554077148438, -3.8841114044189453, -4.402700424194336]",6,5 2 5],-3.8841114044189453,False,EleutherAI/pythia-1b-deduped,
three_rule_comb9,12,three_rule_comb9_12,False,[9 1 6],7 2 5] [7 2 5] [,-4.539117813110352,"[7, 2, 5]",False,"[-4.925994873046875, -4.541776657104492, -8.50629997253418, -8.606809616088867, -7.657251358032227, -6.959978103637695, -5.266269683837891, -11.69820785522461]",1,9 1 6],-4.541776657104492,True,EleutherAI/pythia-1b-deduped,
c3_set_union,12,c3_set_union_12,True,[9 7 6 0],"9 6]
[7] [0]",-4.793405532836914,[6 9],False,"[-4.279106140136719, -3.099882125854492, -3.465587615966797, 0.0, -3.847311019897461, -10.577018737792969, -7.160778045654297, -6.958152770996094]",3,],0.0,False,EleutherAI/pythia-1b-deduped,
c1_set_union,12,c1_set_union_12,True,[4],"4]
[4 0] [4]",-3.9530162811279297,[4],True,"[-4.128313064575195, -10.0283784866333, 0.0, -11.940533638000488, -3.8809967041015625, -8.276050567626953, -1.1473712921142578, -2.2304611206054688]",2,],0.0,False,EleutherAI/pythia-1b-deduped,
c2_set_union,12,c2_set_union_12,True,[9],"3] [3]
[2 9]",-5.934179306030273,[3],False,"[-5.528322219848633, -3.1653213500976562, -5.888696670532227, -1.957244873046875, -4.753753662109375, -4.860137939453125, -2.5604286193847656, -5.971828460693359]",3,9],-1.957244873046875,True,EleutherAI/pythia-1b-deduped,
AND,12,AND_12,True,[2],"2]
[5 2] [4 2",-3.089944839477539,[2],True,"[0.0, -4.779388427734375, -14.893781661987305, -26.24645233154297, -5.970699310302734, -9.735986709594727, -13.142017364501953, -0.24044036865234375]",0,],0.0,False,EleutherAI/pythia-1b-deduped,
XOR,12,XOR_12,True,[3 6],"6 7]
[8 6] [3",-4.498102188110352,[6 7],False,"[-4.009422302246094, 0.0, -1.8348941802978516, -8.825542449951172, -16.351806640625, -9.380510330200195, -12.152459144592285, -2.6772422790527344]",1,],0.0,False,EleutherAI/pythia-1b-deduped,
c3_set_union_permuted,12,c3_set_union_permuted_12,True,[7 1 5 3],"7 1]
[5] [3]",-5.95994758605957,[1 7],False,"[-3.7490100860595703, -2.892789840698242, -2.507749557495117, -3.9185104370117188, -3.404338836669922, -3.129955291748047, 0.0, -11.85374641418457]",6,],0.0,False,EleutherAI/pythia-1b-deduped,
c2_set_union_permuted,12,c2_set_union_permuted_12,True,[7],"5]
[5] [5 7]",-6.297826766967773,[5],False,"[-5.427757263183594, -7.912572860717773, -2.721466064453125, -3.319019317626953, -5.813650131225586, -3.445932388305664, 0.0, -2.957996368408203]",6,],0.0,False,EleutherAI/pythia-1b-deduped,
c1_set_union_permuted,12,c1_set_union_permuted_12,True,[3],"3]
[8 5] [8]",-3.9039745330810547,[3],True,"[-4.751684188842773, 0.0, -11.793230056762695, -2.0284690856933594, -10.957592010498047, -1.070383071899414, -2.6801528930664062, -5.528636932373047]",1,],0.0,False,EleutherAI/pythia-1b-deduped,
XOR_permuted,12,XOR_permuted_12,True,[0 9],"0 9]
[7 8] [0",-4.303274154663086,[0 9],True,"[-1.8231830596923828, -6.598348617553711, -10.144349098205566, -12.511673927307129, 0.0, -14.149688720703125, -4.18867301940918, -5.787393569946289]",4,],0.0,False,EleutherAI/pythia-1b-deduped,
AND_permuted,12,AND_permuted_12,True,[],"1] [1]
[5] [",-4.998237609863281,[1],False,"[-1.9068927764892578, -5.927206039428711, -15.500626564025879, -8.01167106628418, 0.0, -2.9805450439453125, -15.065404891967773, -15.782451629638672]",4,],0.0,True,EleutherAI/pythia-1b-deduped,
row_constant,13,row_constant_13,False,[0],"0]
[0] [0] [",-2.1463241577148438,[0],True,"[-4.811973571777344, -5.518380165100098, -3.828908920288086, -1.9197120666503906, -6.414607048034668, -0.24074363708496094, -4.239690780639648, -6.694650650024414]",5,0],-0.24074363708496094,True,EleutherAI/pythia-1b-deduped,
col_constant,13,col_constant_13,False,[1],"1]
[0] [4] [",-0.26648712158203125,[1],True,"[-0.07332229614257812, -4.61553955078125, -4.919322967529297, -5.82667350769043, -6.965243339538574, -3.2949485778808594, -7.26591682434082, -7.633851051330566]",0,1],-0.07332229614257812,True,EleutherAI/pythia-1b-deduped,
dist3_diag1,13,dist3_diag1_13,False,[2],"2] [8]
[2] [",-2.963796615600586,[2],True,"[-3.6488723754882812, -2.504058837890625, -3.817159652709961, -0.39031028747558594, -3.3944530487060547, -2.9390296936035156, -2.8669815063476562, -5.0268707275390625]",3,2],-0.39031028747558594,True,EleutherAI/pythia-1b-deduped,
dist3_diag2,13,dist3_diag2_13,False,[9],"9]
[7] [9] [",-2.9631729125976562,[9],True,"[-3.1830062866210938, -4.651493072509766, -1.9179458618164062, -4.379941940307617, -4.648811340332031, -4.095184326171875, -0.3554649353027344, -3.680492401123047]",6,9],-0.3554649353027344,True,EleutherAI/pythia-1b-deduped,
two_rule_comb0,13,two_rule_comb0_13,False,[9 7],"9 7]
[6 8] [5",-0.31719398498535156,"[9, 7]",True,"[-7.539480209350586, -9.67471694946289, -6.013433456420898, -9.332643508911133, -0.08944511413574219, -8.528913497924805, -7.768993377685547, -9.517526626586914]",4,9 7],-0.08944511413574219,True,EleutherAI/pythia-1b-deduped,
two_rule_comb1,13,two_rule_comb1_13,False,[8 2],"8 2]
[9 6] [3",-4.207822799682617,"[8, 2]",True,"[-5.476823806762695, -6.4882354736328125, -2.3814640045166016, -4.273662567138672, -0.9965705871582031, -4.6297760009765625, -7.57843017578125, -6.07647705078125]",4,8 2],-0.9965705871582031,True,EleutherAI/pythia-1b-deduped,
two_rule_comb2,13,two_rule_comb2_13,False,[4 6],"4 6]
[5 4] [4",-1.079538345336914,"[4, 6]",True,"[-2.3895492553710938, -6.061279296875, -6.79896354675293, -0.600128173828125, -4.805133819580078, -8.488433837890625, -7.179012298583984, -5.48182487487793]",3,4 6],-0.600128173828125,True,EleutherAI/pythia-1b-deduped,
two_rule_comb3,13,two_rule_comb3_13,False,[5 9],"5 9] [1 5]
[1",-2.517190933227539,"[5, 9]",True,"[-5.605627059936523, -6.368198394775391, -7.579534530639648, -5.990581512451172, -0.4762382507324219, -3.3854618072509766, -5.4748992919921875, -2.195974349975586]",4,5 9],-0.4762382507324219,True,EleutherAI/pythia-1b-deduped,
two_rule_comb4,13,two_rule_comb4_13,False,[9 0],"9 6] [0 4]
[0",-5.119932174682617,"[9, 6]",False,"[-3.0062217712402344, -5.311122894287109, -8.767818450927734, -8.384021759033203, -8.127708435058594, -4.148750305175781, -5.807228088378906, -2.7991809844970703]",7,1 6],-2.7991809844970703,False,EleutherAI/pythia-1b-deduped,
two_rule_comb5,13,two_rule_comb5_13,False,[3 6],"3 6]
[3 6] [3",-2.220762252807617,"[3, 6]",True,"[-5.54149055480957, -7.128225326538086, -3.400571823120117, -9.86402702331543, -0.4715690612792969, -5.837882995605469, -8.726421356201172, -7.068796157836914]",4,3 6],-0.4715690612792969,True,EleutherAI/pythia-1b-deduped,
three_rule_comb0,13,three_rule_comb0_13,False,[7 7 9],"7 7 9]
[7 7 7]",-4.032474517822266,"[7, 7, 9]",True,"[-7.472875595092773, -4.820886611938477, -11.026004791259766, -8.05147933959961, -7.92030143737793, -2.730100631713867, -0.43304443359375, -10.820602416992188]",6,7 7 9],-0.43304443359375,True,EleutherAI/pythia-1b-deduped,
three_rule_comb1,13,three_rule_comb1_13,False,[8 3 2],"8 3 2]
[9 7 9]",-3.943613052368164,"[8, 3, 2]",True,"[-1.7566757202148438, -10.989799499511719, -11.91864013671875, -9.874441146850586, -8.983551025390625, -10.329734802246094, -8.434759140014648, -10.268526077270508]",0,8 3 2],-1.7566757202148438,True,EleutherAI/pythia-1b-deduped,
three_rule_comb2,13,three_rule_comb2_13,False,[5 2 7],"5 2 7]
[4 3 7]",-4.388376235961914,"[5, 2, 7]",True,"[-10.0125732421875, -8.823722839355469, -16.230661392211914, -10.433359146118164, -10.053789138793945, -8.831718444824219, -0.2902793884277344, -8.753520965576172]",6,5 2 7],-0.2902793884277344,True,EleutherAI/pythia-1b-deduped,
three_rule_comb3,13,three_rule_comb3_13,False,[2 6 9],"2 6 9]
[6 6 9]",-4.039119720458984,"[2, 6, 9]",True,"[-6.076459884643555, -2.159038543701172, -6.039667129516602, -3.803964614868164, -7.142297744750977, -5.804615020751953, -6.991903305053711, -8.596363067626953]",1,2 6 9],-2.159038543701172,True,EleutherAI/pythia-1b-deduped,
three_rule_comb4,13,three_rule_comb4_13,False,[0 8 0],"0 8 0]
[1 8 0]",-4.937597274780273,"[0, 8, 0]",True,"[-6.584856033325195, -6.255668640136719, -2.3516483306884766, -10.096601486206055, -9.576570510864258, -7.530384063720703, -8.660417556762695, -10.4368896484375]",2,0 8 0],-2.3516483306884766,True,EleutherAI/pythia-1b-deduped,
three_rule_comb5,13,three_rule_comb5_13,False,[9 4 0],"8 4 0]
[7 6 1]",-5.114316940307617,"[8, 4, 0]",False,"[-9.422296524047852, -7.548065185546875, -5.479127883911133, -3.7381973266601562, -6.121540069580078, -3.8607864379882812, -7.335651397705078, -6.724384307861328]",3,1 6 1],-3.7381973266601562,False,EleutherAI/pythia-1b-deduped,
three_rule_comb6,13,three_rule_comb6_13,False,[9 1 4],"9 1 4]
[9 1 4]",-4.921701431274414,"[9, 1, 4]",True,"[-7.186563491821289, -9.561227798461914, -7.727022171020508, -8.92312240600586, -8.5489501953125, -2.0690975189208984, -9.785322189331055, -10.870698928833008]",5,9 1 4],-2.0690975189208984,True,EleutherAI/pythia-1b-deduped,
three_rule_comb7,13,three_rule_comb7_13,False,[4 4 0],"4 7 3]
[0 4 3]",-7.135435104370117,"[4, 7, 3]",False,"[-9.17233657836914, -5.7072296142578125, -8.651716232299805, -4.705192565917969, -6.804803848266602, -4.004219055175781, -3.1831836700439453, -8.568593978881836]",6,4 1 3],-3.1831836700439453,False,EleutherAI/pythia-1b-deduped,
three_rule_comb8,13,three_rule_comb8_13,False,[1 9 8],"1 6 0]
[1 6 0]",-4.613080978393555,"[1, 6, 0]",False,"[-5.821506500244141, -5.532472610473633, -4.826622009277344, -6.935642242431641, -7.940845489501953, -6.713716506958008, -3.9127426147460938, -6.6193389892578125]",6,2 7 0],-3.9127426147460938,False,EleutherAI/pythia-1b-deduped,
three_rule_comb9,13,three_rule_comb9_13,False,[4 8 1],"4 5 1]
[3 6 2]",-4.546052932739258,"[4, 5, 1]",False,"[-3.648427963256836, -4.371076583862305, -6.5308990478515625, -9.573434829711914, -9.53995132446289, -9.560916900634766, -6.3234710693359375, -9.734033584594727]",0,4 8 1],-3.648427963256836,True,EleutherAI/pythia-1b-deduped,
c3_set_union,13,c3_set_union_13,True,[5 0 7 3],"5 7]
[0] [3]",-3.9772109985351562,[5 7],False,"[-3.7063350677490234, 0.0, -2.984851837158203, -4.610357284545898, -4.749504089355469, -2.7782421112060547, -10.57302474975586, -4.421728134155273]",1,],0.0,False,EleutherAI/pythia-1b-deduped,
c1_set_union,13,c1_set_union_13,True,[5],"7]
[8 7] [5]",-5.718915939331055,[7],False,"[-9.199405670166016, -7.299781799316406, -7.776548385620117, -4.34613037109375, -1.3641281127929688, -2.376340866088867, -4.514549255371094, 0.0]",7,],0.0,False,EleutherAI/pythia-1b-deduped,
c2_set_union,13,c2_set_union_13,True,[8],"0] [0 8]
[5]",-4.795570373535156,[0],False,"[-1.7693767547607422, -3.7444400787353516, -4.603633880615234, -1.6646099090576172, -8.491069793701172, -5.351068496704102, -5.716302871704102, 0.0]",7,],0.0,False,EleutherAI/pythia-1b-deduped,
AND,13,AND_13,True,[5],"5]
[0 5] [6 5",-2.937551498413086,[5],True,"[-13.747152328491211, -6.239473342895508, -8.35892105102539, -8.141756057739258, -23.43309783935547, -16.02539825439453, -16.29586410522461, -0.29522132873535156]",7,5],-0.29522132873535156,True,EleutherAI/pythia-1b-deduped,
XOR,13,XOR_13,True,[6 8],"8 3]
[4 8] [4",-5.24384880065918,[3 8],False,"[-14.704097747802734, -2.5721378326416016, -6.734317779541016, 0.0, -3.677215576171875, -6.659269332885742, -3.4535293579101562, -6.040464401245117]",3,],0.0,False,EleutherAI/pythia-1b-deduped,
c3_set_union_permuted,13,c3_set_union_permuted_13,True,[0 2 3 4],"2 0]
[4 0] [3",-4.886293411254883,[0 2],False,"[-6.723682403564453, -13.901269912719727, -5.950109481811523, 0.0, -3.125772476196289, -3.141450881958008, -3.6223411560058594, -3.752002716064453]",3,],0.0,False,EleutherAI/pythia-1b-deduped,
c2_set_union_permuted,13,c2_set_union_permuted_13,True,[5],"5] [5]
[3 2]",-7.597515106201172,[5],True,"[-1.6383590698242188, -6.165985107421875, -5.016576766967773, 0.0, -3.6208877563476562, -6.373104095458984, -4.098295211791992, -3.452829360961914]",3,],0.0,False,EleutherAI/pythia-1b-deduped,
c1_set_union_permuted,13,c1_set_union_permuted_13,True,[8],"9]
[0 3] [3]",-5.536676406860352,[9],False,"[-2.5013504028320312, -10.362844467163086, -4.408424377441406, -11.359405517578125, -2.314289093017578, -9.61707592010498, -1.4219131469726562, -9.360891342163086]",6,9],-1.4219131469726562,False,EleutherAI/pythia-1b-deduped,
