problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct
two_rule_comb0,6,two_rule_comb0_6,False,[1 9],"1 9]
[3 3] [4",-0.29677772521972656,"[1, 9]",True,"[-9.589513778686523, -7.676326751708984, -10.34425163269043, -7.757303237915039, -0.15732192993164062, -6.076581954956055, -7.564920425415039, -8.108837127685547]",4,1 9],-0.15732192993164062,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb1,6,two_rule_comb1_6,False,[7 4],"7 4]
[0 6] [7",-4.856870651245117,"[7, 4]",True,"[-0.5546283721923828, -5.476213455200195, -5.823650360107422, -5.581205368041992, -5.128242492675781, -9.832427978515625, -6.339208602905273, -4.729135513305664]",0,7 4],-0.5546283721923828,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb2,6,two_rule_comb2_6,False,[4 8],"4 8]
[0 7] [6",-0.9515380859375,"[4, 8]",True,"[-7.324695587158203, -8.395166397094727, -9.574182510375977, -0.48589515686035156, -5.831777572631836, -4.543540954589844, -7.375421524047852, -4.534971237182617]",3,4 8],-0.48589515686035156,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb3,6,two_rule_comb3_6,False,[9 2],"9 2]
[2 7] [9",-3.3309059143066406,"[9, 2]",True,"[-3.3047847747802734, -5.335563659667969, -5.056310653686523, -5.150001525878906, -1.4328422546386719, -5.635822296142578, -3.6695289611816406, -4.7804107666015625]",4,9 2],-1.4328422546386719,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb4,6,two_rule_comb4_6,False,[1 3],"1 1]
[2 0] [1",-2.2494029998779297,"[1, 1]",False,"[-4.217582702636719, -3.5239295959472656, -7.800106048583984, -3.232297897338867, -3.9904537200927734, -5.314430236816406, -4.289613723754883, -4.597747802734375]",3,1 3],-3.232297897338867,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb5,6,two_rule_comb5_6,False,[9 1],"9 1]
[7 2] [9",-1.3111934661865234,"[9, 1]",True,"[-3.9465198516845703, -5.098878860473633, -8.76234245300293, -3.765012741088867, -5.392950057983398, -5.887203216552734, -8.124212265014648, -1.0462093353271484]",7,9 1],-1.0462093353271484,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb0,6,three_rule_comb0_6,False,[4 9 8],"4 9 8]
[2 4 2]",-2.258474349975586,"[4, 9, 8]",True,"[-10.93626594543457, -12.07817268371582, -11.064689636230469, -5.292804718017578, -11.642424583435059, -14.08346176147461, -0.1855621337890625, -14.026859283447266]",6,4 9 8],-0.1855621337890625,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb1,6,three_rule_comb1_6,False,[6 4 4],"6 4 7]
[6 4 2]",-5.171613693237305,"[6, 4, 7]",False,"[-11.479461669921875, -13.069784164428711, -8.110898971557617, -10.767160415649414, -12.551847457885742, -1.9867076873779297, -9.346162796020508, -12.661577224731445]",5,6 4 4],-1.9867076873779297,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb2,6,three_rule_comb2_6,False,[4 5 3],"4 5 3]
[3 0 1]",-1.8363723754882812,"[4, 5, 3]",True,"[-11.58403205871582, -10.490278244018555, -6.514242172241211, -5.353399276733398, -0.6945266723632812, -3.6991195678710938, -12.82695198059082, -10.817190170288086]",4,4 5 3],-0.6945266723632812,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb3,6,three_rule_comb3_6,False,[4 7 8],"4 7 8] [2 3 8]
",-1.7990550994873047,"[4, 7, 8]",True,"[-6.782461166381836, -10.120731353759766, -6.371725082397461, -6.553598403930664, -0.3448371887207031, -11.224773406982422, -7.692686080932617, -7.802127838134766]",4,4 7 8],-0.3448371887207031,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb4,6,three_rule_comb4_6,False,[9 3 6],"9 1 6]
[8 1 5]",-3.2603187561035156,"[9, 1, 6]",False,"[-8.260616302490234, -10.755804061889648, -4.173480987548828, -12.101463317871094, -9.590167999267578, -8.54586410522461, -3.1303787231445312, -10.259504318237305]",6,9 3 6],-3.1303787231445312,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb5,6,three_rule_comb5_6,False,[2 8 7],"2 6 6]
[6 6 6]",-3.869352340698242,"[2, 6, 6]",False,"[-18.255226135253906, -5.044275283813477, -13.389610290527344, -12.131645202636719, -4.913209915161133, -5.980947494506836, -3.958261489868164, -16.609508514404297]",6,2 4 5],-3.958261489868164,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb6,6,three_rule_comb6_6,False,[5 0 9],"5 0 9]
[2 6 6]",-2.353473663330078,"[5, 0, 9]",True,"[-7.377323150634766, -12.50802230834961, -6.253459930419922, -5.278829574584961, -10.35348129272461, -7.83897590637207, -7.9163665771484375, -0.7639980316162109]",7,5 0 9],-0.7639980316162109,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb7,6,three_rule_comb7_6,False,[5 1 5],"5 1 5]
[4 8 2]",-2.3878021240234375,"[5, 1, 5]",True,"[-7.80351448059082, -1.7147903442382812, -4.764989852905273, -7.133792877197266, -7.240621566772461, -3.455568313598633, -6.173017501831055, -8.36662483215332]",1,5 1 5],-1.7147903442382812,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb8,6,three_rule_comb8_6,False,[4 6 1],"4 5 1]
[5 5 5]",-4.360967636108398,"[4, 5, 1]",False,"[-6.318321228027344, -11.662410736083984, -6.767932891845703, -8.515581130981445, -4.3216705322265625, -10.934030532836914, -6.414159774780273, -8.83790397644043]",4,4 6 1],-4.3216705322265625,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb9,6,three_rule_comb9_6,False,[0 1 5],"0 1 3]
[1 2 4]",-2.324380874633789,"[0, 1, 3]",False,"[-5.97093391418457, -12.936233520507812, -4.136592864990234, -3.66796875, -3.9430809020996094, -5.889495849609375, -5.640726089477539, -8.079256057739258]",3,0 1 5],-3.66796875,True,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union,6,c3_set_union_6,True,[6 1 0 4],"6 1 4]
[1 4] [",-5.374015808105469,[1 4 6],False,"[0.0, -3.112447738647461, -4.3262786865234375, -3.084684371948242, -10.099250793457031, -2.981779098510742, -5.50642204284668, -7.18768310546875]",0,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union,6,c1_set_union_6,True,[5],"5]
[6 5] [6]",-4.0868072509765625,[5],True,"[-8.359640121459961, -6.337335586547852, -4.878349304199219, -9.209638595581055, 0.0, -5.150089263916016, -8.334993362426758, -0.2914619445800781]",4,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union,6,c2_set_union_6,True,[8],"8]
[1] [1 8]",-5.956462860107422,[8],True,"[0.0, -3.6849822998046875, -4.0081634521484375, -4.312675476074219, -1.208587646484375, -5.925024032592773, -3.224893569946289, -5.264560699462891]",0,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
AND,6,AND_6,True,[0],"0]
[3 0] [1 0",-3.809833526611328,[0],True,"[-15.467340469360352, -13.39736270904541, -0.11902046203613281, -12.509129524230957, -7.2598419189453125, -9.934059143066406, -11.904485702514648, -8.349401473999023]",2,0],-0.11902046203613281,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR,6,XOR_6,True,[3 2],"2 6]
[5 2] [2",-3.895841598510742,[2 6],False,"[-11.193763732910156, -3.274200439453125, -8.897018432617188, -9.831474304199219, -3.761301040649414, -3.9575634002685547, -16.304906845092773, -2.971569061279297]",7,6 2],-2.971569061279297,False,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union_permuted,6,c3_set_union_permuted_6,True,[4 0 8 1],"8 1 4]
[8 4] [",-5.766582489013672,[1 4 8],False,"[-6.797666549682617, -10.445280075073242, -7.013435363769531, -3.5052051544189453, -4.456731796264648, -3.102895736694336, -3.6521053314208984, -6.325014114379883]",5,1 8],-3.102895736694336,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union_permuted,6,c2_set_union_permuted_6,True,[7],"9 3] [9 4]
[9",-7.3493499755859375,[3 9],False,"[-4.233272552490234, -3.187051773071289, -5.181901931762695, -4.458713531494141, 0.0, -5.078832626342773, -4.872703552246094, -2.3604812622070312]",4,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union_permuted,6,c1_set_union_permuted_6,True,[3],"3]
[8 1] [1]",-6.057514190673828,[3],True,"[-3.706024169921875, -4.689168930053711, -1.8471527099609375, -5.388744354248047, -1.5781326293945312, -11.681892395019531, -4.327342987060547, -9.473358154296875]",4,3],-1.5781326293945312,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR_permuted,6,XOR_permuted_6,True,[3 9],"7 9]
[6 7] [3",-5.05677604675293,[7 9],False,"[-3.528505325317383, -14.009675979614258, -12.049515724182129, -19.407630920410156, -3.4523963928222656, -12.366578102111816, -14.26537799835205, -5.078069686889648]",4,6 7],-3.4523963928222656,False,allenai/OLMo-7B,step211000-tokens933B,False
AND_permuted,6,AND_permuted_6,True,[],"5] [2]
[5] [",-6.57548713684082,[5],False,"[0.0, -3.3479175567626953, -13.988740921020508, -8.471038818359375, -12.808975219726562, -2.0990333557128906, -4.185916900634766, -10.884151458740234]",0,],0.0,True,allenai/OLMo-7B,step211000-tokens933B,False
row_constant,7,row_constant_7,False,[9],"9]
[10] [10] [",-1.613241195678711,[9],True,"[-6.2736358642578125, -6.1903228759765625, -6.066375732421875, -0.043972015380859375, -6.133535385131836, -5.901468276977539, -4.705877304077148, -5.017234802246094]",3,9],-0.043972015380859375,True,allenai/OLMo-7B,step211000-tokens933B,False
col_constant,7,col_constant_7,False,[5],"5]
[9] [4] [",-0.2627391815185547,[5],True,"[-5.876020431518555, -5.530914306640625, -6.263576507568359, -6.092582702636719, -5.549827575683594, -6.237590789794922, -0.05895233154296875, -3.9721221923828125]",6,5],-0.05895233154296875,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag1,7,dist3_diag1_7,False,[0],"0]
[6] [0] [",-2.147838592529297,[0],True,"[-3.453399658203125, -0.5232925415039062, -2.622730255126953, -4.300283432006836, -3.4303760528564453, -3.5674877166748047, -2.172220230102539, -2.9912643432617188]",1,0],-0.5232925415039062,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag2,7,dist3_diag2_7,False,[4],"4]
[1] [4] [",-2.2582969665527344,[4],True,"[-5.334999084472656, -5.164068222045898, -8.285882949829102, -2.9442596435546875, -2.384735107421875, -0.24662399291992188, -3.4084243774414062, -3.713735580444336]",5,4],-0.24662399291992188,True,allenai/OLMo-7B,step211000-tokens933B,False
prog_size1,7,prog_size1_7,False,[1],"1]
[2] [1] [",-1.3067302703857422,[1],True,"[-7.363175392150879, -7.048425674438477, -1.6227378845214844, -4.060232162475586, -6.446897506713867, -0.32431793212890625, -3.797037124633789, -5.395723342895508]",5,1],-0.32431793212890625,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb0,7,two_rule_comb0_7,False,[1 7],"1 7]
[2 7] [2",-3.7929954528808594,"[1, 7]",True,"[-0.08061790466308594, -7.553407669067383, -9.601140975952148, -5.949972152709961, -6.8344573974609375, -8.989961624145508, -5.6565093994140625, -7.396215438842773]",0,1 7],-0.08061790466308594,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb1,7,two_rule_comb1_7,False,[1 1],"1 1]
[5 1] [8",-4.2034149169921875,"[1, 1]",True,"[-4.96312141418457, -4.445974349975586, -5.321371078491211, -2.477142333984375, -6.1102752685546875, -5.26904296875, -1.6530723571777344, -5.036676406860352]",6,1 1],-1.6530723571777344,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb2,7,two_rule_comb2_7,False,[3 2],"3 2]
[2 3] [2",-0.5864334106445312,"[3, 2]",True,"[-8.897115707397461, -8.409103393554688, -5.224849700927734, -6.323856353759766, -7.929656982421875, -9.597728729248047, -0.09031486511230469, -3.994647979736328]",6,3 2],-0.09031486511230469,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb3,7,two_rule_comb3_7,False,[6 1],"6 1]
[7 5] [3",-2.9779586791992188,"[6, 1]",True,"[-0.6282806396484375, -8.365360260009766, -8.401725769042969, -5.720968246459961, -3.7594032287597656, -5.704689025878906, -8.890130996704102, -7.252300262451172]",0,6 1],-0.6282806396484375,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb4,7,two_rule_comb4_7,False,[3 4],"7 4]
[7 5] [2",-5.1038970947265625,"[7, 4]",False,"[-4.578439712524414, -4.405096054077148, -4.936525344848633, -4.663516998291016, -4.932287216186523, -6.874021530151367, -5.06817626953125, -3.0805206298828125]",7,3 4],-3.0805206298828125,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb5,7,two_rule_comb5_7,False,[2 3],"2 3]
[3 4] [2",-0.3135108947753906,"[2, 3]",True,"[-5.30860710144043, -5.9152984619140625, -6.473785400390625, -4.902645111083984, -0.16227149963378906, -3.111543655395508, -4.331464767456055, -7.302923202514648]",4,2 3],-0.16227149963378906,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb0,7,three_rule_comb0_7,False,[8 7 1],"8 7 1]
[4 8 5]",-0.17325973510742188,"[8, 7, 1]",True,"[-6.277561187744141, -10.098241806030273, -10.635021209716797, -10.216224670410156, -11.487775802612305, -11.823368072509766, -0.06367111206054688, -10.916358947753906]",6,8 7 1],-0.06367111206054688,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb1,7,three_rule_comb1_7,False,[5 7 6],"5 7 6]
[7 3 2]",-4.126247406005859,"[5, 7, 6]",True,"[-6.031435012817383, -9.535985946655273, -3.0358619689941406, -7.72991943359375, -0.9036293029785156, -3.6077232360839844, -8.40920639038086, -9.629343032836914]",4,5 7 6],-0.9036293029785156,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb2,7,three_rule_comb2_7,False,[7 4 9],"7 4 9]
[8 3 2]",-0.6365604400634766,"[7, 4, 9]",True,"[-15.728490829467773, -10.672082901000977, -0.09592247009277344, -11.107954025268555, -12.058992385864258, -12.033214569091797, -5.241693496704102, -7.02745246887207]",2,7 4 9],-0.09592247009277344,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb3,7,three_rule_comb3_7,False,[9 0 6],"9 0 6]
[5 2 9]",-5.44206428527832,"[9, 0, 6]",True,"[-10.748899459838867, -5.880308151245117, -7.670541763305664, -8.546684265136719, -5.046314239501953, -7.210332870483398, -4.27398681640625, -1.8151187896728516]",7,9 0 6],-1.8151187896728516,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb4,7,three_rule_comb4_7,False,[2 5 8],"2 2 8]
[2 2 8]",-4.4619293212890625,"[2, 2, 8]",False,"[-7.225746154785156, -5.251440048217773, -3.515073776245117, -5.444746017456055, -7.822437286376953, -8.299261093139648, -4.789461135864258, -6.185815811157227]",2,2 2 2],-3.515073776245117,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb5,7,three_rule_comb5_7,False,[8 4 5],"8 4 5]
[2 3 6]",-0.6469440460205078,"[8, 4, 5]",True,"[-12.81995964050293, -18.52454948425293, -0.2537975311279297, -2.002338409423828, -16.774799346923828, -14.827156066894531, -6.855827331542969, -10.478498458862305]",2,8 4 5],-0.2537975311279297,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb6,7,three_rule_comb6_7,False,[6 2 7],"6 2 7] [0 1 3]
",-1.3324451446533203,"[6, 2, 7]",True,"[-7.323873519897461, -8.887727737426758, -11.407548904418945, -8.42388916015625, -9.14482307434082, -0.6327190399169922, -9.999797821044922, -6.88958740234375]",5,6 2 7],-0.6327190399169922,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb7,7,three_rule_comb7_7,False,[2 9 0],"2 9 5]
[3 9 5]",-7.112171173095703,"[2, 9, 5]",False,"[-10.338384628295898, -6.065298080444336, -3.3469371795654297, -7.95831298828125, -6.457122802734375, -6.199466705322266, -8.765352249145508, -7.4070892333984375]",2,2 9 0],-3.3469371795654297,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb8,7,three_rule_comb8_7,False,[8 3 0],"8 0 0]
[7 1 0]",-2.8396873474121094,"[8, 0, 0]",False,"[-13.085897445678711, -12.200604438781738, -3.239765167236328, -12.594579696655273, -4.740240097045898, -12.442519187927246, -8.66031265258789, -14.182291030883789]",2,8 3 0],-3.239765167236328,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb9,7,three_rule_comb9_7,False,[9 1 0],"9 1 0]
[8 2 1]",-0.9929523468017578,"[9, 1, 0]",True,"[-6.413642883300781, -9.895977020263672, -6.324972152709961, -9.32022476196289, -1.5787677764892578, -13.002911567687988, -12.630558013916016, -0.6599655151367188]",7,9 1 0],-0.6599655151367188,True,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union,7,c3_set_union_7,True,[7 3 8 4],"7 4]
[3 4] [4",-5.543666839599609,[4 7],False,"[-5.573345184326172, -3.8287429809570312, -1.243185043334961, -9.108016967773438, 0.0, -4.778871536254883, -5.805875778198242, -6.877405166625977]",4,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union,7,c1_set_union_7,True,[0],"0]
[8 4] [8]",-4.190946578979492,[0],True,"[-0.3413276672363281, -5.39300537109375, -7.180120468139648, -4.875833511352539, -4.836565017700195, -6.315135955810547, -6.878314971923828, -7.440502166748047]",0,0],-0.3413276672363281,True,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union,7,c2_set_union_7,True,[7],"7]
[5 1] [5 1",-5.787721633911133,[7],True,"[-5.681818008422852, -5.816213607788086, -6.650232315063477, -1.2345905303955078, -4.394737243652344, -5.597871780395508, 0.0, -6.012117385864258]",6,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
AND,7,AND_7,True,[9],"9]
[2 9 1] [7",-2.9984912872314453,[9],True,"[-7.126344680786133, -7.412570953369141, -8.166366577148438, -0.11431503295898438, -7.328027725219727, -14.507169723510742, -8.842428207397461, -15.333650588989258]",3,9],-0.11431503295898438,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR,7,XOR_7,True,[7 3],"3 9]
[5 3] [3",-3.977365493774414,[3 9],False,"[-9.009010314941406, -2.916522979736328, -3.0798091888427734, 0.0, -9.807045936584473, -7.663358688354492, -8.410688400268555, -15.991573333740234]",3,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union_permuted,7,c3_set_union_permuted_7,True,[2 8 4 1],"8 1]
[2 1] [8",-5.526561737060547,[1 8],False,"[-5.045864105224609, -6.198757171630859, -6.899515151977539, -12.222335815429688, -3.5323753356933594, -7.3007965087890625, -5.946346282958984, -2.8153076171875]",7,4 2],-2.8153076171875,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union_permuted,7,c2_set_union_permuted_7,True,[3],"3 1]
[6] [6 3",-7.297040939331055,[1 3],False,"[-5.271808624267578, -3.5527572631835938, -2.953939437866211, -5.079643249511719, -4.187517166137695, 0.0, -5.731266021728516, -2.9060535430908203]",5,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union_permuted,7,c1_set_union_permuted_7,True,[6],"6] [3]
[6 3]",-6.485546112060547,[6],True,"[-5.78154182434082, -5.636240005493164, -9.099315643310547, -11.067937850952148, -3.393514633178711, -9.158895492553711, -4.08873176574707, -1.1467647552490234]",7,6],-1.1467647552490234,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR_permuted,7,XOR_permuted_7,True,[0 8],"8 0]
[1 3] [0",-4.427530288696289,[0 8],True,"[-9.840373992919922, -2.2380752563476562, -14.844569206237793, -8.849023818969727, -14.745068550109863, -11.18619155883789, -2.4347076416015625, -21.576175689697266]",1,8 3],-2.2380752563476562,False,allenai/OLMo-7B,step211000-tokens933B,False
AND_permuted,7,AND_permuted_7,True,[],"2]
[4] [2] [",-6.324188232421875,[2],False,"[0.0, -11.975387573242188, -4.5557403564453125, -14.790451049804688, -5.89246940612793, -13.096189498901367, -1.4087963104248047, -5.626108169555664]",0,],0.0,True,allenai/OLMo-7B,step211000-tokens933B,False
row_constant,8,row_constant_8,False,[4],"4]
[5] [5] [",-2.567777633666992,[4],True,"[-5.813457489013672, -4.403774261474609, -0.05038261413574219, -5.018898010253906, -6.236442565917969, -5.218204498291016, -5.590541839599609, -5.742136001586914]",2,4],-0.05038261413574219,True,allenai/OLMo-7B,step211000-tokens933B,False
col_constant,8,col_constant_8,False,[4],"4]
[6] [0] [",-0.19632911682128906,[4],True,"[-3.792348861694336, -4.917146682739258, -3.326906204223633, -5.1761016845703125, -0.10238838195800781, -4.895416259765625, -4.60926628112793, -6.585538864135742]",4,4],-0.10238838195800781,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag1,8,dist3_diag1_8,False,[9],"9]
[0] [2] [",-2.2726402282714844,[9],True,"[-3.807353973388672, -4.062217712402344, -2.5857810974121094, -4.490211486816406, -0.33626747131347656, -3.0991439819335938, -3.271564483642578, -3.7168750762939453]",4,9],-0.33626747131347656,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag2,8,dist3_diag2_8,False,[9],"9]
[3] [8] [",-2.148313522338867,[9],True,"[-4.265682220458984, -4.059385299682617, -4.199901580810547, -4.793403625488281, -4.283359527587891, -0.1656360626220703, -3.41546630859375, -4.226312637329102]",5,9],-0.1656360626220703,True,allenai/OLMo-7B,step211000-tokens933B,False
prog_size1,8,prog_size1_8,False,[2],"2]
[3] [2] [",-0.5900630950927734,[2],True,"[-2.1656551361083984, -3.329315185546875, -7.217061996459961, -4.246273040771484, -5.811031341552734, -3.5096282958984375, -6.861082077026367, -0.23911666870117188]",7,2],-0.23911666870117188,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb0,8,two_rule_comb0_8,False,[7 3],"7 3]
[2 5] [1",-1.5651206970214844,"[7, 3]",True,"[-0.08701133728027344, -7.16090202331543, -7.866886138916016, -7.1619720458984375, -7.762212753295898, -9.917325973510742, -11.257109642028809, -8.473149299621582]",0,7 3],-0.08701133728027344,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb1,8,two_rule_comb1_8,False,[7 9],"7 9]
[5 10] [7",-3.2352848052978516,"[7, 9]",True,"[-5.785633087158203, -5.420696258544922, -6.610452651977539, -7.990793228149414, -8.277381896972656, -0.420318603515625, -7.16746711730957, -3.096548080444336]",5,7 9],-0.420318603515625,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb2,8,two_rule_comb2_8,False,[9 9],"9 8]
[8 0] [9",-1.9041004180908203,"[9, 8]",False,"[-7.559123992919922, -5.942193984985352, -1.5505561828613281, -2.6305770874023438, -8.09947395324707, -6.793188095092773, -8.581645965576172, -6.652402877807617]",2,9 9],-1.5505561828613281,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb3,8,two_rule_comb3_8,False,[9 8],"9 8]
[7 1] [8",-2.534486770629883,"[9, 8]",True,"[-3.7476119995117188, -3.611978530883789, -5.253017425537109, -1.0212116241455078, -2.654306411743164, -4.346700668334961, -6.367208480834961, -3.779888153076172]",3,9 8],-1.0212116241455078,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb4,8,two_rule_comb4_8,False,[6 4],"6 8]
[5 2] [6",-2.994670867919922,"[6, 8]",False,"[-6.734956741333008, -5.547645568847656, -5.749330520629883, -3.556903839111328, -5.4168701171875, -1.3830623626708984, -3.8342361450195312, -4.10053825378418]",5,6 4],-1.3830623626708984,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb5,8,two_rule_comb5_8,False,[4 0],"4 0]
[5 2] [4",-1.2658405303955078,"[4, 0]",True,"[-4.590080261230469, -4.168783187866211, -7.036277770996094, -5.256191253662109, -1.0565681457519531, -4.517919540405273, -5.668712615966797, -6.335306167602539]",4,4 0],-1.0565681457519531,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb0,8,three_rule_comb0_8,False,[2 5 3],"2 5 3]
[0 3 5]",-0.1923236846923828,"[2, 5, 3]",True,"[-7.667570114135742, -10.351022720336914, -10.264368057250977, -9.844432830810547, -7.261495590209961, -10.821640014648438, -9.87607192993164, -0.08539009094238281]",7,2 5 3],-0.08539009094238281,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb1,8,three_rule_comb1_8,False,[2 4 7],"2 4 7] [2 6 7]
",-1.452596664428711,"[2, 4, 7]",True,"[-6.958635330200195, -7.988025665283203, -12.24455451965332, -0.48947906494140625, -6.925777435302734, -5.08015251159668, -7.466821670532227, -8.81181526184082]",3,2 4 7],-0.48947906494140625,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb2,8,three_rule_comb2_8,False,[3 8 8],"3 8 8]
[4 9 2]",-3.302490234375,"[3, 8, 8]",True,"[-4.072763442993164, -0.8395748138427734, -10.999399185180664, -11.939888000488281, -13.437753677368164, -8.37171745300293, -7.97923469543457, -9.184595108032227]",1,3 8 8],-0.8395748138427734,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb3,8,three_rule_comb3_8,False,[9 0 5],"9 0 5]
[5 1 6]",-2.339376449584961,"[9, 0, 5]",True,"[-8.68330192565918, -6.36567497253418, -11.442510604858398, -0.24710845947265625, -6.5528411865234375, -5.987531661987305, -5.60401725769043, -12.90024185180664]",3,9 0 5],-0.24710845947265625,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb4,8,three_rule_comb4_8,False,[6 0 5],"6 3 2]
[5 3 7]",-6.5016632080078125,"[6, 3, 2]",False,"[-4.897315979003906, -6.362071990966797, -3.7132034301757812, -10.025463104248047, -11.898416519165039, -6.418140411376953, -12.069429397583008, -13.363973617553711]",2,6 1 5],-3.7132034301757812,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb5,8,three_rule_comb5_8,False,[7 4 7],"7 4 5]
[5 7 5]",-3.678783416748047,"[7, 4, 5]",False,"[-11.029596328735352, -6.145822525024414, -11.057323455810547, -10.884624481201172, -2.907663345336914, -12.45173454284668, -9.375190734863281, -10.700275421142578]",4,7 6 5],-2.907663345336914,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb6,8,three_rule_comb6_8,False,[4 9 1],"4 9 1]
[2 0 0]",-4.067106246948242,"[4, 9, 1]",True,"[-6.9277496337890625, -8.142738342285156, -10.28689956665039, -8.920406341552734, -10.894193649291992, -4.550861358642578, -1.3423900604248047, -4.675472259521484]",6,4 9 1],-1.3423900604248047,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb7,8,three_rule_comb7_8,False,[2 2 3],"2 6 2]
[5 2 6]",-6.032600402832031,"[2, 6, 2]",False,"[-5.568729400634766, -7.116891860961914, -8.089530944824219, -9.21021842956543, -9.617921829223633, -7.998893737792969, -5.285346984863281, -8.598505020141602]",6,3 2 2],-5.285346984863281,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb8,8,three_rule_comb8_8,False,[7 0 6],"7 3 4]
[6 3 4]",-5.305700302124023,"[7, 3, 4]",False,"[-6.322666168212891, -5.590597152709961, -6.186300277709961, -7.478620529174805, -6.57099723815918, -11.602546691894531, -7.0671539306640625, -6.156274795532227]",1,5 1 4],-5.590597152709961,False,allenai/OLMo-7B,step211000-tokens933B,False
