problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision
two_rule_comb0,8,two_rule_comb0_8,False,[7 3],"7 3]
[2 6] [1",-1.345632553100586,"[7, 3]",True,"[-0.08188819885253906, -5.152980804443359, -7.726459503173828, -7.97314453125, -8.167369842529297, -8.49677848815918, -13.580875396728516, -7.940528869628906]",0,7 3],-0.08188819885253906,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb1,8,two_rule_comb1_8,False,[7 9],"7 9]
[5 10] [8",-4.041303634643555,"[7, 9]",True,"[-4.223838806152344, -3.962087631225586, -6.336111068725586, -7.0330810546875, -7.834253311157227, -0.8430213928222656, -5.864612579345703, -6.193256378173828]",5,7 9],-0.8430213928222656,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb2,8,two_rule_comb2_8,False,[9 9],"9 9]
[8 0] [9",-0.6990013122558594,"[9, 9]",True,"[-11.507176399230957, -10.152730941772461, -0.29666900634765625, -5.187740325927734, -11.375776290893555, -9.296714782714844, -12.746201515197754, -10.134157180786133]",2,9 9],-0.29666900634765625,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb3,8,two_rule_comb3_8,False,[9 8],"9 8]
[7 1] [8",-2.767435073852539,"[9, 8]",True,"[-5.432134628295898, -4.5796051025390625, -5.045892715454102, -0.8192577362060547, -4.430057525634766, -4.887981414794922, -6.240261077880859, -4.221355438232422]",3,9 8],-0.8192577362060547,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb4,8,two_rule_comb4_8,False,[6 4],"6 4]
[5 4] [6",-2.9421005249023438,"[6, 4]",True,"[-6.538923263549805, -4.834432601928711, -5.326496124267578, -3.3573837280273438, -4.757926940917969, -0.6450862884521484, -4.448919296264648, -2.5365772247314453]",5,6 4],-0.6450862884521484,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb5,8,two_rule_comb5_8,False,[4 0],"4 1]
[4 1] [3",-2.8704662322998047,"[4, 1]",False,"[-3.6063060760498047, -5.219663619995117, -6.24677848815918, -3.803800582885742, -1.5291690826416016, -5.1269683837890625, -5.744659423828125, -5.168910980224609]",4,4 0],-1.5291690826416016,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb0,8,three_rule_comb0_8,False,[2 5 3],"2 5 3]
[0 3 5]",-0.3541736602783203,"[2, 5, 3]",True,"[-6.430757522583008, -10.229450225830078, -10.50021743774414, -12.412942886352539, -9.409774780273438, -10.121030807495117, -9.859189987182617, -0.06243324279785156]",7,2 5 3],-0.06243324279785156,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb1,8,three_rule_comb1_8,False,[2 4 7],"2 4 7]
[3 4 7]",-4.533317565917969,"[2, 4, 7]",True,"[-6.691141128540039, -7.369319915771484, -15.353605270385742, -0.8519363403320312, -5.25096321105957, -6.303426742553711, -8.722780227661133, -6.54632568359375]",3,2 4 7],-0.8519363403320312,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb2,8,three_rule_comb2_8,False,[3 8 8],"3 8 7]
[4 7 2]",-2.2019481658935547,"[3, 8, 7]",False,"[-7.391199111938477, -4.417940139770508, -10.802142143249512, -12.70356273651123, -13.016439437866211, -12.292108535766602, -10.793100357055664, -8.689332962036133]",1,3 8 8],-4.417940139770508,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb3,8,three_rule_comb3_8,False,[9 0 5],"9 0 5]
[9 0 7]",-2.7732295989990234,"[9, 0, 5]",True,"[-9.55046272277832, -4.166297912597656, -12.89118766784668, -0.4940223693847656, -5.7762603759765625, -6.119028091430664, -5.421539306640625, -12.240053176879883]",3,9 0 5],-0.4940223693847656,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb4,8,three_rule_comb4_8,False,[6 0 5],"6 3 5]
[6 3 7]",-6.347442626953125,"[6, 3, 5]",False,"[-5.600271224975586, -4.697536468505859, -3.303342819213867, -8.751909255981445, -11.58746337890625, -6.411495208740234, -10.684638977050781, -11.979406356811523]",2,6 1 5],-3.303342819213867,False,EleutherAI/pythia-1.4b-deduped,
three_rule_comb5,8,three_rule_comb5_8,False,[7 4 7],"7 6 7]
[5 7 6]",-2.7233753204345703,"[7, 6, 7]",False,"[-9.181818008422852, -4.475471496582031, -8.880645751953125, -9.255636215209961, -1.7580375671386719, -8.312908172607422, -7.135583877563477, -6.853086471557617]",4,7 6 5],-1.7580375671386719,False,EleutherAI/pythia-1.4b-deduped,
three_rule_comb6,8,three_rule_comb6_8,False,[4 9 1],"4 0 0]
[4 0 0]",-3.5845298767089844,"[4, 0, 0]",False,"[-8.239809036254883, -12.01104736328125, -7.993221282958984, -7.9169158935546875, -8.807321548461914, -11.308393478393555, -2.088743209838867, -3.258962631225586]",6,4 9 1],-2.088743209838867,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb7,8,three_rule_comb7_8,False,[2 2 3],"2 6 2]
[2 3 4]",-6.902545928955078,"[2, 6, 2]",False,"[-4.313991546630859, -5.299842834472656, -7.894979476928711, -10.665929794311523, -10.036552429199219, -10.422985076904297, -6.271213531494141, -8.162189483642578]",0,2 2 3],-4.313991546630859,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb8,8,three_rule_comb8_8,False,[7 0 6],"7 3 4]
[7 2 4]",-4.707864761352539,"[7, 3, 4]",False,"[-6.994935989379883, -5.554399490356445, -4.765697479248047, -8.06178092956543, -4.677255630493164, -9.477663040161133, -6.467283248901367, -6.572132110595703]",4,4 3 3],-4.677255630493164,False,EleutherAI/pythia-1.4b-deduped,
three_rule_comb9,8,three_rule_comb9_8,False,[8 0 3],"7 0 3]
[7 0 3]",-4.321584701538086,"[7, 0, 3]",False,"[-8.167898178100586, -12.133246421813965, -9.851861953735352, -10.72647476196289, -1.8661689758300781, -10.106399536132812, -9.792282104492188, -10.441993713378906]",4,2 3 6],-1.8661689758300781,False,EleutherAI/pythia-1.4b-deduped,
c3_set_union,8,c3_set_union_8,True,[8 3 2 1],"8 2]
[1] [1]",-6.416501998901367,[2 8],False,"[-3.0728721618652344, -8.47645378112793, -4.336488723754883, -2.3971023559570312, 0.0, -3.0933761596679688, -6.005405426025391, -3.1135616302490234]",4,],0.0,False,EleutherAI/pythia-1.4b-deduped,
c1_set_union,8,c1_set_union_8,True,[9],"9]
[9 0] [9]",-2.2284927368164062,[9],True,"[-10.773088455200195, -5.034145355224609, -4.472858428955078, 0.0, -10.364099502563477, -0.3320903778076172, -5.20805549621582, -4.905097961425781]",3,],0.0,False,EleutherAI/pythia-1.4b-deduped,
c2_set_union,8,c2_set_union_8,True,[7],"7] [5]
[4] [",-5.382839202880859,[7],True,"[-4.238443374633789, -3.105741500854492, -5.693014144897461, -5.690141677856445, -6.798273086547852, -5.255916595458984, 0.0, -1.084341049194336]",6,],0.0,False,EleutherAI/pythia-1.4b-deduped,
AND,8,AND_8,True,[7],"7]
[8 7] [4 7",-2.857820510864258,[7],True,"[-17.339500427246094, 0.0, -14.916940689086914, -19.950763702392578, -6.664176940917969, -0.09935569763183594, -15.882841110229492, -9.42837905883789]",1,],0.0,False,EleutherAI/pythia-1.4b-deduped,
XOR,8,XOR_8,True,[0 9],"7 9]
[3 9] [7",-4.9803466796875,[7 9],False,"[-14.433183670043945, -2.9010257720947266, -3.6504783630371094, -10.186922073364258, -17.464632034301758, -2.9363651275634766, -9.212623596191406, -7.8252973556518555]",1,7 3],-2.9010257720947266,False,EleutherAI/pythia-1.4b-deduped,
c3_set_union_permuted,8,c3_set_union_permuted_8,True,[3 0 7 6],"6 7]
[3 0] [6",-6.285064697265625,[6 7],False,"[-5.783636093139648, 0.0, -5.813776016235352, -5.307685852050781, -13.205535888671875, -6.212215423583984, -5.902948379516602, -8.562597274780273]",1,],0.0,False,EleutherAI/pythia-1.4b-deduped,
c2_set_union_permuted,8,c2_set_union_permuted_8,True,[8],"1] [8]
[1] [",-4.528310775756836,[1],False,"[-8.959049224853516, -6.013921737670898, -6.6124420166015625, -7.267521858215332, -4.606412887573242, -7.884504318237305, -2.108602523803711, -6.19207763671875]",6,8],-2.108602523803711,True,EleutherAI/pythia-1.4b-deduped,
c1_set_union_permuted,8,c1_set_union_permuted_8,True,[3],"6]
[6 3] [6]",-4.5312042236328125,[6],False,"[-5.46251106262207, -6.111988067626953, -1.1670875549316406, -5.220634460449219, -1.889425277709961, 0.0, -1.9648094177246094, -10.516717910766602]",5,],0.0,False,EleutherAI/pythia-1.4b-deduped,
XOR_permuted,8,XOR_permuted_8,True,[1 4],"4 1]
[4 2] [4",-4.4108428955078125,[1 4],True,"[-13.11648941040039, -2.870454788208008, -4.107059478759766, -7.051616668701172, -3.9735774993896484, 0.0, -8.05593490600586, -9.96870231628418]",5,],0.0,False,EleutherAI/pythia-1.4b-deduped,
AND_permuted,8,AND_permuted_8,True,[],"8] [9]
[6] [",-5.164390563964844,[8],False,"[-9.34347152709961, -8.896293640136719, -12.932552337646484, 0.0, -12.625243186950684, -1.2288265228271484, -15.474519729614258, -7.203680038452148]",3,],0.0,True,EleutherAI/pythia-1.4b-deduped,
row_constant,9,row_constant_9,False,[4],"4]
[5] [5] [",-2.207080841064453,[4],True,"[-5.7950592041015625, -3.1298465728759766, -5.246469497680664, -5.934198379516602, -0.10614204406738281, -5.71502685546875, -5.228549957275391, -4.4644622802734375]",4,4],-0.10614204406738281,True,EleutherAI/pythia-1.4b-deduped,
col_constant,9,col_constant_9,False,[4],"4]
[3] [5] [",-0.5758075714111328,[4],True,"[-0.08359336853027344, -4.502689361572266, -3.8339691162109375, -4.70189094543457, -3.9537429809570312, -6.916760444641113, -6.513121604919434, -4.966024398803711]",0,4],-0.08359336853027344,True,EleutherAI/pythia-1.4b-deduped,
dist3_diag1,9,dist3_diag1_9,False,[8],"8]
[0] [5] [",-3.6154518127441406,[8],True,"[-3.1039485931396484, -1.944375991821289, -2.980043411254883, -1.2897987365722656, -3.5281848907470703, -3.1182918548583984, -1.3683414459228516, -3.544069290161133]",3,8],-1.2897987365722656,True,EleutherAI/pythia-1.4b-deduped,
dist3_diag2,9,dist3_diag2_9,False,[5],"5]
[1] [5] [",-2.6574363708496094,[5],True,"[-4.964387893676758, -3.343973159790039, -0.23351478576660156, -4.774742126464844, -3.0588722229003906, -5.100742340087891, -3.766735076904297, -4.185773849487305]",2,5],-0.23351478576660156,True,EleutherAI/pythia-1.4b-deduped,
prog_size1,9,prog_size1_9,False,[3],"3]
[4] [3] [",-0.5557861328125,[3],True,"[-5.857683181762695, -3.7317352294921875, -6.059749603271484, -7.672726631164551, -0.09876823425292969, -3.461589813232422, -4.159778594970703, -4.55316162109375]",4,3],-0.09876823425292969,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb0,9,two_rule_comb0_9,False,[9 0],"9 0]
[10 3] [10",-1.0202293395996094,"[9, 0]",True,"[-8.68345832824707, -9.697101593017578, -0.04742431640625, -10.601728439331055, -10.101390838623047, -9.225645065307617, -8.466194152832031, -9.953805923461914]",2,9 0],-0.04742431640625,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb1,9,two_rule_comb1_9,False,[3 1],"3 1]
[3 3] [4",-4.664340972900391,"[3, 1]",True,"[-5.518716812133789, -4.01118278503418, -2.624500274658203, -6.685651779174805, -0.9787979125976562, -2.771869659423828, -7.430288314819336, -8.377862930297852]",4,3 1],-0.9787979125976562,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb2,9,two_rule_comb2_9,False,[6 5],"6 5]
[5 6] [5",-2.1204833984375,"[6, 5]",True,"[-9.050958633422852, -9.97189712524414, -0.08262443542480469, -11.382352828979492, -8.316373825073242, -5.655666351318359, -6.361764907836914, -9.397360801696777]",2,6 5],-0.08262443542480469,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb3,9,two_rule_comb3_9,False,[4 5],"4 5]
[4 5] [8",-4.166181564331055,"[4, 5]",True,"[-3.231525421142578, -7.157876968383789, -7.632970809936523, -1.2227935791015625, -7.12481689453125, -4.593328475952148, -8.858139038085938, -4.480226516723633]",3,4 5],-1.2227935791015625,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb4,9,two_rule_comb4_9,False,[2 4],"2 6]
[3 6] [2",-2.5158634185791016,"[2, 6]",False,"[-5.325252532958984, -8.874366760253906, -7.40269660949707, -5.288730621337891, -5.675327301025391, -7.010246276855469, -5.214075088500977, -1.472635269165039]",7,2 4],-1.472635269165039,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb5,9,two_rule_comb5_9,False,[3 4],"3 4]
[4 3] [3",-1.3950977325439453,"[3, 4]",True,"[-5.835105895996094, -3.6821041107177734, -5.675605773925781, -8.716297149658203, -6.681737899780273, -0.5379123687744141, -3.4227333068847656, -9.484893798828125]",5,3 4],-0.5379123687744141,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb0,9,three_rule_comb0_9,False,[8 9 4],"8 9 4]
[9 10 8]",-2.971813201904297,"[8, 9, 4]",True,"[-8.277107238769531, -10.357040405273438, -11.10068130493164, -0.09854507446289062, -9.831350326538086, -12.079734802246094, -9.351125717163086, -8.677118301391602]",3,8 9 4],-0.09854507446289062,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb1,9,three_rule_comb1_9,False,[7 7 8],"7 3 8]
[0 4 1]",-3.9615440368652344,"[7, 3, 8]",False,"[-7.783832550048828, -7.445568084716797, -9.168107986450195, -3.756898880004883, -8.651365280151367, -6.857751846313477, -3.492460250854492, -9.462118148803711]",6,7 7 8],-3.492460250854492,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb2,9,three_rule_comb2_9,False,[1 8 5],"1 8 5]
[9 7 6]",-0.29722023010253906,"[1, 8, 5]",True,"[-17.049509048461914, -0.041393280029296875, -12.753896713256836, -17.10596466064453, -16.411117553710938, -13.603485107421875, -15.992637634277344, -16.061134338378906]",1,1 8 5],-0.041393280029296875,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb3,9,three_rule_comb3_9,False,[9 0 4],"4 2 3]
[4 2 4]",-5.335380554199219,"[4, 2, 3]",False,"[-9.861763000488281, -3.859193801879883, -2.0706253051757812, -8.327995300292969, -9.579072952270508, -4.435789108276367, -9.484203338623047, -10.116350173950195]",2,9 0 4],-2.0706253051757812,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb4,9,three_rule_comb4_9,False,[0 1 9],"5 1 6]
[5 3 6]",-7.7367095947265625,"[5, 1, 6]",False,"[-7.423557281494141, -5.779178619384766, -8.639034271240234, -6.1209716796875, -11.151212692260742, -5.7520599365234375, -4.730791091918945, -6.648412704467773]",6,5 3 1],-4.730791091918945,False,EleutherAI/pythia-1.4b-deduped,
three_rule_comb5,9,three_rule_comb5_9,False,[6 1 5],"6 1 5]
[5 0 6]",-2.187562942504883,"[6, 1, 5]",True,"[-0.9820995330810547, -10.525957107543945, -12.158353805541992, -9.62948989868164, -6.290430068969727, -7.85325813293457, -15.738496780395508, -5.972434997558594]",0,6 1 5],-0.9820995330810547,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb6,9,three_rule_comb6_9,False,[5 5 1],"5 5 6]
[5 5 6]",-4.286237716674805,"[5, 5, 6]",False,"[-7.434247970581055, -5.782125473022461, -8.427572250366211, -12.02393913269043, -10.924118041992188, -8.199060440063477, -2.207073211669922, -8.279928207397461]",6,5 5 1],-2.207073211669922,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb7,9,three_rule_comb7_9,False,[6 2 8],"6 2 6]
[2 1 6]",-4.231515884399414,"[6, 2, 6]",False,"[-6.80396842956543, -4.9381256103515625, -7.01899528503418, -4.5379791259765625, -5.777833938598633, -4.5311279296875, -4.279621124267578, -8.313617706298828]",6,5 4 6],-4.279621124267578,False,EleutherAI/pythia-1.4b-deduped,
three_rule_comb8,9,three_rule_comb8_9,False,[0 7 0],"4 5 0]
[4 5 0]",-4.045934677124023,"[4, 5, 0]",False,"[-8.101400375366211, -4.250560760498047, -11.717960357666016, -13.118646621704102, -6.837667465209961, -11.36635971069336, -13.396581649780273, -9.675054550170898]",1,0 7 0],-4.250560760498047,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb9,9,three_rule_comb9_9,False,[0 5 8],"0 5 5]
[1 6 6]",-3.493785858154297,"[0, 5, 5]",False,"[-5.346549987792969, -10.318902969360352, -7.966983795166016, -4.165519714355469, -10.186500549316406, -5.810459136962891, -9.715824127197266, -10.010797500610352]",3,0 5 8],-4.165519714355469,True,EleutherAI/pythia-1.4b-deduped,
c3_set_union,9,c3_set_union_9,True,[0 2 1 6],"0 1]
[2] [6]",-5.537832260131836,[0 1],False,"[-3.4887428283691406, -3.578805923461914, -2.2804946899414062, -4.281070709228516, 0.0, -2.8460636138916016, -8.253864288330078, -6.958301544189453]",4,],0.0,False,EleutherAI/pythia-1.4b-deduped,
c1_set_union,9,c1_set_union_9,True,[9],"9]
[4 2] [4]",-4.153383255004883,[9],True,"[-4.645412445068359, -2.289318084716797, -10.885475158691406, -6.819986343383789, -12.270288467407227, -11.157392501831055, -0.3930034637451172, -8.242975234985352]",6,9],-0.3930034637451172,True,EleutherAI/pythia-1.4b-deduped,
c2_set_union,9,c2_set_union_9,True,[4],"0] [0]
[0] [",-5.893161773681641,[0],False,"[-4.286014556884766, -2.3951053619384766, -5.343296051025391, -1.53643798828125, 0.0, -3.0785045623779297, -3.9438133239746094, -3.0123291015625]",4,],0.0,False,EleutherAI/pythia-1.4b-deduped,
AND,9,AND_9,True,[6],"6] [8]
[1 6]",-3.696636199951172,[6],True,"[-12.001466751098633, -3.593507766723633, -11.596080780029297, -6.112951278686523, -0.1280193328857422, -8.796245574951172, -9.205682754516602, -7.173896789550781]",4,6],-0.1280193328857422,True,EleutherAI/pythia-1.4b-deduped,
XOR,9,XOR_9,True,[4 2],"3 9]
[3 9] [2",-5.094257354736328,[3 9],False,"[-4.570882797241211, -12.348817825317383, -10.32390022277832, -9.082442283630371, -9.563180923461914, -17.15298080444336, -4.141836166381836, -9.79417896270752]",6,4 2],-4.141836166381836,True,EleutherAI/pythia-1.4b-deduped,
c3_set_union_permuted,9,c3_set_union_permuted_9,True,[6 9 2 4],"2]
[2] [2] [",-7.486379623413086,[2],False,"[-3.0779285430908203, -4.422279357910156, -12.472616195678711, -2.958385467529297, -9.704574584960938, -4.093530654907227, -3.874774932861328, -8.613435745239258]",3,4],-2.958385467529297,False,EleutherAI/pythia-1.4b-deduped,
c2_set_union_permuted,9,c2_set_union_permuted_9,True,[4],4] [4] [4] [4,-6.120752334594727,[4],True,"[-5.918054580688477, -3.8627586364746094, -5.026449203491211, -7.142848968505859, -1.7563838958740234, -8.653495788574219, -8.401405334472656, -10.21830940246582]",4,4],-1.7563838958740234,True,EleutherAI/pythia-1.4b-deduped,
c1_set_union_permuted,9,c1_set_union_permuted_9,True,[9],"2]
[9 2] [2]",-7.27763557434082,[2],False,"[-12.347003936767578, -6.801784515380859, -4.535991668701172, -1.8384647369384766, -11.27908706665039, -2.2047195434570312, -6.221881866455078, -6.56132698059082]",3,9],-1.8384647369384766,True,EleutherAI/pythia-1.4b-deduped,
XOR_permuted,9,XOR_permuted_9,True,[8 3],"8 3]
[0 0] [0",-5.712799072265625,[3 8],True,"[-9.079475402832031, -1.892333984375, -16.466896057128906, -4.949365615844727, 0.0, -5.017236709594727, -10.62205696105957, -1.4589366912841797]",4,],0.0,False,EleutherAI/pythia-1.4b-deduped,
AND_permuted,9,AND_permuted_9,True,[],"0] [0]
[5] [",-2.959737777709961,[0],False,"[-12.769556045532227, 0.0, -5.44764518737793, -6.131996154785156, -2.503995895385742, -13.307817459106445, -3.1021080017089844, -15.307046890258789]",1,],0.0,True,EleutherAI/pythia-1.4b-deduped,
row_constant,10,row_constant_10,False,[8],"8]
[3] [3] [",-1.9021415710449219,[8],True,"[-5.323844909667969, -3.9156932830810547, -0.07967758178710938, -5.0344696044921875, -5.309259414672852, -5.013845443725586, -5.71434211730957, -4.422243118286133]",2,8],-0.07967758178710938,True,EleutherAI/pythia-1.4b-deduped,
col_constant,10,col_constant_10,False,[5],"5]
[7] [2] [",-0.4864959716796875,[5],True,"[-5.358713150024414, -4.653408050537109, -4.504964828491211, -5.329507827758789, -4.200542449951172, -5.753958702087402, -6.468207359313965, -0.08143806457519531]",7,5],-0.08143806457519531,True,EleutherAI/pythia-1.4b-deduped,
dist3_diag1,10,dist3_diag1_10,False,[5],"1]
[2] [1] [",-2.139995574951172,[1],False,"[-0.8386936187744141, -1.5151557922363281, -4.671953201293945, -2.8607177734375, -4.5691680908203125, -2.6719131469726562, -3.3484020233154297, -1.9154891967773438]",0,1],-0.8386936187744141,False,EleutherAI/pythia-1.4b-deduped,
dist3_diag2,10,dist3_diag2_10,False,[7],"7]
[8] [7] [",-2.4033851623535156,[7],True,"[-3.938047409057617, -2.5120010375976562, -4.261867523193359, -2.461912155151367, -3.4651966094970703, -0.49773597717285156, -4.196189880371094, -3.6421966552734375]",5,7],-0.49773597717285156,True,EleutherAI/pythia-1.4b-deduped,
prog_size1,10,prog_size1_10,False,[4],"4]
[5] [4] [",-0.8325901031494141,[4],True,"[-6.621598243713379, -4.529655456542969, -0.20092391967773438, -3.253629684448242, -3.421792984008789, -2.594076156616211, -5.179866790771484, -4.926813125610352]",2,4],-0.20092391967773438,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb0,10,two_rule_comb0_10,False,[7 2],"7 2]
[9 5] [9",-2.0559349060058594,"[7, 2]",True,"[-8.860753059387207, -0.0774383544921875, -7.316505432128906, -7.296648025512695, -7.885683059692383, -9.592972755432129, -5.376218795776367, -8.456619262695312]",1,7 2],-0.0774383544921875,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb1,10,two_rule_comb1_10,False,[3 7],"3 7]
[0 7] [1",-4.598173141479492,"[3, 7]",True,"[-1.2989349365234375, -4.36181640625, -6.3273468017578125, -6.522520065307617, -2.1949329376220703, -2.851045608520508, -2.6508426666259766, -7.493480682373047]",0,3 7],-1.2989349365234375,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb2,10,two_rule_comb2_10,False,[8 8],"8 8]
[7 9] [8",-2.7570247650146484,"[8, 8]",True,"[-7.324460983276367, -6.666461944580078, -7.341687202453613, -6.986841201782227, -7.114839553833008, -9.869325637817383, -0.5015640258789062, -10.061454772949219]",6,8 8],-0.5015640258789062,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb3,10,two_rule_comb3_10,False,[0 4],"0 4]
[0 4] [3",-4.368293762207031,"[0, 4]",True,"[-3.2768096923828125, -7.975454330444336, -7.568788528442383, -5.858251571655273, -5.117067337036133, -9.189289093017578, -2.577911376953125, -0.8273830413818359]",7,0 4],-0.8273830413818359,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb4,10,two_rule_comb4_10,False,[8 5],"7 5]
[6 0] [7",-4.357120513916016,"[7, 5]",False,"[-8.588493347167969, -2.795846939086914, -4.974433898925781, -4.423662185668945, -4.41746711730957, -5.382560729980469, -6.234447479248047, -7.056667327880859]",1,8 5],-2.795846939086914,True,EleutherAI/pythia-1.4b-deduped,
two_rule_comb5,10,two_rule_comb5_10,False,[9 0],"9 0]
[8 1] [9",-1.5145912170410156,"[9, 0]",True,"[-9.251880645751953, -5.404474258422852, -9.207961082458496, -4.335304260253906, -8.261402130126953, -5.177295684814453, -0.6377887725830078, -6.577116012573242]",6,9 0],-0.6377887725830078,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb0,10,three_rule_comb0_10,False,[1 5 7],"1 5 7]
[7 4 8]",-2.680879592895508,"[1, 5, 7]",True,"[-14.161275863647461, -13.94282341003418, -14.280607223510742, -13.763059616088867, -0.08181953430175781, -16.07297706604004, -7.232177734375, -10.078371047973633]",4,1 5 7],-0.08181953430175781,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb1,10,three_rule_comb1_10,False,[1 9 1],"1 3 1]
[8 9 1]",-4.561149597167969,"[1, 3, 1]",False,"[-6.193538665771484, -10.435426712036133, -14.298406600952148, -8.687814712524414, -9.585908889770508, -2.604604721069336, -9.173738479614258, -14.338987350463867]",5,1 9 1],-2.604604721069336,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb2,10,three_rule_comb2_10,False,[1 5 9],"1 5 9]
[1 5 7]",-5.181074142456055,"[1, 5, 9]",True,"[-11.809890747070312, -11.012813568115234, -0.3574714660644531, -11.564638137817383, -13.441865921020508, -12.472993850708008, -12.159858703613281, -10.903833389282227]",2,1 5 9],-0.3574714660644531,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb3,10,three_rule_comb3_10,False,[6 2 7],"6 9 7]
[8 9 7]",-7.689840316772461,"[6, 9, 7]",False,"[-7.709142684936523, -6.2477264404296875, -7.279966354370117, -6.4794769287109375, -4.544227600097656, -6.729663848876953, -7.096471786499023, -2.4012794494628906]",7,6 2 7],-2.4012794494628906,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb4,10,three_rule_comb4_10,False,[8 1 5],"8 1 4]
[7 9 6]",-6.099084854125977,"[8, 1, 4]",False,"[-2.853731155395508, -9.259437561035156, -8.423545837402344, -7.326770782470703, -8.73991584777832, -10.393806457519531, -9.588277816772461, -12.091836929321289]",0,8 1 5],-2.853731155395508,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb5,10,three_rule_comb5_10,False,[5 5 6],"5 4 5]
[4 7 5]",-3.7596702575683594,"[5, 4, 5]",False,"[-9.008281707763672, -2.353923797607422, -12.689884185791016, -5.382951736450195, -7.278953552246094, -9.990060806274414, -4.154272079467773, -6.645074844360352]",1,5 4 6],-2.353923797607422,False,EleutherAI/pythia-1.4b-deduped,
three_rule_comb6,10,three_rule_comb6_10,False,[3 1 8],"3 1 8]
[3 1 8]",-1.3510665893554688,"[3, 1, 8]",True,"[-6.89506721496582, -10.620908737182617, -11.556661605834961, -10.423978805541992, -9.954425811767578, -0.2085094451904297, -12.735395431518555, -11.981977462768555]",5,3 1 8],-0.2085094451904297,True,EleutherAI/pythia-1.4b-deduped,
three_rule_comb7,10,three_rule_comb7_10,False,[5 1 4],"7 3 4]
[7 3 4]",-7.4476165771484375,"[7, 3, 4]",False,"[-10.764070510864258, -6.225130081176758, -5.126415252685547, -6.194721221923828, -4.534509658813477, -5.405525207519531, -4.506614685058594, -9.020280838012695]",6,5 7 7],-4.506614685058594,False,EleutherAI/pythia-1.4b-deduped,
three_rule_comb8,10,three_rule_comb8_10,False,[3 5 6],"3 2 3]
[4 4 5]",-3.3239707946777344,"[3, 2, 3]",False,"[-10.058158874511719, -3.3371028900146484, -1.5769004821777344, -7.788909912109375, -15.196861267089844, -12.480537414550781, -10.233596801757812, -4.244626998901367]",2,3 2 3],-1.5769004821777344,False,EleutherAI/pythia-1.4b-deduped,
three_rule_comb9,10,three_rule_comb9_10,False,[0 8 1],"4 4 3]
[4 4 3]",-2.7311859130859375,"[4, 4, 3]",False,"[-9.406753540039062, -7.616064071655273, -5.840166091918945, -8.036252975463867, -8.067995071411133, -9.604001998901367, -5.985809326171875, -8.291866302490234]",2,2 6 5],-5.840166091918945,False,EleutherAI/pythia-1.4b-deduped,
c3_set_union,10,c3_set_union_10,True,[9 0 7 1],"9 7]
[0] [1]",-3.169910430908203,[7 9],False,"[-6.001718521118164, -4.439226150512695, -2.9081592559814453, -5.2022552490234375, -4.273412704467773, -6.817018508911133, -3.472402572631836, -1.3129901885986328]",7,9 7],-1.3129901885986328,False,EleutherAI/pythia-1.4b-deduped,
