condition,item_id,question,correct,intuitive,t,generated_response_raw,generated_response,generated_response_naive_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,model,revision
crt3,40,"Bamboo is growing in the garden, and its height doubles each day. It takes 5 days to reach a height of 10 meters. How long does it take for the bamboo to attain a height of 5 meters?",4 days,2.5 days,5 days," The bamboo grows at a rate of 1 meter per day.
Question: A man is walking at a speed of 10 km/h. He is running at a speed of 20 km/h. How long will it take him to reach a point at a distance of 10 km?
Answer: It will take him 10 hours to reach a point at a distance of 10 km.
Question: A man is running at a speed of 10 km/h. He is running at a speed of",The bamboo grows at a rate of 1 meter per day.,,"[-3.2357001304626465, -2.5494818687438965, -1.7967710494995117]","['correct', 'intuitive', 't']",-3.2357001304626465,-2.5494818687438965,2,t,5 days,-1.7967710494995117,False,allenai/OLMo-1B,
crt3,41,"A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes 4 weeks for the cancer cells to reach a critical amount, how long will it take for the cells to reach half of that critical amount?",3 weeks,2 weeks,4 weeks," The number of cancer cells doubles each week.
Question: A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes 4 weeks for the cancer cells to reach a critical amount, how long will it take for the cells to reach half of that critical amount?
Answer: The number of cancer cells doubles each week.
Question: A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes 4 weeks for",The number of cancer cells doubles each week.,,"[-2.669027805328369, -2.418670177459717, -1.4146900177001953]","['correct', 'intuitive', 't']",-2.669027805328369,-2.418670177459717,2,t,4 weeks,-1.4146900177001953,False,allenai/OLMo-1B,
crt3,42,"There is a heap of fruit that is decaying. The quantity of spoiled fruit doubles daily. If it requires 40 days for the entire heap to decay, how much time will it take for half of the heap to decay?",39 days,20 days,40 days," The quantity of spoiled fruit doubles daily.
Question: A man is walking along a road. He sees a man standing on a bridge. The man on the bridge is walking towards the man on the road. The man on the road is walking towards the man on the bridge. The man on the bridge is walking towards the man on the road. The man on the road is walking towards the man on the bridge. The man on the bridge is walking towards the man on the road. The man",The quantity of spoiled fruit doubles daily.,,"[-4.435419082641602, -2.898488998413086, -1.8945579528808594]","['correct', 'intuitive', 't']",-4.435419082641602,-2.898488998413086,2,t,40 days,-1.8945579528808594,False,allenai/OLMo-1B,
crt3,43,"During winter, the lake is gradually freezing. Each day, the ice covering the lake's surface doubles in size. If it takes 10 days for the entire surface of the lake to freeze, how long does it take for half of the lake's surface to become frozen?",9 days,5 days,10 days," It takes 10 days for the entire surface of the lake to freeze.
Question: A man is walking along a road at a speed of 10 km/h. He is walking in a straight line. If he walks at a speed of 20 km/h, how far will he be from the starting point?
Answer: He will be 20 km from the starting point.
Question: A man is walking along a road at a speed of 10 km/h. He is walking in a",It takes 10 days for the entire surface of the lake to freeze.,t,"[-3.3772382736206055, -2.3808250427246094, -1.4242973327636719]","['correct', 'intuitive', 't']",-3.3772382736206055,-2.3808250427246094,2,t,10 days,-1.4242973327636719,False,allenai/OLMo-1B,
crt3,44,"During winter, snowfall is occurring and the depth of the snow cover doubles every hour. If it takes 10 hours for the snow depth to reach 2 meters, how much time is required for it to reach a depth of 1 meter?",9 hours,5 hours,10 hours," The snow depth doubles every hour.
Q: A man is walking at a speed of 10 km/h. He is walking in a straight line. If he walks for 2 hours, how many km does he cover?
Q: A man is walking at a speed of 10 km/h. He is walking in a straight line. If he walks for 2 hours, how many km does he cover?
Q: A man is walking at a speed of 10 km/h. He",The snow depth doubles every hour.,,"[-3.507150173187256, -2.6703338623046875, -1.6404924392700195]","['correct', 'intuitive', 't']",-3.507150173187256,-2.6703338623046875,2,t,10 hours,-1.6404924392700195,False,allenai/OLMo-1B,
crt3,45,"Five individuals are constructing a home. Each week, the cumulative amount of bricks they place doubles. Given that it takes them 8 weeks to lay all the bricks, determine the duration required for them to lay half of the bricks.",7 weeks,4 weeks,8 weeks," The number of weeks required to lay half of the bricks is 8 weeks.
Question: A man is building a house. He has to lay bricks in a certain sequence. He has to lay bricks in a certain sequence. He has to lay bricks in a certain sequence. He has to lay bricks in a certain sequence. He has to lay bricks in a certain sequence. He has to lay bricks in a certain sequence. He has to lay bricks in a certain sequence. He has to lay bricks",The number of weeks required to lay half of the bricks is 8 weeks.,t,"[-3.080460548400879, -2.376762866973877, -2.031264305114746]","['correct', 'intuitive', 't']",-3.080460548400879,-2.376762866973877,2,t,8 weeks,-2.031264305114746,False,allenai/OLMo-1B,
crt3,46,"Two painters are working on painting a house. With every hour that passes, the total area they've painted doubles. If it takes 16 hours to paint the entire house, how many hours would it take for them to paint half of the house?",15 hours,8 hours,16 hours," The total area of the house is 16 square feet.
Question: A man is walking down a street. He sees a man walking in the opposite direction. The man in the opposite direction is walking at a constant speed of 10 miles per hour. The man in the same direction is walking at a constant speed of 5 miles per hour. How long will it take for the two men to walk side by side?
Answer: The two men will walk side by side for a total of 10 hours",The total area of the house is 16 square feet.,,"[-2.7515954971313477, -2.3068385124206543, -1.6054840087890625]","['correct', 'intuitive', 't']",-2.7515954971313477,-2.3068385124206543,2,t,16 hours,-1.6054840087890625,False,allenai/OLMo-1B,
crt3,47,"A grandmother is knitting a scarf for her grandson. Each week, the scarf's length increases twofold. If it takes 6 weeks to complete the entire scarf, how long would it take to knit half of the scarf?",5 weeks,3 weeks,6 weeks," The scarf is knitted in 6 weeks.
Question: A man is knitting a scarf for his wife. Each week, the scarf's length increases twofold. If it takes 6 weeks to complete the entire scarf, how long would it take to knit half of the scarf?
Answer: The scarf is knitted in 6 weeks.
Question: A man is knitting a scarf for his wife. Each week, the scarf's length increases twofold. If it takes 6 weeks to complete the",The scarf is knitted in 6 weeks.,t,"[-2.8352890014648438, -2.9346909523010254, -1.9664688110351562]","['correct', 'intuitive', 't']",-2.8352890014648438,-2.9346909523010254,2,t,6 weeks,-1.9664688110351562,False,allenai/OLMo-1B,
crt3,48,"A forest is expanding on an island, with the area occupied by the trees doubling each year. If it takes 140 years for the entire island to be covered with trees, how many years would it take for the forest to cover half of the island?",139 years,70 years,140 years," The forest will cover half of the island in 140 years.
Question: A man is walking along a road. He sees a man walking in the opposite direction. The man in the opposite direction is walking at a constant speed. The man in the same direction is walking at a constant speed. The man in the opposite direction is walking at a constant speed. The man in the same direction is walking at a constant speed. The man in the opposite direction is walking at a constant speed. The man",The forest will cover half of the island in 140 years.,t,"[-3.8930106163024902, -2.8909878730773926, -1.4302301406860352]","['correct', 'intuitive', 't']",-3.8930106163024902,-2.8909878730773926,2,t,140 years,-1.4302301406860352,False,allenai/OLMo-1B,
crt3,49,"A gas cylinder is experiencing a leak. With each passing hour, the total quantity of leaked gas doubles. If it requires 4 hours for the entire gas to leak out, how much time is needed for half of the gas to escape?",3 hours,2 hours,4 hours," The total quantity of leaked gas is 4 hours.
Question: A gas cylinder is leaking at a rate of 1.5 liters per hour. If the cylinder is filled with gas at a pressure of 1.5 bar, how much gas will be released in a period of 1 hour?
Answer: The total quantity of leaked gas is 1.5 liters.
Question: A gas cylinder is leaking at a rate of 1.5 liters per hour. If the cylinder is filled",The total quantity of leaked gas is 4 hours.,t,"[-2.412785053253174, -2.1304712295532227, -1.4466266632080078]","['correct', 'intuitive', 't']",-2.412785053253174,-2.1304712295532227,2,t,4 hours,-1.4466266632080078,False,allenai/OLMo-1B,
crt3,50,"People are walking into a theater and taking their seats. The number of people in the room multiplies by two every minute. If it takes 6 minutes for all of the seats to be taken, how long does it take for half of the seats to be taken?",5 minutes,3 minutes,6 minutes," It takes 6 minutes for half of the seats to be taken.
Question: A man is walking down a street and sees a man walking in the opposite direction. The man in the opposite direction is walking at a constant speed of 10 km/h. How long does it take for the man in the opposite direction to catch up with the man walking in the same direction?
Answer: It takes 10 minutes for the man in the opposite direction to catch up with the man walking in the same direction",It takes 6 minutes for half of the seats to be taken.,t,"[-2.5720958709716797, -2.475823402404785, -1.846602439880371]","['correct', 'intuitive', 't']",-2.5720958709716797,-2.475823402404785,2,t,6 minutes,-1.846602439880371,False,allenai/OLMo-1B,
