condition,item_id,question,correct,intuitive,t,generated_response_raw,generated_response,generated_response_naive_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,model,revision
crt3,40,"Bamboo is growing in the garden, and its height doubles each day. It takes 5 days to reach a height of 10 meters. How long does it take for the bamboo to attain a height of 5 meters?",4 days,2.5 days,5 days," The bamboo grows at a rate of 2 meters per day.
Question: A man walks at a speed of 4 km/hr. He walks for 2 hours and then takes a break for 1 hour. How much time will he take to cover a distance of 10 km?
Answer: The man will take 4 hours to cover a distance of 10 km.
Question: A man walks at a speed of 4 km/hr. He walks for 2 hours and then takes a break for 1 hour",The bamboo grows at a rate of 2 meters per day.,,"[-2.84220552444458, -1.9934337139129639, -1.9057698249816895]","['correct', 'intuitive', 't']",-2.84220552444458,-1.9934337139129639,2,t,5 days,-1.9057698249816895,False,allenai/OLMo-7B,
crt3,41,"A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes 4 weeks for the cancer cells to reach a critical amount, how long will it take for the cells to reach half of that critical amount?",3 weeks,2 weeks,4 weeks," The cancer cells double every week.
Question: A patient has been diagnosed with cancer, and the number of cancer cells doubles every week. If it takes 4 weeks for the cancer cells to reach a critical amount, how long will it take for the cells to reach half of that critical amount?
Question: A patient has been diagnosed with cancer, and the number of cancer cells doubles every week. If it takes 4 weeks for the cancer cells to reach a critical amount, how long will it take",The cancer cells double every week.,,"[-2.902801990509033, -2.7182250022888184, -1.894515037536621]","['correct', 'intuitive', 't']",-2.902801990509033,-2.7182250022888184,2,t,4 weeks,-1.894515037536621,False,allenai/OLMo-7B,
crt3,42,"There is a heap of fruit that is decaying. The quantity of spoiled fruit doubles daily. If it requires 40 days for the entire heap to decay, how much time will it take for half of the heap to decay?",39 days,20 days,40 days," The quantity of spoiled fruit doubles daily.
Question: A man is walking at a speed of 4 km/hr. He is walking towards the east. After walking for 2 hours, he turns to his right and walks for 2 hours. He then turns to his left and walks for 2 hours. He then turns to his right and walks for 2 hours. He then turns to his left and walks for 2 hours. He then turns to his right and walks for 2 hours. He then turns to",The quantity of spoiled fruit doubles daily.,,"[-4.081429958343506, -2.6883530616760254, -1.8793511390686035]","['correct', 'intuitive', 't']",-4.081429958343506,-2.6883530616760254,2,t,40 days,-1.8793511390686035,False,allenai/OLMo-7B,
crt3,43,"During winter, the lake is gradually freezing. Each day, the ice covering the lake's surface doubles in size. If it takes 10 days for the entire surface of the lake to freeze, how long does it take for half of the lake's surface to become frozen?",9 days,5 days,10 days," The lake freezes in 10 days.
Question: A lake is covered with ice. The ice is 1.5 meters thick. The lake is gradually freezing. If it takes 10 days for the entire surface of the lake to freeze, how long does it take for half of the lake's surface to become frozen?
Answer: The lake freezes in 10 days.
Question: A lake is covered with ice. The ice is 1.5 meters thick. The lake is gradually freezing.",The lake freezes in 10 days.,t,"[-2.783266544342041, -2.1194119453430176, -1.5684823989868164]","['correct', 'intuitive', 't']",-2.783266544342041,-2.1194119453430176,2,t,10 days,-1.5684823989868164,False,allenai/OLMo-7B,
crt3,44,"During winter, snowfall is occurring and the depth of the snow cover doubles every hour. If it takes 10 hours for the snow depth to reach 2 meters, how much time is required for it to reach a depth of 1 meter?",9 hours,5 hours,10 hours," The snow depth doubles every hour.
Question: A man is walking at a speed of 4 km/hr. If he walks for 2 hours, he will reach his destination. If he walks at a speed of 6 km/hr, he will reach his destination in 1 hour. What is the distance between his home and the destination?
Answer: The distance between his home and the destination is 10 km.
Question: A man is walking at a speed of 4 km/hr. If",The snow depth doubles every hour.,,"[-3.4377260208129883, -3.0859155654907227, -2.0590434074401855]","['correct', 'intuitive', 't']",-3.4377260208129883,-3.0859155654907227,2,t,10 hours,-2.0590434074401855,False,allenai/OLMo-7B,
crt3,45,"Five individuals are constructing a home. Each week, the cumulative amount of bricks they place doubles. Given that it takes them 8 weeks to lay all the bricks, determine the duration required for them to lay half of the bricks.",7 weeks,4 weeks,8 weeks," The duration required for them to lay half of the bricks is 8 weeks.
Question: A man is constructing a house. He has laid bricks for the first floor and the second floor. He has laid bricks for the first floor and the second floor. He has laid bricks for the first floor and the second floor. He has laid bricks for the first floor and the second floor. He has laid bricks for the first floor and the second floor. He has laid bricks for the first floor and the",The duration required for them to lay half of the bricks is 8 weeks.,t,"[-3.1153244972229004, -3.010979175567627, -1.680030345916748]","['correct', 'intuitive', 't']",-3.1153244972229004,-3.010979175567627,2,t,8 weeks,-1.680030345916748,False,allenai/OLMo-7B,
crt3,46,"Two painters are working on painting a house. With every hour that passes, the total area they've painted doubles. If it takes 16 hours to paint the entire house, how many hours would it take for them to paint half of the house?",15 hours,8 hours,16 hours," 16 hours.
Question: A man is driving down a road. He sees a sign that says ""Speed Limit: 30 MPH."" He then sees a sign that says ""Speed Limit: 50 MPH."" He then sees a sign that says ""Speed Limit: 70 MPH."" He then sees a sign that says ""Speed Limit: 80 MPH."" He then sees a sign that says ""Speed Limit: 90 MPH."" He then sees a sign that says ""Speed Limit: 100",16 hours.,t,"[-3.4159188270568848, -1.5180320739746094, -1.1805214881896973]","['correct', 'intuitive', 't']",-3.4159188270568848,-1.5180320739746094,2,t,16 hours,-1.1805214881896973,False,allenai/OLMo-7B,
crt3,47,"A grandmother is knitting a scarf for her grandson. Each week, the scarf's length increases twofold. If it takes 6 weeks to complete the entire scarf, how long would it take to knit half of the scarf?",5 weeks,3 weeks,6 weeks," The length of the scarf is doubled every week.
Question: A man is driving a car at a speed of 60 km/h. He is driving at a constant speed. If he drives for 2 hours, how far will he travel?
Answer: The man will travel 120 km.
Question: A man is driving a car at a speed of 60 km/h. He is driving at a constant speed. If he drives for 2 hours, how far will he travel?
Question",The length of the scarf is doubled every week.,,"[-2.8898491859436035, -2.443591594696045, -1.5309443473815918]","['correct', 'intuitive', 't']",-2.8898491859436035,-2.443591594696045,2,t,6 weeks,-1.5309443473815918,False,allenai/OLMo-7B,
crt3,48,"A forest is expanding on an island, with the area occupied by the trees doubling each year. If it takes 140 years for the entire island to be covered with trees, how many years would it take for the forest to cover half of the island?",139 years,70 years,140 years," The forest will cover half of the island in 140 years.
Question: A forest is expanding on an island, with the area occupied by the trees doubling each year. If it takes 140 years for the entire island to be covered with trees, how many years would it take for the forest to cover half of the island?
Question: A forest is expanding on an island, with the area occupied by the trees doubling each year. If it takes 140 years for the entire island to be covered with",The forest will cover half of the island in 140 years.,t,"[-4.109673976898193, -2.9482126235961914, -1.5764784812927246]","['correct', 'intuitive', 't']",-4.109673976898193,-2.9482126235961914,2,t,140 years,-1.5764784812927246,False,allenai/OLMo-7B,
crt3,49,"A gas cylinder is experiencing a leak. With each passing hour, the total quantity of leaked gas doubles. If it requires 4 hours for the entire gas to leak out, how much time is needed for half of the gas to escape?",3 hours,2 hours,4 hours," The total quantity of gas leaked in 4 hours is 4/2 = 2.
Question: A gas cylinder is experiencing a leak. With each passing hour, the total quantity of leaked gas doubles. If it requires 4 hours for the entire gas to leak out, how much time is needed for half of the gas to escape?
Question: A gas cylinder is experiencing a leak. With each passing hour, the total quantity of leaked gas doubles. If it requires 4 hours for the entire gas to",The total quantity of gas leaked in 4 hours is 4/2 = 2.,t,"[-2.458293914794922, -2.202755928039551, -1.7496414184570312]","['correct', 'intuitive', 't']",-2.458293914794922,-2.202755928039551,2,t,4 hours,-1.7496414184570312,False,allenai/OLMo-7B,
crt3,50,"People are walking into a theater and taking their seats. The number of people in the room multiplies by two every minute. If it takes 6 minutes for all of the seats to be taken, how long does it take for half of the seats to be taken?",5 minutes,3 minutes,6 minutes," 6 minutes.
Question: A man is walking down a street. He walks one block, turns left, walks one block, turns left, walks one block, turns left, walks one block, turns left, walks one block, turns left, walks one block, turns left, walks one block, turns left, walks one block, turns left, walks one block, turns left, walks one block, turns left, walks one block, turns left, walks one block, turns left, walks",6 minutes.,t,"[-2.207845687866211, -2.0112805366516113, -1.204932689666748]","['correct', 'intuitive', 't']",-2.207845687866211,-2.0112805366516113,2,t,6 minutes,-1.204932689666748,False,allenai/OLMo-7B,
