model,revision,model_family,training_step,model_n_params,problem_type,problem_ind,problem_id,perm_invariant,correct_answer,response,response_sum_logprob,response_correct,eval_method,pretty_eval_method
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c3_set_union,25,c3_set_union_25,True,[6 9 5 1],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c1_set_union,25,c1_set_union_25,True,[6],"6]
[5 6] [5]",-2.9131336212158203,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c1_set_union,25,c1_set_union_25,True,[6],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c2_set_union,25,c2_set_union_25,True,[1],9 2] [9 3] [9 4,-3.968202590942383,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c2_set_union,25,c2_set_union_25,True,[1],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,AND,25,AND_25,True,[6],"6]
[2 6 6] [4",-4.838779449462891,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,AND,25,AND_25,True,[6],6],-0.0938491821289062,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,XOR,25,XOR_25,True,[2 5],"5 2]
[3 5] [5",-4.402276992797852,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,XOR,25,XOR_25,True,[2 5],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c3_set_union_permuted,25,c3_set_union_permuted_25,True,[7 8 4 6],"7 8]
[6 4] [4",-6.41798210144043,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c3_set_union_permuted,25,c3_set_union_permuted_25,True,[7 8 4 6],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c2_set_union_permuted,25,c2_set_union_permuted_25,True,[0],"0]
[6] [6 0]",-5.259159088134766,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c2_set_union_permuted,25,c2_set_union_permuted_25,True,[0],0],-1.766489028930664,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c1_set_union_permuted,25,c1_set_union_permuted_25,True,[3],"3]
[3 9] [9]",-4.6984100341796875,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c1_set_union_permuted,25,c1_set_union_permuted_25,True,[3],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,XOR_permuted,25,XOR_permuted_25,True,[2 8],"2 1]
[1 3] [1",-5.10529899597168,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,XOR_permuted,25,XOR_permuted_25,True,[2 8],2 8],-2.637453079223633,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,AND_permuted,25,AND_permuted_25,True,[],"9] [9]
[5] [",-6.4420013427734375,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,AND_permuted,25,AND_permuted_25,True,[],],0.0,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,row_constant,26,row_constant_26,False,[5],"5] [5]
[6] [",-3.2922439575195312,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,row_constant,26,row_constant_26,False,[5],5],-0.0688648223876953,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,col_constant,26,col_constant_26,False,[9],"9]
[4] [7] [",-0.3660049438476562,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,col_constant,26,col_constant_26,False,[9],9],-0.0197334289550781,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,dist3_diag1,26,dist3_diag1_26,False,[4],"4]
[3] [4] [",-2.2223682403564453,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,dist3_diag1,26,dist3_diag1_26,False,[4],4],-0.3222637176513672,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,dist3_diag2,26,dist3_diag2_26,False,[4],"4]
[4] [3] [",-2.1561412811279297,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,dist3_diag2,26,dist3_diag2_26,False,[4],4],-0.1548728942871093,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb0,26,two_rule_comb0_26,False,[6 8],"6 8]
[5 6] [5",-2.913177490234375,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb0,26,two_rule_comb0_26,False,[6 8],6 8],-0.0781936645507812,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb1,26,two_rule_comb1_26,False,[8 1],"8 1] [5 1]
[5",-4.825492858886719,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb1,26,two_rule_comb1_26,False,[8 1],8 1],-1.0806121826171875,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb2,26,two_rule_comb2_26,False,[8 7],"8 7]
[6 2] [8",-3.3726539611816406,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb2,26,two_rule_comb2_26,False,[8 7],8 7],-0.3299179077148437,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb3,26,two_rule_comb3_26,False,[1 2],"8 2]
[8 8] [9",-4.759836196899414,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb3,26,two_rule_comb3_26,False,[1 2],1 2],-2.591634750366211,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb4,26,two_rule_comb4_26,False,[1 1],"1 3]
[2 3] [1",-2.3179683685302734,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb4,26,two_rule_comb4_26,False,[1 1],1 1],-1.1766853332519531,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb5,26,two_rule_comb5_26,False,[1 5],"1 5]
[2 4] [1",-0.2768268585205078,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb5,26,two_rule_comb5_26,False,[1 5],1 5],-0.0949821472167968,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb0,26,three_rule_comb0_26,False,[8 9 6],"8 9 6]
[7 1 4]",-2.981842041015625,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb0,26,three_rule_comb0_26,False,[8 9 6],8 9 6],-0.0097846984863281,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb1,26,three_rule_comb1_26,False,[8 7 1],"8 7 1]
[8 7 1]",-4.659694671630859,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb1,26,three_rule_comb1_26,False,[8 7 1],8 7 1],-0.6315650939941406,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb2,26,three_rule_comb2_26,False,[2 3 7],"2 3 7]
[1 0 6]",-2.0509586334228516,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb2,26,three_rule_comb2_26,False,[2 3 7],2 3 7],-0.0966091156005859,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb3,26,three_rule_comb3_26,False,[5 7 8],"5 7 8]
[8 1 0]",-6.446033477783203,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb3,26,three_rule_comb3_26,False,[5 7 8],5 7 8],-3.417928695678711,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb4,26,three_rule_comb4_26,False,[2 7 2],"2 2 2]
[3 2 6]",-3.110626220703125,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb4,26,three_rule_comb4_26,False,[2 7 2],2 7 2],-3.369485855102539,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb5,26,three_rule_comb5_26,False,[7 4 8],"7 4 8]
[6 3 16]",-2.1024837493896484,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb5,26,three_rule_comb5_26,False,[7 4 8],7 4 8],-0.5917224884033203,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb6,26,three_rule_comb6_26,False,[0 7 8],"0 7 8]
[8 0 7]",-6.538175582885742,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb6,26,three_rule_comb6_26,False,[0 7 8],0 7 8],-2.654043197631836,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb7,26,three_rule_comb7_26,False,[4 8 6],"4 8 6]
[3 6 5]",-2.0052032470703125,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb7,26,three_rule_comb7_26,False,[4 8 6],4 8 6],-1.2460041046142578,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb8,26,three_rule_comb8_26,False,[8 8 5],"8 5 6]
[6 4 6]",-7.167417526245117,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb8,26,three_rule_comb8_26,False,[8 8 5],7 4 8],-5.047748565673828,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb9,26,three_rule_comb9_26,False,[0 9 1],"1 6 4]
[2 8 3]",-3.342639923095703,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb9,26,three_rule_comb9_26,False,[0 9 1],0 9 1],-4.3108062744140625,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c3_set_union,26,c3_set_union_26,True,[8 3 9 7],"8 9]
[3 8] [9",-4.697149276733398,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c3_set_union,26,c3_set_union_26,True,[8 3 9 7],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c1_set_union,26,c1_set_union_26,True,[5],"5]
[8 5] [8]",-3.5589447021484375,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c1_set_union,26,c1_set_union_26,True,[5],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c2_set_union,26,c2_set_union_26,True,[7],"3 7 5] [5]
[3",-5.721464157104492,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c2_set_union,26,c2_set_union_26,True,[7],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,AND,26,AND_26,True,[4],"4]
[0 3] [2 3",-3.702077865600586,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,AND,26,AND_26,True,[4],4],-0.031686782836914,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,XOR,26,XOR_26,True,[5 9],"9 3]
[3 9] [9",-3.414552688598633,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,XOR,26,XOR_26,True,[5 9],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c3_set_union_permuted,26,c3_set_union_permuted_26,True,[2 3 0 9],"3 2]
[0 3] [3",-5.360507965087891,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c3_set_union_permuted,26,c3_set_union_permuted_26,True,[2 3 0 9],2 0],-4.220222473144531,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c2_set_union_permuted,26,c2_set_union_permuted_26,True,[8],"8 0]
[8] [8]",-5.445371627807617,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c2_set_union_permuted,26,c2_set_union_permuted_26,True,[8],8 0],-1.49853515625,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c1_set_union_permuted,26,c1_set_union_permuted_26,True,[9],"9]
[5 1] [5]",-4.358579635620117,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c1_set_union_permuted,26,c1_set_union_permuted_26,True,[9],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,XOR_permuted,26,XOR_permuted_26,True,[3 9],"9 8]
[9 8] [8",-5.316194534301758,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,XOR_permuted,26,XOR_permuted_26,True,[3 9],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,AND_permuted,26,AND_permuted_26,True,[],"8] [0]
[0] [",-5.732379913330078,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,AND_permuted,26,AND_permuted_26,True,[],],0.0,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,row_constant,27,row_constant_27,False,[9],"9]
[8] [8] [",-2.3528785705566406,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,row_constant,27,row_constant_27,False,[9],9],-0.0301666259765625,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,col_constant,27,col_constant_27,False,[6],"6]
[0] [9] [",-0.3145618438720703,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,col_constant,27,col_constant_27,False,[6],6],-0.050119400024414,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,dist3_diag1,27,dist3_diag1_27,False,[0],"0]
[2] [9] [",-2.2685813903808594,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,dist3_diag1,27,dist3_diag1_27,False,[0],0],-0.5929508209228516,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,dist3_diag2,27,dist3_diag2_27,False,[3],"3]
[3] [8] [",-2.000743865966797,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,dist3_diag2,27,dist3_diag2_27,False,[3],3],-0.2041168212890625,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb0,27,two_rule_comb0_27,False,[7 7],"7 7]
[5 5] [5",-2.5006370544433594,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb0,27,two_rule_comb0_27,False,[7 7],7 7],-0.0379219055175781,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb1,27,two_rule_comb1_27,False,[6 8],"6 8]
[7 7] [6",-4.481098175048828,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb1,27,two_rule_comb1_27,False,[6 8],6 8],-0.5024681091308594,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb2,27,two_rule_comb2_27,False,[6 1],"6 1]
[7 2] [7",-2.957151412963867,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb2,27,two_rule_comb2_27,False,[6 1],6 1],-0.0432109832763671,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb3,27,two_rule_comb3_27,False,[4 6],"4 6]
[4 6] [1",-2.3489742279052734,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb3,27,two_rule_comb3_27,False,[4 6],4 6],-0.2491397857666015,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb4,27,two_rule_comb4_27,False,[8 4],"7 2]
[7 2] [6",-4.684783935546875,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb4,27,two_rule_comb4_27,False,[8 4],4 6],-4.479097366333008,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb5,27,two_rule_comb5_27,False,[2 6],"2 6]
[3 5] [2",-0.37957763671875,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb5,27,two_rule_comb5_27,False,[2 6],2 6],-0.0816631317138671,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb0,27,three_rule_comb0_27,False,[4 3 3],"4 3 3]
[4 9 4]",-4.648853302001953,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb0,27,three_rule_comb0_27,False,[4 3 3],4 3 3],-0.072549819946289,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb1,27,three_rule_comb1_27,False,[9 9 5],"9 8 5]
[8 7 5]",-5.83099365234375,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb1,27,three_rule_comb1_27,False,[9 9 5],9 9 5],-2.2540931701660156,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb2,27,three_rule_comb2_27,False,[1 5 2],"1 5 2]
[9 4 3]",-1.037738800048828,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb2,27,three_rule_comb2_27,False,[1 5 2],1 5 2],-0.4381084442138672,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb3,27,three_rule_comb3_27,False,[1 1 3],"1 6 3]
[1 6 1]",-5.353727340698242,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb3,27,three_rule_comb3_27,False,[1 1 3],1 8 6],-4.594020843505859,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb4,27,three_rule_comb4_27,False,[5 9 8],"5 9 8]
[5 8 7]",-5.854633331298828,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb4,27,three_rule_comb4_27,False,[5 9 8],5 9 8],-1.6555843353271484,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb5,27,three_rule_comb5_27,False,[9 3 6],"9 3 6]
[8 1 5]",-0.3797321319580078,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb5,27,three_rule_comb5_27,False,[9 3 6],9 3 6],-0.1969490051269531,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb6,27,three_rule_comb6_27,False,[1 4 3],"1 4 3]
[3 0 6]",-1.136037826538086,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb6,27,three_rule_comb6_27,False,[1 4 3],1 4 3],-0.132516860961914,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb7,27,three_rule_comb7_27,False,[2 1 2],"2 1 2]
[7 2 3]",-7.325456619262695,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb7,27,three_rule_comb7_27,False,[2 1 2],2 1 2],-2.5039310455322266,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb8,27,three_rule_comb8_27,False,[0 5 8],"3 2 8]
[3 2 8]",-2.2400455474853516,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb8,27,three_rule_comb8_27,False,[0 5 8],2 3 3],-3.490997314453125,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb9,27,three_rule_comb9_27,False,[0 1 5],"1 1 5]
[2 2 6]",-1.0891571044921875,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb9,27,three_rule_comb9_27,False,[0 1 5],0 1 5],-4.302696228027344,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c3_set_union,27,c3_set_union_27,True,[9 2 1 8],"9 2 8]
[2 9] [",-4.628292083740234,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c3_set_union,27,c3_set_union_27,True,[9 2 1 8],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c1_set_union,27,c1_set_union_27,True,[7],7] [6] [5] [4,-2.7444419860839844,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c1_set_union,27,c1_set_union_27,True,[7],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c2_set_union,27,c2_set_union_27,True,[2],"0 2]
[6] [6 2",-4.653261184692383,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c2_set_union,27,c2_set_union_27,True,[2],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,AND,27,AND_27,True,[5],"5]
[6] [2]
",-2.296396255493164,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,AND,27,AND_27,True,[5],5],-0.08245849609375,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,XOR,27,XOR_27,True,[1 7],"3 1]
[3 7] [7",-5.134096145629883,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,XOR,27,XOR_27,True,[1 7],1 7],-2.5166664123535156,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c3_set_union_permuted,27,c3_set_union_permuted_27,True,[4 3 0 6],"3 6]
[6 3 4] [",-4.545860290527344,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c3_set_union_permuted,27,c3_set_union_permuted_27,True,[4 3 0 6],0 6],-2.6035594940185547,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c2_set_union_permuted,27,c2_set_union_permuted_27,True,[5],"9 5] [9]
[5]",-6.036794662475586,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c2_set_union_permuted,27,c2_set_union_permuted_27,True,[5],5],-2.3322715759277344,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c1_set_union_permuted,27,c1_set_union_permuted_27,True,[9],"9]
[4 9] [4]",-5.13519287109375,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,c1_set_union_permuted,27,c1_set_union_permuted_27,True,[9],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,XOR_permuted,27,XOR_permuted_27,True,[2 9],"9 2]
[6 9] [2",-4.775959014892578,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,XOR_permuted,27,XOR_permuted_27,True,[2 9],],0.0,False,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,AND_permuted,27,AND_permuted_27,True,[],"1]
[1] [0] [",-4.818746566772461,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,AND_permuted,27,AND_permuted_27,True,[],],0.0,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,row_constant,28,row_constant_28,False,[6],"6]
[8] [8] [",-1.0675296783447266,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,row_constant,28,row_constant_28,False,[6],6],-0.0137653350830078,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,col_constant,28,col_constant_28,False,[9],"9]
[5] [7] [",-0.425699234008789,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,col_constant,28,col_constant_28,False,[9],9],-0.0266590118408203,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,dist3_diag1,28,dist3_diag1_28,False,[8],"8]
[7] [8] [",-2.091346740722656,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,dist3_diag1,28,dist3_diag1_28,False,[8],8],-0.3691844940185547,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,dist3_diag2,28,dist3_diag2_28,False,[6],"6]
[8] [2] [",-2.39349365234375,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,dist3_diag2,28,dist3_diag2_28,False,[6],6],-0.1074790954589843,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb0,28,two_rule_comb0_28,False,[7 1],"7 1]
[4 2] [6",-0.7932701110839844,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb0,28,two_rule_comb0_28,False,[7 1],7 1],-0.0471858978271484,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb1,28,two_rule_comb1_28,False,[5 4],"3 4]
[3 4] [0",-4.764184951782227,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb1,28,two_rule_comb1_28,False,[5 4],5 4],-1.8771286010742188,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb2,28,two_rule_comb2_28,False,[9 1],"9 1]
[5 3] [0",-2.8130836486816406,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb2,28,two_rule_comb2_28,False,[9 1],9 1],-0.5518074035644531,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb3,28,two_rule_comb3_28,False,[1 2],"1 2]
[1 2] [4",-4.797189712524414,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb3,28,two_rule_comb3_28,False,[1 2],1 2],-1.400800704956055,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb4,28,two_rule_comb4_28,False,[4 2],"4 2]
[3 1] [4",-1.478708267211914,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb4,28,two_rule_comb4_28,False,[4 2],4 2],-1.0429534912109375,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb5,28,two_rule_comb5_28,False,[9 8],"9 8]
[8 6] [9",-0.7331962585449219,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,two_rule_comb5,28,two_rule_comb5_28,False,[9 8],9 8],-0.6445045471191406,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb0,28,three_rule_comb0_28,False,[8 4 1],"8 4 1]
[7 8 8]",-3.463369369506836,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb0,28,three_rule_comb0_28,False,[8 4 1],8 4 1],-0.0957183837890625,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb1,28,three_rule_comb1_28,False,[0 2 8],"0 2 2]
[1 3 2]",-5.416801452636719,False,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb1,28,three_rule_comb1_28,False,[0 2 8],0 2 8],-2.2182865142822266,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb2,28,three_rule_comb2_28,False,[1 0 7],"1 0 7]
[7 2 6]",-2.4357242584228516,True,generated,Production
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb2,28,three_rule_comb2_28,False,[1 0 7],1 0 7],-0.7907314300537109,True,mc,Forced choice
OLMo 7B,step541000-tokens2393B,OLMo,541000,7,three_rule_comb3,28,three_rule_comb3_28,False,[4 0 4],"4 0 4]
[4 0 4]",-6.89482307434082,True,generated,Production
