condition,model,model_family,model_n_params,item_id,question,response,response_label,response_correct,eval_method,pretty_eval_method
crt1,Pythia 12B,Pythia,12.0,2,A potato and a camera together cost $1.40. The potato costs $1 more than the camera. How much does the camera cost?,$1.40,total_cost,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,3,A boat and a potato together cost $110. The boat costs $100 more than the potato. How much does the potato cost?,$10.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,3,A boat and a potato together cost $110. The boat costs $100 more than the potato. How much does the potato cost?,$10,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,4,A light bulb and a pan together cost $12. The light bulb costs $10 more than the pan. How much does the pan cost?,$2.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,4,A light bulb and a pan together cost $12. The light bulb costs $10 more than the pan. How much does the pan cost?,$2,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,5,A chair and a coat together cost $13. The chair costs $10 more than the coat. How much does the coat cost?,$3.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,5,A chair and a coat together cost $13. The chair costs $10 more than the coat. How much does the coat cost?,$3,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,6,A tube of toothpaste and a wallet together cost $54. The tube of toothpaste costs $50 more than the wallet. How much does the wallet cost?,$54.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,6,A tube of toothpaste and a wallet together cost $54. The tube of toothpaste costs $50 more than the wallet. How much does the wallet cost?,$54,total_cost_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,7,A coffee table and a mixing bowl together cost $52. The coffee table costs $50 more than the mixing bowl. How much does the mixing bowl cost?,$2.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,7,A coffee table and a mixing bowl together cost $52. The coffee table costs $50 more than the mixing bowl. How much does the mixing bowl cost?,$2,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,8,A microwave oven and a flower box together cost $51. The microwave oven costs $50 more than the flower box. How much does the flower box cost?,$51.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,8,A microwave oven and a flower box together cost $51. The microwave oven costs $50 more than the flower box. How much does the flower box cost?,$0.50,correct,True,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,9,A can of baby food and a helmet together cost $1.20. The can of baby food costs $1 more than the helmet. How much does the helmet cost?,$0.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,9,A can of baby food and a helmet together cost $1.20. The can of baby food costs $1 more than the helmet. How much does the helmet cost?,$0.20,intuitive,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,$3.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,$3,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,$10.00,,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,$4,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$10.00,correct,True,generated,Production
crt1,Pythia 12B,Pythia,12.0,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$10,correct_alt,True,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,$1.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,$0.20,intuitive,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$10.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$10,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$520.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$520,total_cost_alt,True,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$2.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$2,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$2.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$2,intuitive_alt,True,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$0.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$0.20,intuitive,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$2.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$2,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$10.00,,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$54,total_cost_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$130.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$130,total_cost_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$5.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$5.40,total_cost,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$5.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$5.40,total_cost,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$10.00,,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$40,intuitive_alt,True,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$0.00,,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$0.40,intuitive,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$14.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$14,total_cost_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$50.00,more,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$50,more_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$10.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$10,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$5.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$5.10,total_cost,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$1.00,,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$0.20,intuitive,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$6.00,,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$4,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,32,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,$53.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,32,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,$53,total_cost_alt,True,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,33,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,$2.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,33,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,$2.00,intuitive,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,34,A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$120.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,34,A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$120,total_cost_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,35,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,$10.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,35,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,$10,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,36,A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,$3.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,36,A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,$3,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,37,A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,$130.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,37,A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,$130,total_cost_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,38,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,$3.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,38,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,$3,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,39,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$5.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,39,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$5.20,total_cost,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,40,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,$5.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,40,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,$5.20,total_cost,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,41,A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,$54.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,41,A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,$54,total_cost_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,42,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,$30.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,42,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,$30,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,43,A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,$0.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,43,A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,$0.20,intuitive,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,44,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,$2.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,44,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,$2,intuitive_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,45,A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,$0.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,45,A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,$0.30,intuitive,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,46,A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,$2.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,46,A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,$2.00,intuitive,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,47,A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,$0.00,,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,47,A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,$4,intuitive_alt,True,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,48,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,$53.00,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,48,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,$53,total_cost_alt,False,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,49,A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$54 - $50 = $4.,total_cost,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,49,A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$54,total_cost_alt,True,mc,Forced choice
crt1,Pythia 12B,Pythia,12.0,50,A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,$3.00,intuitive,False,generated,Production
crt1,Pythia 12B,Pythia,12.0,50,A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,$3,intuitive_alt,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,The fridge costs $60.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,$140,total_cost_alt,True,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,2,A potato and a camera together cost $1.40. The potato costs $1 more than the camera. How much does the camera cost?,The camera costs $1.,total_cost,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,2,A potato and a camera together cost $1.40. The potato costs $1 more than the camera. How much does the camera cost?,$1.40,total_cost,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,3,A boat and a potato together cost $110. The boat costs $100 more than the potato. How much does the potato cost?,The potato costs $10.,intuitive,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,3,A boat and a potato together cost $110. The boat costs $100 more than the potato. How much does the potato cost?,$110,total_cost_alt,True,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,4,A light bulb and a pan together cost $12. The light bulb costs $10 more than the pan. How much does the pan cost?,The pan costs $8.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,4,A light bulb and a pan together cost $12. The light bulb costs $10 more than the pan. How much does the pan cost?,$12,total_cost_alt,True,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,5,A chair and a coat together cost $13. The chair costs $10 more than the coat. How much does the coat cost?,The coat costs $5.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,5,A chair and a coat together cost $13. The chair costs $10 more than the coat. How much does the coat cost?,$10,more_alt,True,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,6,A tube of toothpaste and a wallet together cost $54. The tube of toothpaste costs $50 more than the wallet. How much does the wallet cost?,The wallet costs $50.,more,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,6,A tube of toothpaste and a wallet together cost $54. The tube of toothpaste costs $50 more than the wallet. How much does the wallet cost?,$54,total_cost_alt,True,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,7,A coffee table and a mixing bowl together cost $52. The coffee table costs $50 more than the mixing bowl. How much does the mixing bowl cost?,The mixing bowl costs $20.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,7,A coffee table and a mixing bowl together cost $52. The coffee table costs $50 more than the mixing bowl. How much does the mixing bowl cost?,$52,total_cost_alt,True,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,8,A microwave oven and a flower box together cost $51. The microwave oven costs $50 more than the flower box. How much does the flower box cost?,The flower box costs $25.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,8,A microwave oven and a flower box together cost $51. The microwave oven costs $50 more than the flower box. How much does the flower box cost?,$51,total_cost_alt,True,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,9,A can of baby food and a helmet together cost $1.20. The can of baby food costs $1 more than the helmet. How much does the helmet cost?,The helmet costs $1.,total_cost,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,9,A can of baby food and a helmet together cost $1.20. The can of baby food costs $1 more than the helmet. How much does the helmet cost?,$1.20,total_cost,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,The box of lipstick costs $5.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,10,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,$10,more_alt,True,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,The body lotion costs $10.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,11,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,$54,total_cost_alt,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,The box of batteries costs $100.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,12,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$520,total_cost_alt,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,The can of baby food costs $1.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,13,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,$1.20,total_cost,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,The knife costs $10.,intuitive_alt,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$110,total_cost_alt,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,The set of crayons costs $20.,intuitive_alt,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$520,total_cost_alt,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,The pencil costs $1.,correct,True,generated,Production
crt1,OLMo 7B,OLMo,7.0,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$1.00,correct,True,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,The camera costs $50.,more_alt,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$52,total_cost_alt,True,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,The coffee table costs $1.,total_cost,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$1.20,total_cost,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,The pear costs $2.,intuitive,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$1.00,correct,True,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,The flower box costs $20.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$50,more_alt,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,The lawnmower costs $130.,total_cost,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$130,total_cost_alt,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,The microwave oven costs $5.,more,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$5.40,total_cost,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,The mixing bowl costs $3.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$5.40,total_cost,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,The mouse costs $40.,intuitive,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$540,total_cost_alt,True,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,The box of cigarettes costs $1.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$1.40,total_cost,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,The microwave oven costs $10.,more,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$10.00,more,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,The food processor costs $50.,more,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$50,more_alt,False,mc,Forced choice
crt1,OLMo 7B,OLMo,7.0,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,The pot costs $50.,,False,generated,Production
crt1,OLMo 7B,OLMo,7.0,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$510,total_cost_alt,True,mc,Forced choice
