item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision,model_family,model_n_params,dataset,to_drop,good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID
475,,,,,,crt3,-42.69750213623047,-50.309715270996094,True,-1.5716638565063477,-2.1315717697143555,-1.9733524322509768,-1.8538093566894531,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,The broken tooth wasn't whole.,The broke tooth wasn't whole.,morphology,irregular_forms,irregular_past_participle_adjectives,29.0
476,,,,,,crt3,-41.25006484985352,-45.27901840209961,True,-1.6584625244140625,-1.9309988021850584,-1.6154747009277344,-2.0373239517211914,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,The taken doors were red.,The took doors were red.,morphology,irregular_forms,irregular_past_participle_adjectives,919.0
477,,,,,,crt3,-34.53315734863281,-34.870849609375,True,-1.359248161315918,-2.4270172119140625,-3.0114145278930664,-1.3708171844482422,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Some icicles froze.,Some icicles frozen.,morphology,irregular_forms,irregular_past_participle_verbs,396.0
478,,,,,,crt3,-28.031597137451172,-33.26229476928711,True,-1.3703594207763672,-2.529423713684082,-2.8003902435302734,-1.2765493392944336,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Daniel ate.,Daniel eaten.,morphology,irregular_forms,irregular_past_participle_verbs,871.0
479,,,,,,crt3,-53.581886291503906,-63.54450988769531,True,-1.6830368041992188,-2.1972618103027344,-1.7167463302612305,-2.212491989135742,True,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,The taken wheelbarrows aren't yellow.,The took wheelbarrows aren't yellow.,morphology,irregular_forms,irregular_past_participle_adjectives,236.0
480,,,,,,crt3,-51.855098724365234,-57.445255279541016,True,-1.6551513671875,-1.948383331298828,-3.0428972244262695,-1.3469181060791016,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,A lot of actresses took some river.,A lot of actresses taken some river.,morphology,irregular_forms,irregular_past_participle_verbs,68.0
481,,,,,,crt3,-39.8905029296875,-44.86534881591797,True,-1.3536996841430664,-2.4223527908325195,-3.128520965576172,-1.2000017166137695,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Eric forgot Vanessa.,Eric forgotten Vanessa.,morphology,irregular_forms,irregular_past_participle_verbs,916.0
482,,,,,,crt3,-45.01777648925781,-51.205169677734375,True,-1.5991907119750977,-2.1656970977783203,-2.095067024230957,-1.7913322448730469,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,The broken chairs aren't whole.,The broke chairs aren't whole.,morphology,irregular_forms,irregular_past_participle_adjectives,253.0
483,,,,,,crt3,-46.03043365478515,-51.99033737182617,True,-1.4775066375732422,-2.130528450012207,-2.1168479919433594,-1.603769302368164,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,The forgotten commentaries were popular.,The forgot commentaries were popular.,morphology,irregular_forms,irregular_past_participle_adjectives,633.0
484,,,,,,crt3,-37.58304214477539,-38.10996627807617,True,-1.4764089584350586,-2.226376533508301,-2.2225942611694336,-1.609147071838379,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Many patients hid away.,Many patients hidden away.,morphology,irregular_forms,irregular_past_participle_verbs,274.0
485,,,,,,crt3,-26.887893676757812,-30.740665435791016,True,-1.3294448852539062,-2.73846435546875,-2.776803970336914,-1.4464483261108398,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Sherry wrote.,Sherry written.,morphology,irregular_forms,irregular_past_participle_verbs,304.0
486,,,,,,crt3,-54.171905517578125,-57.991058349609375,True,-1.6889801025390625,-2.0515403747558594,-1.6639652252197266,-2.0334014892578125,False,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,The taken projector isn't brown.,The took projector isn't brown.,morphology,irregular_forms,irregular_past_participle_adjectives,272.0
487,,,,,,crt3,-56.48209381103515,-52.464111328125,False,-1.5913562774658203,-1.9402971267700195,-2.1741247177124023,-1.4847650527954102,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Many governments knew a lot of guests.,Many governments known a lot of guests.,morphology,irregular_forms,irregular_past_participle_verbs,491.0
488,,,,,,crt3,-34.336204528808594,-42.73822784423828,True,-1.4531373977661133,-2.1280384063720703,-2.2503061294555664,-1.4591131210327148,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,The forgotten movie is bad.,The forgot movie is bad.,morphology,irregular_forms,irregular_past_participle_adjectives,722.0
489,,,,,,crt3,-32.002830505371094,-38.399139404296875,True,-1.3160219192504885,-2.772031784057617,-2.710391044616699,-1.4604835510253906,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Some boy spoke up.,Some boy spoken up.,morphology,irregular_forms,irregular_past_participle_verbs,51.0
490,,,,,,crt3,-47.264129638671875,-55.60553359985352,True,-1.609785079956055,-2.2005443572998047,-2.0415639877319336,-1.8805065155029297,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,The forgotten waiter wasn't unemployed.,The forgot waiter wasn't unemployed.,morphology,irregular_forms,irregular_past_participle_adjectives,927.0
491,,,,,,crt3,-47.15666198730469,-48.82215881347656,True,-1.519026756286621,-2.1783447265625,-1.614668846130371,-2.0413894653320312,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,The known drivers aren't young.,The knew drivers aren't young.,morphology,irregular_forms,irregular_past_participle_adjectives,269.0
492,,,,,,crt3,-41.49817657470703,-42.83708572387695,True,-1.414444923400879,-2.246908187866211,-3.034265518188477,-1.153707504272461,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Tiffany forgot Suzanne.,Tiffany forgotten Suzanne.,morphology,irregular_forms,irregular_past_participle_verbs,652.0
493,,,,,,crt3,-48.25225830078125,-52.5447883605957,True,-1.608049392700195,-2.0934886932373047,-1.9346342086791992,-1.8513250350952148,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,The broken couches weren't hard.,The broke couches weren't hard.,morphology,irregular_forms,irregular_past_participle_adjectives,196.0
494,,,,,,crt3,-48.46549224853515,-50.00634765625,True,-1.554844856262207,-1.9941082000732424,-1.952834129333496,-1.658283233642578,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,The forgotten analyses were long.,The forgot analyses were long.,morphology,irregular_forms,irregular_past_participle_adjectives,848.0
495,,,,,,crt3,-49.2556266784668,-57.50038146972656,True,-1.607990264892578,-2.028170585632324,-2.084885597229004,-1.615190505981445,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,The hidden public parks were blue.,The hid public parks were blue.,morphology,irregular_forms,irregular_past_participle_adjectives,718.0
496,,,,,,crt3,-40.91201400756836,-46.519535064697266,True,-1.2791051864624023,-3.1221275329589844,-3.2847414016723633,-1.3256635665893557,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Andrea broke these vases.,Andrea broken these vases.,morphology,irregular_forms,irregular_past_participle_verbs,106.0
497,,,,,,crt3,-31.780025482177734,-38.967037200927734,True,-1.4062881469726562,-3.0534372329711914,-3.464170455932617,-1.328923225402832,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Janet went to the school.,Janet gone to the school.,morphology,irregular_forms,irregular_past_participle_verbs,280.0
498,,,,,,crt3,-40.80595779418945,-45.96927261352539,True,-1.4797983169555664,-2.204214096069336,-2.118009567260742,-1.6144790649414062,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,The forgotten documentaries were good.,The forgot documentaries were good.,morphology,irregular_forms,irregular_past_participle_adjectives,637.0
499,,,,,,crt3,-29.395084381103516,-32.0842170715332,True,-1.3363075256347656,-2.8384456634521484,-3.49807071685791,-1.2319488525390625,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Kenneth sang.,Kenneth sung.,morphology,irregular_forms,irregular_past_participle_verbs,271.0
500,,,,,,crt3,-47.995262145996094,-53.764251708984375,True,-1.526763916015625,-2.156869888305664,-1.9201412200927737,-1.796285629272461,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,The broken couches weren't hidden.,The broke couches weren't hidden.,morphology,irregular_forms,irregular_past_participle_adjectives,944.0
501,,,,,,crt3,-62.31789779663086,-64.95848083496094,True,-1.3720903396606443,-2.448348045349121,-2.008437156677246,-1.7255620956420898,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Had Dana ever boycotted that legislature?,Dana had ever boycotted that legislature.,semantics,npi_licensing,matrix_question_npi_licensor_present,608.0
502,,,,,,crt3,-39.692630767822266,-43.126705169677734,True,-1.4570894241333008,-2.740267753601074,-1.8830327987670896,-1.8074874877929688,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Only the apples ever grew.,Even the apples ever grew.,semantics,npi_licensing,only_npi_licensor_present,492.0
503,,,,,,crt3,-48.39818572998047,-58.211631774902344,True,-1.776519775390625,-1.962808609008789,-2.066123962402344,-1.701889991760254,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Most schools might not ever negotiate.,Most schools might really ever negotiate.,semantics,npi_licensing,sentential_negation_npi_licensor_present,452.0
504,,,,,,crt3,-40.748497009277344,-54.524017333984375,True,-1.702728271484375,-2.1016807556152344,-1.891036033630371,-1.766632080078125,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,That child will not ever talk.,That child will fortunately ever talk.,semantics,npi_licensing,sentential_negation_npi_licensor_present,566.0
505,,,,,,crt3,-59.35392379760742,-63.90287780761719,True,-1.450397491455078,-2.5850629806518555,-2.0366668701171875,-1.6064453125,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Only Beth ever tours that mall.,Even Beth ever tours that mall.,semantics,npi_licensing,only_npi_licensor_present,784.0
506,,,,,,crt3,-48.41782760620117,-64.29469299316406,True,-1.5661506652832031,-2.030970573425293,-1.7178926467895508,-1.691457748413086,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Julie had not ever cleaned a plate.,Julie had fortunately ever cleaned a plate.,semantics,npi_licensing,sentential_negation_npi_licensor_present,847.0
507,,,,,,crt3,-41.06306076049805,-39.61268997192383,False,-1.7246742248535156,-1.8727359771728516,-1.917811393737793,-1.760232925415039,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,A bicycle really slows.,A bicycle ever slows.,semantics,npi_licensing,npi_present_2,304.0
508,,,,,,crt3,-81.07100677490234,-86.80867004394531,True,-1.688023567199707,-1.965237617492676,-1.7796649932861328,-1.9241962432861328,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Every bank that had respected Dana had not ever failed to cooperate.,Every bank that had not respected Dana had ever failed to cooperate.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,786.0
509,,,,,,crt3,-84.77218627929688,-88.35530853271484,True,-1.7304649353027344,-1.9864654541015625,-1.9288272857666016,-1.6803245544433594,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Only some children that Sandra has bothered had ever cheered.,Some children that only Sandra has bothered had ever cheered.,syntax_semantics,npi_licensing,only_npi_scope,414.0
510,,,,,,crt3,-50.67503356933594,-60.31608963012695,True,-1.706583023071289,-1.9413928985595703,-1.7546663284301758,-1.8036651611328125,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,A hat had not ever flattened.,A hat had fortunately ever flattened.,semantics,npi_licensing,sentential_negation_npi_licensor_present,809.0
511,,,,,,crt3,-34.1120719909668,-35.50304412841797,True,-1.552647590637207,-2.236090660095215,-1.9007501602172852,-1.762006759643555,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,The bananas really ripen.,The bananas ever ripen.,semantics,npi_licensing,npi_present_2,748.0
512,,,,,,crt3,-36.381839752197266,-49.144046783447266,True,-1.4215784072875977,-2.256166458129883,-1.8901376724243164,-1.6440563201904297,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Those patients have also benefited.,Those patients have ever benefited.,semantics,npi_licensing,npi_present_2,412.0
513,,,,,,crt3,-56.76500701904297,-59.22853088378906,True,-1.5709857940673828,-2.067636489868164,-2.19773006439209,-1.5373048782348633,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Dennis should certainly kiss all guys.,Dennis should ever kiss all guys.,semantics,npi_licensing,npi_present_2,283.0
514,,,,,,crt3,-51.035682678222656,-52.07959747314453,True,-1.6989240646362305,-1.9705839157104492,-2.101456642150879,-1.6385736465454102,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Some skirt has certainly twirled.,Some skirt has ever twirled.,semantics,npi_licensing,npi_present_2,854.0
515,,,,,,crt3,-63.07640838623047,-68.61875915527344,True,-1.4383010864257812,-2.4828062057495117,-1.968515396118164,-1.6238126754760742,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Even Randolf often annoyed most girls.,Even Randolf ever annoyed most girls.,semantics,npi_licensing,npi_present_1,760.0
516,,,,,,crt3,-73.55613708496094,-75.26969909667969,True,-1.6398859024047852,-2.039435386657715,-1.6959381103515625,-1.9675941467285156,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,This car that could embarrass Roger has not ever stopped.,This car that could not embarrass Roger has ever stopped.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,750.0
517,,,,,,crt3,-92.11852264404295,-96.40350341796876,True,-1.760401725769043,-1.8526687622070312,-1.863176345825195,-1.7860851287841797,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Most nieces of John that have approached Ruth might not ever concur.,Most nieces of John that have not approached Ruth might ever concur.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,878.0
518,,,,,,crt3,-93.20492553710938,-97.40373229980467,True,-1.7105998992919922,-2.114382743835449,-1.7229557037353516,-2.0907630920410156,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,That granddaughter of Holly who has disagreed with Larry has not ever answered.,That granddaughter of Holly who has not disagreed with Larry has ever answered.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,110.0
519,,,,,,crt3,-37.22345733642578,-43.70379638671875,True,-1.3221302032470703,-2.9370012283325195,-1.9519786834716797,-1.8009166717529297,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Will that couch ever fall apart?,That couch will ever fall apart.,semantics,npi_licensing,matrix_question_npi_licensor_present,182.0
520,,,,,,crt3,-47.543800354003906,-53.006134033203125,True,-1.302290916442871,-2.9933061599731445,-2.15250301361084,-1.5381488800048828,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Can Carmen ever hurt these guys?,Carmen can ever hurt these guys.,semantics,npi_licensing,matrix_question_npi_licensor_present,390.0
521,,,,,,crt3,-58.38380432128906,-53.81428909301758,False,-1.8282356262207031,-1.901350975036621,-1.9010419845581057,-1.7793464660644531,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Even all women had certainly compromised.,Even all women had ever compromised.,semantics,npi_licensing,npi_present_1,166.0
522,,,,,,crt3,-112.20418548583984,-114.3597640991211,True,-1.7763385772705078,-1.853133201599121,-1.880228042602539,-1.7919225692749023,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Only the mother of Laurie that the waitresses are appreciating ever examined some movies.,The mother of Laurie that only the waitresses are appreciating ever examined some movies.,syntax_semantics,npi_licensing,only_npi_scope,325.0
523,,,,,,crt3,-103.85218811035156,-105.02871704101562,True,-1.877340316772461,-1.887939453125,-1.789934158325195,-1.9275588989257812,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Only this grandfather of Edward who the Impressionists fire ever copes.,This grandfather of Edward who only the Impressionists fire ever copes.,syntax_semantics,npi_licensing,only_npi_scope,871.0
524,,,,,,crt3,-77.56655883789062,-81.76073455810547,True,-1.7065229415893557,-1.9603118896484375,-1.794870376586914,-1.8247652053833008,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Only these shoes that Kenneth is hiding ever wrinkle.,These shoes that only Kenneth is hiding ever wrinkle.,syntax_semantics,npi_licensing,only_npi_scope,348.0
525,,,,,,crt3,-94.0240707397461,-98.62445831298828,True,-1.6632204055786133,-1.983931541442871,-1.6883878707885742,-1.851156234741211,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Only every government that Lawrence confused has ever respected Dana.,Every government that only Lawrence confused has ever respected Dana.,syntax_semantics,npi_licensing,only_npi_scope,11.0
526,,,,,,crt3,-59.39320373535156,-61.038211822509766,True,-2.0340633392333984,-1.619394302368164,-1.8641490936279297,-1.7097320556640625,False,False,False,True,False,True,Mistral 7B,,Mistral,7.0,blimp,,All guys often distracts Denise.,All guys ever distracts Denise.,semantics,npi_licensing,npi_present_2,974.0
527,,,,,,crt3,-51.60221481323242,-57.0533447265625,True,-1.2498645782470703,-2.8925209045410156,-1.9180612564086912,-1.6370820999145508,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Natalie will not ever help Cindy.,Natalie will probably ever help Cindy.,semantics,npi_licensing,sentential_negation_npi_licensor_present,493.0
528,,,,,,crt3,-48.29109954833984,-47.99567413330078,False,-1.4814090728759766,-2.2401390075683594,-2.0092592239379883,-1.602193832397461,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Even Donna clearly departs.,Even Donna ever departs.,semantics,npi_licensing,npi_present_1,852.0
529,,,,,,crt3,-70.28749084472656,-75.65899658203125,True,-1.4037675857543943,-2.5263051986694336,-1.8180789947509768,-1.87872314453125,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Even some boxes would certainly annoy the Borgias.,Even some boxes would ever annoy the Borgias.,semantics,npi_licensing,npi_present_1,274.0
530,,,,,,crt3,-59.95647430419922,-65.37752532958984,True,-1.4953508377075195,-2.3487396240234375,-2.3477745056152344,-1.4870100021362305,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Only Gregory could ever appreciate that art gallery.,Even Gregory could ever appreciate that art gallery.,semantics,npi_licensing,only_npi_licensor_present,165.0
531,,,,,,crt3,-107.50994873046876,-112.49275207519533,True,-1.6508655548095703,-1.9116153717041016,-1.9384403228759768,-1.5561485290527344,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Only nieces of Dawn that Vanessa had concealed would ever fire Monet.,Nieces of Dawn that only Vanessa had concealed would ever fire Monet.,syntax_semantics,npi_licensing,only_npi_scope,906.0
532,,,,,,crt3,-53.35572052001953,-60.64988708496094,True,-1.5293207168579102,-2.1449403762817383,-2.1464767456054688,-1.6209239959716797,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Colleen had also alarmed Stacey.,Colleen had ever alarmed Stacey.,semantics,npi_licensing,npi_present_2,619.0
533,,,,,,crt3,-60.845909118652344,-61.86011505126953,True,-1.5026826858520508,-2.384418487548828,-2.054415702819824,-1.7150793075561523,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Even Rebecca might really manage to get fired.,Even Rebecca might ever manage to get fired.,semantics,npi_licensing,npi_present_1,771.0
534,,,,,,crt3,-66.20244598388672,-66.83232116699219,True,-1.6332406997680664,-1.909193992614746,-1.8759374618530271,-1.7373418807983398,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Even a lot of guests will also exit Harvard University.,Even a lot of guests will ever exit Harvard University.,semantics,npi_licensing,npi_present_1,692.0
535,,,,,,crt3,-39.322288513183594,-43.09922790527344,True,-1.505449295043945,-2.2538623809814453,-1.991960525512695,-1.637165069580078,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Can a lot of men ever exist?,A lot of men can ever exist.,semantics,npi_licensing,matrix_question_npi_licensor_present,315.0
536,,,,,,crt3,-42.408172607421875,-52.2188835144043,True,-1.4564285278320312,-2.4671363830566406,-1.838595390319824,-1.801407814025879,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Lucille could not ever lie.,Lucille could probably ever lie.,semantics,npi_licensing,sentential_negation_npi_licensor_present,745.0
537,,,,,,crt3,-50.55513381958008,-51.38854217529297,True,-1.6256790161132812,-2.093790054321289,-1.982945442199707,-1.7108697891235352,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Even Tara had really baked.,Even Tara had ever baked.,semantics,npi_licensing,npi_present_1,4.0
538,,,,,,crt3,-46.04145812988281,-49.1611213684082,True,-1.599461555480957,-2.226095199584961,-1.917952537536621,-1.825913429260254,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Did every carriage ever drop?,Every carriage did ever drop.,semantics,npi_licensing,matrix_question_npi_licensor_present,439.0
539,,,,,,crt3,-61.47722625732422,-67.26124572753906,True,-1.3524456024169922,-2.661413192749023,-1.922745704650879,-1.6720972061157229,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Only Brian has ever ordered Mary to practice.,Even Brian has ever ordered Mary to practice.,semantics,npi_licensing,only_npi_licensor_present,197.0
540,,,,,,crt3,-45.050048828125,-43.54598236083984,False,-1.65106201171875,-2.0012054443359375,-1.6766767501831057,-1.9206781387329104,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,That icicle often melted.,That icicle ever melted.,semantics,npi_licensing,npi_present_2,632.0
541,,,,,,crt3,-56.31226348876953,-68.16236877441406,True,-1.3910436630249023,-2.21335506439209,-2.078425407409668,-1.567570686340332,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Sabrina had certainly boycotted many companies.,Sabrina had ever boycotted many companies.,semantics,npi_licensing,npi_present_2,403.0
542,,,,,,crt3,-104.47772979736328,-105.80706787109376,True,-1.877656936645508,-1.9649028778076172,-1.904728889465332,-1.917893409729004,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Granddaughters of Patrick who might exit that mall had not ever worked hard.,Granddaughters of Patrick who might not exit that mall had ever worked hard.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,872.0
543,,,,,,crt3,-63.75676727294922,-65.81791687011719,True,-1.8191261291503904,-1.8986616134643557,-2.04372501373291,-1.8158559799194336,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Even an actor also wonders who speak up.,Even an actor ever wonders who speak up.,semantics,npi_licensing,npi_present_1,897.0
544,,,,,,crt3,-112.5558624267578,-113.73258209228516,True,-1.7572736740112305,-1.9435300827026367,-1.913969039916992,-1.791952133178711,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Only waitresses that some book aggravates ever force Craig to scratch.,Waitresses that only some book aggravates ever force Craig to scratch.,syntax_semantics,npi_licensing,only_npi_scope,545.0
545,,,,,,crt3,-41.22773742675781,-49.185489654541016,True,-1.5006561279296875,-2.173257827758789,-1.6867284774780271,-1.8866500854492188,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Some cars will not ever accelerate.,Some cars will really ever accelerate.,semantics,npi_licensing,sentential_negation_npi_licensor_present,328.0
546,,,,,,crt3,-40.68347930908203,-42.829376220703125,True,-1.4413995742797852,-2.3732128143310547,-1.7975244522094729,-1.7143535614013672,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Vincent often looked like a painting.,Vincent ever looked like a painting.,semantics,npi_licensing,npi_present_2,89.0
547,,,,,,crt3,-84.7015609741211,-84.99952697753906,True,-1.7484102249145508,-2.143313407897949,-1.709446907043457,-2.1808509826660156,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Only most guys that Danielle has complained about will ever flirt.,Most guys that only Danielle has complained about will ever flirt.,syntax_semantics,npi_licensing,only_npi_scope,453.0
548,,,,,,crt3,-99.9129638671875,-98.16151428222656,False,-1.7267990112304688,-1.9481191635131836,-1.875777244567871,-1.8613128662109375,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Timothy's nephews that are noticing Clyde had not ever joked around.,Timothy's nephews that are not noticing Clyde had ever joked around.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,462.0
549,,,,,,crt3,-71.75637817382812,-79.02711486816406,True,-1.4864788055419922,-2.36373519897461,-2.0610904693603516,-1.6248722076416016,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Only Scott had ever asked Colleen to aggravate Brian.,Even Scott had ever asked Colleen to aggravate Brian.,semantics,npi_licensing,only_npi_licensor_present,185.0
550,,,,,,crt3,-57.0296630859375,-53.28752517700195,False,-1.7473373413085938,-2.0320558547973633,-1.936872482299805,-1.8599557876586912,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,Even this truck might certainly drop.,Even this truck might ever drop.,semantics,npi_licensing,npi_present_1,831.0
551,,,,,,crt3,-53.885009765625,-56.673194885253906,True,-1.699228286743164,-1.9516963958740232,-1.7140073776245115,-1.7843494415283203,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,That rabbit has found at least six mountains.,No rabbit has found at least six mountains.,semantics,quantifiers,superlative_quantifiers_2,918.0
552,,,,,,crt3,-55.67802429199219,-56.21427154541016,True,-1.642253875732422,-1.9647626876831057,-1.6783485412597656,-1.9130525588989256,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,That guest praised at least five stories.,No guest praised at least five stories.,semantics,quantifiers,superlative_quantifiers_2,896.0
553,,,,,,crt3,-65.69309997558594,-63.56098937988281,False,-1.7367429733276367,-2.0320091247558594,-1.8066062927246096,-1.9881906509399416,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,No cashier talked about more than nine grocery stores.,No cashier talked about at least nine grocery stores.,semantics,quantifiers,superlative_quantifiers_1,645.0
554,,,,,,crt3,-55.25910949707031,-63.3758544921875,True,-1.8194284439086912,-1.9469404220581057,-2.013777732849121,-1.8321504592895508,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There wasn't a granddaughter of Sarah dying.,There wasn't every granddaughter of Sarah dying.,semantics,quantifiers,existential_there_quantifiers_1,952.0
555,,,,,,crt3,-66.5765151977539,-64.94735717773438,False,-1.771805763244629,-1.847712516784668,-1.621363639831543,-1.9168548583984375,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Most slopes are there embarrassing Cynthia.,There are most slopes embarrassing Cynthia.,semantics,quantifiers,existential_there_quantifiers_2,735.0
556,,,,,,crt3,-62.88374710083008,-69.63256072998047,True,-1.8020086288452148,-2.04201602935791,-1.9931640625,-1.9794340133666992,True,True,True,True,True,True,Mistral 7B,,Mistral,7.0,blimp,,There isn't a mouth disgusting Rachelle.,There isn't every mouth disgusting Rachelle.,semantics,quantifiers,existential_there_quantifiers_1,255.0
557,,,,,,crt3,-72.80889129638672,-72.32252502441406,False,-1.6265935897827148,-2.0121965408325195,-1.5927963256835938,-2.065493583679199,False,False,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,Most newspaper articles weren't there stunning Allison.,There weren't most newspaper articles stunning Allison.,semantics,quantifiers,existential_there_quantifiers_2,466.0
558,,,,,,crt3,-38.96563720703125,-46.99489974975586,True,-1.7269287109375,-2.188082695007324,-1.9181013107299805,-1.9991607666015625,True,True,True,False,False,True,Mistral 7B,,Mistral,7.0,blimp,,There were few girls debating.,There were most girls debating.,semantics,quantifiers,existential_there_quantifiers_1,158.0
