model,model_family,model_n_params,problem_type,problem_ind,problem_id,perm_invariant,correct_answer,response,response_sum_logprob,response_correct,eval_method,pretty_eval_method
Mistral 7B,Mistral,7.0,three_rule_comb7,18,three_rule_comb7_18,False,[6 2 6],"5 5 7]



",-7.894031524658203,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb7,18,three_rule_comb7_18,False,[6 2 6],6 6 6],-4.303335189819336,False,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb8,18,three_rule_comb8_18,False,[1 5 5],"1 5 5]



",-5.053720474243164,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb8,18,three_rule_comb8_18,False,[1 5 5],1 5 5],-0.7943477630615234,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb9,18,three_rule_comb9_18,False,[4 6 9],"4 6 9]
[3 ",-0.6891937255859375,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb9,18,three_rule_comb9_18,False,[4 6 9],4 6 9],-0.0503597259521484,True,mc,Forced choice
Mistral 7B,Mistral,7.0,c3_set_union,18,c3_set_union_18,True,[9 4 2 8],"9 2 4 8]
[",-1.6879186630249023,True,generated,Production
Mistral 7B,Mistral,7.0,c3_set_union,18,c3_set_union_18,True,[9 4 2 8],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,c1_set_union,18,c1_set_union_18,True,[8],"8]
[4 0] [4",-3.6029462814331055,True,generated,Production
Mistral 7B,Mistral,7.0,c1_set_union,18,c1_set_union_18,True,[8],8],-0.281137466430664,True,mc,Forced choice
Mistral 7B,Mistral,7.0,c2_set_union,18,c2_set_union_18,True,[9],"2]







",-9.445740699768066,False,generated,Production
Mistral 7B,Mistral,7.0,c2_set_union,18,c2_set_union_18,True,[9],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,AND,18,AND_18,True,[4],"4]







",-8.105196952819824,True,generated,Production
Mistral 7B,Mistral,7.0,AND,18,AND_18,True,[4],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,XOR,18,XOR_18,True,[1 0],"0 1]





",-7.954706192016602,True,generated,Production
Mistral 7B,Mistral,7.0,XOR,18,XOR_18,True,[1 0],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,c3_set_union_permuted,18,c3_set_union_permuted_18,True,[8 4 9 7],"8 4 9 7]
[",-1.786407470703125,True,generated,Production
Mistral 7B,Mistral,7.0,c3_set_union_permuted,18,c3_set_union_permuted_18,True,[8 4 9 7],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,c2_set_union_permuted,18,c2_set_union_permuted_18,True,[5],"7 5]
[0] [0",-5.49390983581543,False,generated,Production
Mistral 7B,Mistral,7.0,c2_set_union_permuted,18,c2_set_union_permuted_18,True,[5],7],-2.0977745056152344,False,mc,Forced choice
Mistral 7B,Mistral,7.0,c1_set_union_permuted,18,c1_set_union_permuted_18,True,[4],"9]
[3 8] [8",-3.8957128524780273,False,generated,Production
Mistral 7B,Mistral,7.0,c1_set_union_permuted,18,c1_set_union_permuted_18,True,[4],4],-1.2427473068237305,True,mc,Forced choice
Mistral 7B,Mistral,7.0,XOR_permuted,18,XOR_permuted_18,True,[7 8],"8 8]





",-8.692522048950195,False,generated,Production
Mistral 7B,Mistral,7.0,XOR_permuted,18,XOR_permuted_18,True,[7 8],7 8],-1.906362533569336,True,mc,Forced choice
Mistral 7B,Mistral,7.0,AND_permuted,18,AND_permuted_18,True,[],"6]
[0 8] [0",-5.325523376464844,False,generated,Production
Mistral 7B,Mistral,7.0,AND_permuted,18,AND_permuted_18,True,[],],0.0,True,mc,Forced choice
Mistral 7B,Mistral,7.0,row_constant,19,row_constant_19,False,[5],"5]
[1] [1] [",-2.4346466064453125,True,generated,Production
Mistral 7B,Mistral,7.0,row_constant,19,row_constant_19,False,[5],5],-0.0336666107177734,True,mc,Forced choice
Mistral 7B,Mistral,7.0,col_constant,19,col_constant_19,False,[2],"2]
[5] [7] [",-0.7057819366455078,True,generated,Production
Mistral 7B,Mistral,7.0,col_constant,19,col_constant_19,False,[2],2],-0.0232791900634765,True,mc,Forced choice
Mistral 7B,Mistral,7.0,dist3_diag1,19,dist3_diag1_19,False,[3],"3]
[8] [3] [",-2.266383171081543,True,generated,Production
Mistral 7B,Mistral,7.0,dist3_diag1,19,dist3_diag1_19,False,[3],3],-0.1235733032226562,True,mc,Forced choice
Mistral 7B,Mistral,7.0,dist3_diag2,19,dist3_diag2_19,False,[7],"7]
[7] [8] [",-1.5560245513916016,True,generated,Production
Mistral 7B,Mistral,7.0,dist3_diag2,19,dist3_diag2_19,False,[7],7],-0.02740478515625,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb0,19,two_rule_comb0_19,False,[2 6],"2 6]
[5 3]",-1.959162712097168,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb0,19,two_rule_comb0_19,False,[2 6],2 6],-0.0210723876953125,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb1,19,two_rule_comb1_19,False,[1 9],"1 9]
[7 0]",-2.5390090942382812,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb1,19,two_rule_comb1_19,False,[1 9],1 9],-0.1218223571777343,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb2,19,two_rule_comb2_19,False,[5 4],"5 4]
[2 5]",-0.6398162841796875,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb2,19,two_rule_comb2_19,False,[5 4],5 4],-0.267221450805664,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb3,19,two_rule_comb3_19,False,[5 6],"5 6]





",-6.3719987869262695,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb3,19,two_rule_comb3_19,False,[5 6],5 6],-0.0155105590820312,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb4,19,two_rule_comb4_19,False,[2 3],"2 3]
[3 9]",-2.468252182006836,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb4,19,two_rule_comb4_19,False,[2 3],2 3],-0.499734878540039,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb5,19,two_rule_comb5_19,False,[7 9],"7 9]





",-6.478975296020508,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb5,19,two_rule_comb5_19,False,[7 9],7 9],-0.3169593811035156,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb0,19,three_rule_comb0_19,False,[5 6 3],"5 6 3]
[1 ",-0.5265913009643555,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb0,19,three_rule_comb0_19,False,[5 6 3],5 6 3],-0.0461940765380859,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb1,19,three_rule_comb1_19,False,[7 4 9],"7 4 9]



",-5.138456344604492,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb1,19,three_rule_comb1_19,False,[7 4 9],7 4 9],-0.7419261932373047,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb2,19,three_rule_comb2_19,False,[4 7 4],"4 0 5]
[5 ",-1.5950260162353516,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb2,19,three_rule_comb2_19,False,[4 7 4],4 0 4],-2.8148269653320312,False,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb3,19,three_rule_comb3_19,False,[7 2 1],"8 2 9]
[8 ",-5.821311950683594,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb3,19,three_rule_comb3_19,False,[7 2 1],7 2 1],-2.978668212890625,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb4,19,three_rule_comb4_19,False,[5 4 5],"5 4 2]
[4 ",-2.356912612915039,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb4,19,three_rule_comb4_19,False,[5 4 5],5 4 2],-1.617961883544922,False,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb5,19,three_rule_comb5_19,False,[0 1 0],"0 1 0]

[4",-4.623180389404297,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb5,19,three_rule_comb5_19,False,[0 1 0],0 1 0],-0.2685108184814453,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb6,19,three_rule_comb6_19,False,[6 7 2],"6 7 2]



",-4.32337760925293,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb6,19,three_rule_comb6_19,False,[6 7 2],6 7 2],-0.0113487243652343,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb7,19,three_rule_comb7_19,False,[1 3 9],"1 3 3]



",-4.88504695892334,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb7,19,three_rule_comb7_19,False,[1 3 9],1 3 3],-0.5654487609863281,False,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb8,19,three_rule_comb8_19,False,[0 7 5],"0 1 2]



",-7.346994400024414,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb8,19,three_rule_comb8_19,False,[0 7 5],4 5 6],-4.215947151184082,False,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb9,19,three_rule_comb9_19,False,[2 8 0],"2 8 1]



",-5.48487663269043,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb9,19,three_rule_comb9_19,False,[2 8 0],2 8 0],-2.725116729736328,True,mc,Forced choice
Mistral 7B,Mistral,7.0,c3_set_union,19,c3_set_union_19,True,[8 4 6 1],"8 6 4 1]
[",-1.7605457305908203,True,generated,Production
Mistral 7B,Mistral,7.0,c3_set_union,19,c3_set_union_19,True,[8 4 6 1],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,c1_set_union,19,c1_set_union_19,True,[4],"4]
[6 8] [6",-1.1919078826904297,True,generated,Production
Mistral 7B,Mistral,7.0,c1_set_union,19,c1_set_union_19,True,[4],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,c2_set_union,19,c2_set_union_19,True,[8],"8]

[0 6] [",-7.0617475509643555,True,generated,Production
Mistral 7B,Mistral,7.0,c2_set_union,19,c2_set_union_19,True,[8],8],-0.3954830169677734,True,mc,Forced choice
Mistral 7B,Mistral,7.0,AND,19,AND_19,True,[7],"7]
[5] [4] [",-1.2615671157836914,True,generated,Production
Mistral 7B,Mistral,7.0,AND,19,AND_19,True,[7],7],-0.1937789916992187,True,mc,Forced choice
Mistral 7B,Mistral,7.0,XOR,19,XOR_19,True,[7 4],"4 2]





",-8.52534294128418,False,generated,Production
Mistral 7B,Mistral,7.0,XOR,19,XOR_19,True,[7 4],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,c3_set_union_permuted,19,c3_set_union_permuted_19,True,[8 9 0 6],"9 8]
[0 9]",-4.284971237182617,False,generated,Production
Mistral 7B,Mistral,7.0,c3_set_union_permuted,19,c3_set_union_permuted_19,True,[8 9 0 6],8 9],-3.1000070571899414,False,mc,Forced choice
Mistral 7B,Mistral,7.0,c2_set_union_permuted,19,c2_set_union_permuted_19,True,[2],"1 0]
[1 2 ",-8.174720764160156,False,generated,Production
Mistral 7B,Mistral,7.0,c2_set_union_permuted,19,c2_set_union_permuted_19,True,[2],2],-2.9347457885742188,True,mc,Forced choice
Mistral 7B,Mistral,7.0,c1_set_union_permuted,19,c1_set_union_permuted_19,True,[9],"9]
[3 7] [7",-4.042752265930176,True,generated,Production
Mistral 7B,Mistral,7.0,c1_set_union_permuted,19,c1_set_union_permuted_19,True,[9],9],-0.3199214935302734,True,mc,Forced choice
Mistral 7B,Mistral,7.0,XOR_permuted,19,XOR_permuted_19,True,[0 9],"9 0]
[9 5]",-3.549778938293457,True,generated,Production
Mistral 7B,Mistral,7.0,XOR_permuted,19,XOR_permuted_19,True,[0 9],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,AND_permuted,19,AND_permuted_19,True,[],"1]
[3 1] [9",-4.515695571899414,False,generated,Production
Mistral 7B,Mistral,7.0,AND_permuted,19,AND_permuted_19,True,[],],0.0,True,mc,Forced choice
Mistral 7B,Mistral,7.0,row_constant,20,row_constant_20,False,[0],"0]
[0] [0] [",-2.1807594299316406,True,generated,Production
Mistral 7B,Mistral,7.0,row_constant,20,row_constant_20,False,[0],0],-0.0742015838623046,True,mc,Forced choice
Mistral 7B,Mistral,7.0,col_constant,20,col_constant_20,False,[6],"6]
[4] [5] [",-0.7608480453491211,True,generated,Production
Mistral 7B,Mistral,7.0,col_constant,20,col_constant_20,False,[6],6],-0.0059242248535156,True,mc,Forced choice
Mistral 7B,Mistral,7.0,dist3_diag1,20,dist3_diag1_20,False,[7],"7]
[6] [7] [",-1.6545963287353516,True,generated,Production
Mistral 7B,Mistral,7.0,dist3_diag1,20,dist3_diag1_20,False,[7],7],-0.0384674072265625,True,mc,Forced choice
Mistral 7B,Mistral,7.0,dist3_diag2,20,dist3_diag2_20,False,[9],"9]

# 2018",-10.456625938415527,True,generated,Production
Mistral 7B,Mistral,7.0,dist3_diag2,20,dist3_diag2_20,False,[9],9],-0.0122718811035156,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb0,20,two_rule_comb0_20,False,[5 5],"5 5]
[2 4]",-3.2945613861083984,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb0,20,two_rule_comb0_20,False,[5 5],5 5],-0.0361652374267578,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb1,20,two_rule_comb1_20,False,[4 9],"4 9]
[2 9]",-3.4782581329345703,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb1,20,two_rule_comb1_20,False,[4 9],4 9],-0.5727310180664062,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb2,20,two_rule_comb2_20,False,[4 5],"4 5]
[5 8]",-0.5912656784057617,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb2,20,two_rule_comb2_20,False,[4 5],4 5],-0.1196346282958984,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb3,20,two_rule_comb3_20,False,[6 4],"6 4]





",-6.625127792358398,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb3,20,two_rule_comb3_20,False,[6 4],6 4],-0.0583343505859375,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb4,20,two_rule_comb4_20,False,[9 2],"8 2]
[7 2]",-4.993084907531738,False,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb4,20,two_rule_comb4_20,False,[9 2],9 2],-3.129846572875977,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb5,20,two_rule_comb5_20,False,[1 9],"1 9]





",-6.243459701538086,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb5,20,two_rule_comb5_20,False,[1 9],1 9],-0.1107387542724609,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb0,20,three_rule_comb0_20,False,[2 2 4],"2 2 4]
[3 ",-1.1424570083618164,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb0,20,three_rule_comb0_20,False,[2 2 4],2 2 4],-0.0210075378417968,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb1,20,three_rule_comb1_20,False,[4 1 0],"4 1 1]
[3 ",-1.6923189163208008,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb1,20,three_rule_comb1_20,False,[4 1 0],4 1 0],-3.058238983154297,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb2,20,three_rule_comb2_20,False,[1 9 9],"1 9 10]


",-5.144121170043945,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb2,20,three_rule_comb2_20,False,[1 9 9],1 9 9],-2.214651107788086,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb3,20,three_rule_comb3_20,False,[9 5 4],"5 9 4]
[5 ",-2.903914451599121,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb3,20,three_rule_comb3_20,False,[9 5 4],9 5 4],-1.495687484741211,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb4,20,three_rule_comb4_20,False,[2 5 2],"5 5 2]



",-5.301532745361328,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb4,20,three_rule_comb4_20,False,[2 5 2],2 5 2],-2.464578628540039,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb5,20,three_rule_comb5_20,False,[4 4 9],"4 7 3]



",-5.276919364929199,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb5,20,three_rule_comb5_20,False,[4 4 9],4 7 5],-3.4587440490722656,False,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb6,20,three_rule_comb6_20,False,[9 4 9],"9 4 9]



",-6.269716262817383,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb6,20,three_rule_comb6_20,False,[9 4 9],9 4 9],-2.1029186248779297,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb7,20,three_rule_comb7_20,False,[5 6 5],"5 6 5]
[4 ",-0.925039291381836,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb7,20,three_rule_comb7_20,False,[5 6 5],5 6 5],-0.4425697326660156,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb8,20,three_rule_comb8_20,False,[4 1 9],"7 1 6]



",-4.678820610046387,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb8,20,three_rule_comb8_20,False,[4 1 9],4 1 9],-6.223272323608398,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb9,20,three_rule_comb9_20,False,[0 8 7],"0 7 7]



",-6.804385185241699,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb9,20,three_rule_comb9_20,False,[0 8 7],0 8 7],-4.656800270080566,True,mc,Forced choice
Mistral 7B,Mistral,7.0,c3_set_union,20,c3_set_union_20,True,[6 0 2 3],"6 0 2 3]
[",-1.2365789413452148,True,generated,Production
Mistral 7B,Mistral,7.0,c3_set_union,20,c3_set_union_20,True,[6 0 2 3],6 0 2 3],-0.7179355621337891,True,mc,Forced choice
Mistral 7B,Mistral,7.0,c1_set_union,20,c1_set_union_20,True,[8],"8]
[1 4] [1",-3.1200952529907227,True,generated,Production
Mistral 7B,Mistral,7.0,c1_set_union,20,c1_set_union_20,True,[8],8],-0.1863460540771484,True,mc,Forced choice
Mistral 7B,Mistral,7.0,c2_set_union,20,c2_set_union_20,True,[7],"7]







",-8.306268692016602,True,generated,Production
Mistral 7B,Mistral,7.0,c2_set_union,20,c2_set_union_20,True,[7],7],-0.8647785186767578,True,mc,Forced choice
Mistral 7B,Mistral,7.0,AND,20,AND_20,True,[8],"8]
[9 8 5]",-4.717174530029297,True,generated,Production
Mistral 7B,Mistral,7.0,AND,20,AND_20,True,[8],8],-0.2834558486938476,True,mc,Forced choice
Mistral 7B,Mistral,7.0,XOR,20,XOR_20,True,[0 5],"5 9]





",-8.379701614379883,False,generated,Production
Mistral 7B,Mistral,7.0,XOR,20,XOR_20,True,[0 5],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,c3_set_union_permuted,20,c3_set_union_permuted_20,True,[3 8 1 4],"1 8 4 3]
[",-1.495936393737793,True,generated,Production
Mistral 7B,Mistral,7.0,c3_set_union_permuted,20,c3_set_union_permuted_20,True,[3 8 1 4],1 3],-3.519899368286133,False,mc,Forced choice
Mistral 7B,Mistral,7.0,c2_set_union_permuted,20,c2_set_union_permuted_20,True,[5],"7 5]
[1 7]",-6.190155982971191,False,generated,Production
Mistral 7B,Mistral,7.0,c2_set_union_permuted,20,c2_set_union_permuted_20,True,[5],5],-1.559823989868164,True,mc,Forced choice
Mistral 7B,Mistral,7.0,c1_set_union_permuted,20,c1_set_union_permuted_20,True,[1],"1]
[1 9] [9",-4.723226547241211,True,generated,Production
Mistral 7B,Mistral,7.0,c1_set_union_permuted,20,c1_set_union_permuted_20,True,[1],1],-0.5342273712158203,True,mc,Forced choice
Mistral 7B,Mistral,7.0,XOR_permuted,20,XOR_permuted_20,True,[0 2],"2 1]
[7 2]",-4.639957427978516,False,generated,Production
Mistral 7B,Mistral,7.0,XOR_permuted,20,XOR_permuted_20,True,[0 2],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,AND_permuted,20,AND_permuted_20,True,[],"1]
[1] [5] [",-4.611763000488281,False,generated,Production
Mistral 7B,Mistral,7.0,AND_permuted,20,AND_permuted_20,True,[],],0.0,True,mc,Forced choice
Mistral 7B,Mistral,7.0,row_constant,21,row_constant_21,False,[3],"3]
[4] [4] [",-1.616379737854004,True,generated,Production
Mistral 7B,Mistral,7.0,row_constant,21,row_constant_21,False,[3],3],-0.0242424011230468,True,mc,Forced choice
Mistral 7B,Mistral,7.0,col_constant,21,col_constant_21,False,[6],"6]
[0] [8] [",-0.6508960723876953,True,generated,Production
Mistral 7B,Mistral,7.0,col_constant,21,col_constant_21,False,[6],6],-0.0575237274169921,True,mc,Forced choice
Mistral 7B,Mistral,7.0,dist3_diag1,21,dist3_diag1_21,False,[4],"4]
[2] [4] [",-2.118387222290039,True,generated,Production
Mistral 7B,Mistral,7.0,dist3_diag1,21,dist3_diag1_21,False,[4],4],-0.0211982727050781,True,mc,Forced choice
Mistral 7B,Mistral,7.0,dist3_diag2,21,dist3_diag2_21,False,[1],"1]

# The 201",-11.721373558044434,True,generated,Production
Mistral 7B,Mistral,7.0,dist3_diag2,21,dist3_diag2_21,False,[1],1],-0.0182819366455078,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb0,21,two_rule_comb0_21,False,[8 5],"8 5]
[1 1]",-3.875552177429199,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb0,21,two_rule_comb0_21,False,[8 5],8 5],-0.0231227874755859,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb1,21,two_rule_comb1_21,False,[2 3],"2 3]
[0 5]",-1.9173507690429688,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb1,21,two_rule_comb1_21,False,[2 3],2 3],-0.6320457458496094,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb2,21,two_rule_comb2_21,False,[0 6],"0 6]
[1 5]",-1.7729463577270508,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb2,21,two_rule_comb2_21,False,[0 6],0 6],-0.2236795425415039,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb3,21,two_rule_comb3_21,False,[0 6],"0 6]
[2 0]",-3.8201608657836914,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb3,21,two_rule_comb3_21,False,[0 6],0 6],-1.2370853424072266,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb4,21,two_rule_comb4_21,False,[4 1],"4 1]
[5 1]",-3.1751585006713867,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb4,21,two_rule_comb4_21,False,[4 1],4 1],-1.6795082092285156,True,mc,Forced choice
Mistral 7B,Mistral,7.0,two_rule_comb5,21,two_rule_comb5_21,False,[8 5],"8 5]
[7 4]",-0.7062473297119141,True,generated,Production
Mistral 7B,Mistral,7.0,two_rule_comb5,21,two_rule_comb5_21,False,[8 5],8 5],-0.0540943145751953,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb0,21,three_rule_comb0_21,False,[7 1 0],"7 1 0]
[0 ",-2.3272476196289062,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb0,21,three_rule_comb0_21,False,[7 1 0],7 1 0],-0.020883560180664,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb1,21,three_rule_comb1_21,False,[9 1 6],"9 1 6]



",-7.160343170166016,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb1,21,three_rule_comb1_21,False,[9 1 6],9 1 6],-2.502168655395508,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb2,21,three_rule_comb2_21,False,[5 5 3],"5 5 3]



",-4.633138656616211,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb2,21,three_rule_comb2_21,False,[5 5 3],5 5 3],-0.0557727813720703,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb3,21,three_rule_comb3_21,False,[3 3 2],"3 3 2]



",-5.277468681335449,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb3,21,three_rule_comb3_21,False,[3 3 2],3 3 2],-1.0091915130615234,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb4,21,three_rule_comb4_21,False,[3 3 4],"3 6 4]



",-6.821050643920898,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb4,21,three_rule_comb4_21,False,[3 3 4],3 4 5],-4.2620086669921875,False,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb5,21,three_rule_comb5_21,False,[1 7 4],"1 7 4]
[8 ",-0.9468469619750975,True,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb5,21,three_rule_comb5_21,False,[1 7 4],1 7 4],-0.5130290985107422,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb6,21,three_rule_comb6_21,False,[6 9 8],"6 6 8]



",-6.444212913513184,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb6,21,three_rule_comb6_21,False,[6 9 8],6 9 8],-3.899669647216797,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb7,21,three_rule_comb7_21,False,[1 4 3],"1 5 0]



",-7.5458526611328125,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb7,21,three_rule_comb7_21,False,[1 4 3],1 4 3],-4.3021240234375,True,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb8,21,three_rule_comb8_21,False,[0 9 4],"6 6 6]



",-6.88178825378418,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb8,21,three_rule_comb8_21,False,[0 9 4],6 6 8],-4.5998992919921875,False,mc,Forced choice
Mistral 7B,Mistral,7.0,three_rule_comb9,21,three_rule_comb9_21,False,[1 2 9],"1 7 9]



",-7.274998664855957,False,generated,Production
Mistral 7B,Mistral,7.0,three_rule_comb9,21,three_rule_comb9_21,False,[1 2 9],7 5 3],-3.3507766723632812,False,mc,Forced choice
Mistral 7B,Mistral,7.0,c3_set_union,21,c3_set_union_21,True,[8 4 5 9],"8 4 5 9]
[",-1.318232536315918,True,generated,Production
Mistral 7B,Mistral,7.0,c3_set_union,21,c3_set_union_21,True,[8 4 5 9],8 4 5 9],-0.8991165161132812,True,mc,Forced choice
Mistral 7B,Mistral,7.0,c1_set_union,21,c1_set_union_21,True,[6],"6]
[3 4] [3",-2.2750635147094727,True,generated,Production
Mistral 7B,Mistral,7.0,c1_set_union,21,c1_set_union_21,True,[6],6],-0.060577392578125,True,mc,Forced choice
Mistral 7B,Mistral,7.0,c2_set_union,21,c2_set_union_21,True,[8],"8]







",-7.877119064331055,True,generated,Production
Mistral 7B,Mistral,7.0,c2_set_union,21,c2_set_union_21,True,[8],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,AND,21,AND_21,True,[0],"0]







",-8.043099403381348,True,generated,Production
Mistral 7B,Mistral,7.0,AND,21,AND_21,True,[0],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,XOR,21,XOR_21,True,[3 4],"1 3]





",-8.797690391540527,False,generated,Production
Mistral 7B,Mistral,7.0,XOR,21,XOR_21,True,[3 4],],0.0,False,mc,Forced choice
Mistral 7B,Mistral,7.0,c3_set_union_permuted,21,c3_set_union_permuted_21,True,[7 9 3 0],"7 3 9 0]
[",-0.7844600677490234,True,generated,Production
Mistral 7B,Mistral,7.0,c3_set_union_permuted,21,c3_set_union_permuted_21,True,[7 9 3 0],7 9],-3.7259111404418945,False,mc,Forced choice
