condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The coffee table costs $1.20.

Question: A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?
Answer: The coffee table costs $1.20.

Question: A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?
Answer: The coffee table costs",The coffee table costs $1.,more_alt,total_cost,"[-1.6803345680236816, -1.3832297325134277, -0.7406256198883057, -1.4811747074127197, -1.6803345680236816, -1.3832297325134277, -0.7406256198883057, -0.9793219566345215]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.680334568,-1.383229733,2,total_cost,$1.20,-0.7406256199,FALSE,-1.680334568,-1.383229733,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10," $14 + $10 = $24

Question: A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?
Answer: $14 + $10 = $24

Question: A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?
Answer: $14 + $10 = $24

Question: A pencil and a",$14 + $10 = $24.,more_alt,,"[-2.3236992359161377, -2.195297956466675, -1.9568824768066406, -2.0248656272888184, -2.455395221710205, -2.13417387008667, -1.5188965797424316, -1.822667121887207]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.323699236,-2.195297956,6,total_cost_alt,$14,-1.51889658,FALSE,-2.455395222,-2.13417387,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,32,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50," The coffee table costs $53.

Question: A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?
Answer: The coffee table costs $53.

Question: A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?
Answer: The coffee table costs $53.

Question: A",The coffee table costs $53.,total_cost_alt,total_cost,"[-2.1341676712036133, -2.5247461795806885, -1.9684474468231201, -2.2593400478363037, -2.1341676712036133, -3.0544843673706055, -1.929588794708252, -2.169144630432129]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.134167671,-2.52474618,6,total_cost_alt,$53,-1.929588795,FALSE,-2.134167671,-3.054484367,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,33,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," The laundry detergent costs $52.

Question: A box of cereal costs $1.50. The box of cereal costs $1 more than the box of cereal. How much does the box of cereal cost?
Answer: The box of cereal costs $1.50.

Question: A box of cereal costs $1.50. The box of cereal costs $1 more than the box of cereal. How much does the box of cereal cost?
Answer: The box of",The laundry detergent costs $52.,total_cost_alt,total_cost,"[-2.0090363025665283, -2.181617498397827, -2.055924415588379, -2.3617634773254395, -2.5741186141967773, -2.7439022064208984, -1.9241890907287598, -2.2772488594055176]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.009036303,-2.181617498,6,total_cost_alt,$52,-1.924189091,FALSE,-2.574118614,-2.743902206,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,34,A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$10.00,$20.00,$120.00,$100.00,$10,$20,$120,$100," The bottle of ouzo costs $120.

Question: A man buys a bottle of ouzo for $100. He then sells the bottle for $120. How much does he make?
Answer: The man makes $120.

Question: A man buys a bottle of ouzo for $100. He then sells the bottle for $120. How much does he make?
Answer: The man makes $120.

Question: A man buys a",The bottle of ouzo costs $120.,total_cost_alt,total_cost,"[-2.5229380130767822, -2.6325132846832275, -2.263378620147705, -2.368921995162964, -2.525722026824951, -2.3492579460144043, -1.794994831085205, -1.9964799880981445]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.522938013,-2.632513285,6,total_cost_alt,$120,-1.794994831,FALSE,-2.525722027,-2.349257946,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,35,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500," The pack of diapers costs $500 more than the bottle of bath salts.

Question: A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?
Answer: The pack of diapers costs $500 more than the bottle of bath salts.

Question: A bottle of bath salts and a pack of diapers together cost $510",The pack of diapers costs $500 more than the bottle of bath salts.,more_alt,more,"[-2.2494351863861084, -2.4360809326171875, -2.215506076812744, -2.40058970451355, -2.7921276092529297, -2.676403522491455, -2.0866150856018066, -2.2242016792297363]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.249435186,-2.436080933,6,total_cost_alt,$510,-2.086615086,FALSE,-2.792127609,-2.676403522,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,36,A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10," The pan costs $12.

Question: A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?
Answer: The pan costs $12.

Question: A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?
Answer: The pan costs $12.

Question: A CD and a pan together cost $13.",The pan costs $12.,,,"[-2.049683094024658, -2.4142954349517822, -2.1332974433898926, -2.18955397605896, -2.049683094024658, -2.3295435905456543, -1.6885294914245605, -1.9522428512573242]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.049683094,-2.414295435,6,total_cost_alt,$13,-1.688529491,FALSE,-2.049683094,-2.329543591,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,37,A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," The sculpture costs $130. The rice cooker costs $130 more than the sculpture.

Question: A sculpture costs $100. The sculpture is worth $100 more than the rice cooker. How much does the rice cooker cost?
Answer: The rice cooker costs $100 more than the sculpture.

Question: A sculpture costs $100. The sculpture is worth $100 more than the rice cooker. How much does the rice cooker cost?
Answer: The rice cooker costs $100",The sculpture costs $130.,total_cost_alt,total_cost,"[-3.0568060874938965, -2.9739038944244385, -2.4061594009399414, -2.691324234008789, -3.406857967376709, -2.9150662422180176, -1.8530645370483398, -2.4719414710998535]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-3.056806087,-2.973903894,6,total_cost_alt,$130,-1.853064537,FALSE,-3.406857967,-2.915066242,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,38,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10," $13 + $10 = $23

Question: A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?
Answer: $13 + $10 = $23

Question: A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?
Answer: $13 + $",$13 + $10 = $23.,more_alt,,"[-1.9837231636047363, -2.2681562900543213, -2.266094446182251, -2.2573964595794678, -1.9837231636047363, -2.118834972381592, -1.5853681564331055, -1.8760089874267578]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.983723164,-2.26815629,6,total_cost_alt,$13,-1.585368156,FALSE,-1.983723164,-2.118834972,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,39,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$0.10,$0.20,$5.20,$5.00,$0.10,$0.20,$5.20,$5," The speaker costs $5 more than the bottle of ouzo.

Question: A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?
Answer: The speaker costs $5 more than the bottle of ouzo.

Question: A speaker and a bottle of ouzo together cost $5.20. The speaker costs $",The speaker costs $5 more than the bottle of ouzo.,more_alt,more,"[-2.014678716659546, -1.632707118988037, -0.9450893402099609, -1.4479632377624512, -2.014678716659546, -1.632707118988037, -0.9450893402099609, -1.353158950805664]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.014678717,-1.632707119,2,total_cost,$5.20,-0.9450893402,FALSE,-2.014678717,-1.632707119,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,40,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,$0.10,$0.20,$5.20,$5.00,$0.10,$0.20,$5.20,$5," The wallet costs $5.20.

Question: A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?
Answer: The wallet costs $5.20.

Question: A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost",The wallet costs $5.,more_alt,total_cost,"[-2.036633014678955, -1.4915838241577148, -0.8550446033477783, -1.5079331398010254, -2.036633014678955, -1.4915838241577148, -0.8550446033477783, -1.2218317985534668]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.036633015,-1.491583824,2,total_cost,$5.20,-0.8550446033,FALSE,-2.036633015,-1.491583824,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,41,A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The sculpture costs $54. The rug costs $54 more than the sculpture.

Question: A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?
Answer: The sculpture costs $54. The rug costs $54 more than the sculpture.

Question: A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?
Answer:",The sculpture costs $54.,total_cost_alt,total_cost,"[-2.712571144104004, -2.643383502960205, -2.053940534591675, -2.5915098190307617, -3.188849925994873, -3.032332420349121, -1.8378019332885742, -2.5380492210388184]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.712571144,-2.643383503,6,total_cost_alt,$54,-1.837801933,FALSE,-3.188849926,-3.03233242,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,42,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," $130

Question: A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?
Answer: $130

Question: A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?
Answer: $130

Question: A pair of sung",$130.00,total_cost,total_cost,"[-2.7340588569641113, -2.53106427192688, -2.0219645500183105, -2.234541654586792, -3.1050477027893066, -2.3830618858337402, -1.3612170219421387, -2.0371627807617188]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.734058857,-2.531064272,6,total_cost_alt,$130,-1.361217022,FALSE,-3.105047703,-2.383061886,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,43,A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," $1.20

Question: A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?
Answer: $1.20

Question: A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?
Answer: $1.20

Question: A scarf and a ring together cost $1.20.",$1.00,more,total_cost,"[-1.521928071975708, -1.262169599533081, -0.7547037601470947, -1.3891539573669434, -1.521928071975708, -1.262169599533081, -0.7547037601470947, -0.8057551383972168]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.521928072,-1.2621696,2,total_cost,$1.20,-0.7547037601,FALSE,-1.521928072,-1.2621696,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,44,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," $52.

Question: A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?
Answer: $52.

Question: A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?
Answer: $52.

Question: A pair of",$52.00,total_cost,total_cost,"[-2.231149673461914, -2.3814783096313477, -1.8720147609710693, -2.4839539527893066, -2.6794748306274414, -2.8589515686035156, -1.573836326599121, -2.240722179412842]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.231149673,-2.38147831,6,total_cost_alt,$52,-1.573836327,FALSE,-2.679474831,-2.858951569,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,45,A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,$0.15,$0.30,$1.30,$1.00,$0.15,$0.30,$1.30,$1," $1.30

Question: A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?
Answer: $1.30

Question: A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?
Answer: $1.30

Question: A wall",$1.00,more,total_cost,"[-1.8388264179229736, -1.1063830852508545, -0.6491591930389404, -1.462606430053711, -1.8388264179229736, -1.1063830852508545, -0.6491591930389404, -0.8458161354064941]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.838826418,-1.106383085,2,total_cost,$1.30,-0.649159193,FALSE,-1.838826418,-1.106383085,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,46,A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," $52.

Question: A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?
Answer: $52.

Question: A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?
Answer: $52.

Question: A blanket and a flashlight together cost $52. The blanket",$52.00,total_cost,total_cost,"[-1.9789729118347168, -2.1628034114837646, -1.754915475845337, -2.32271671295166, -2.422318935394287, -2.657029628753662, -1.5621094703674316, -2.152204990386963]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.978972912,-2.162803411,6,total_cost_alt,$52,-1.56210947,FALSE,-2.422318935,-2.657029629,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,47,A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," $54

Question: A pair of socks costs $1.50. A pair of socks and a pair of socks together cost $2.50. How much does the pair of socks cost?
Answer: $2.50

Question: A pair of socks costs $1.50. A pair of socks and a pair of socks together cost $2.50. How much does the pair of socks cost?
Answer: $2.50

Question: A pair",$54.00,total_cost,total_cost,"[-2.390669107437134, -2.267470121383667, -1.7385883331298828, -2.3747236728668213, -2.7045822143554688, -2.5182013511657715, -1.4616494178771973, -2.5074448585510254]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.390669107,-2.267470121,6,total_cost_alt,$54,-1.461649418,FALSE,-2.704582214,-2.518201351,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,48,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50," $53.

Question: A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?
Answer: $53.

Question: A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?
Answer: $53.

Question: A set of wine glasses and a",$53.00,total_cost,total_cost,"[-1.9812121391296387, -2.440380334854126, -1.8353548049926758, -2.2473044395446777, -1.9812121391296387, -2.8866281509399414, -1.646862506866455, -2.1828155517578125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.981212139,-2.440380335,6,total_cost_alt,$53,-1.646862507,FALSE,-1.981212139,-2.886628151,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,49,A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The bottle of ouzo costs $54.

Question: A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?
Answer: The bottle of ouzo costs $54.

Question: A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much",The bottle of ouzo costs $54.,total_cost_alt,total_cost,"[-2.371485710144043, -2.3233273029327393, -1.8817806243896484, -2.3488330841064453, -2.882990837097168, -2.7518301010131836, -1.6613678932189941, -2.4238061904907227]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.37148571,-2.323327303,6,total_cost_alt,$54,-1.661367893,FALSE,-2.882990837,-2.751830101,FALSE,EleutherAI/pythia-2.8b-deduped,
crt1,50,A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10," $12.

Question: A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?
Answer: $11.

Question: A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?
Answer: $12.

Question: A pizza and a toy together cost $13. The pizza costs $10 more than the toy",$12.00,,,"[-1.9144325256347656, -2.240604877471924, -2.269212245941162, -2.2142021656036377, -1.9144325256347656, -1.918041706085205, -1.7720837593078613, -1.863114833831787]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.914432526,-2.240604877,6,total_cost_alt,$13,-1.772083759,FALSE,-1.914432526,-1.918041706,FALSE,EleutherAI/pythia-2.8b-deduped,
