condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The coffee table costs $1.20.

A:

The coffee table is $1.20.
The hat is $1.20.
The coffee table is $1.20.
The coffee table is $1.20.
The coffee table is $1.20.
The coffee table is $1.20.
The coffee table is $1.20.
The coffee table is $1.20.
The coffee table is $1",The coffee table costs $1.,more_alt,"[-1.7792575359344482, -1.5355429649353027, -0.8238468170166016, -1.2835652828216553, -1.7792575359344482, -1.5355429649353027, -0.8238468170166016, -0.9360160827636719]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.7792575359344482,-1.5355429649353027,2,total_cost,$1.20,-0.8238468170166016,False,-1.7792575359344482,-1.5355429649353027,False,EleutherAI/pythia-1.4b-deduped,
crt1,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10," The pencil costs $10 more than the keyboard.

A:

The pencil costs $10 more than the keyboard.

The pencil costs $10 more than the keyboard.

The pencil costs $10 more than the keyboard.

The pencil costs $10 more than the keyboard.

The pencil costs $10 more than the keyboard.

The pencil costs $10 more than the keyboard.

The pencil costs $10 more than the keyboard.

",The pencil costs $10 more than the keyboard.,more_alt,"[-1.859050989151001, -2.028322696685791, -1.8622517585754395, -2.090907335281372, -2.0340890884399414, -2.2016429901123047, -1.5116214752197266, -1.9446086883544922]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.859050989151001,-2.028322696685791,6,total_cost_alt,$14,-1.5116214752197266,False,-2.0340890884399414,-2.2016429901123047,False,EleutherAI/pythia-1.4b-deduped,
crt1,32,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50," The coffee table costs $53.

A:

The coffee table is $50 more than the bag.

The coffee table is $50 more than the bag.

The coffee table is $50 more than the bag.

The coffee table is $50 more than the bag.

The coffee table is $50 more than the bag.

The coffee table is $50 more than the bag.

The coffee table is $50 more than the",The coffee table costs $53.,total_cost_alt,"[-2.2046802043914795, -2.4101500511169434, -1.8042371273040771, -2.1596429347991943, -2.2046802043914795, -3.1072731018066406, -1.762908935546875, -2.234612464904785]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.2046802043914795,-2.4101500511169434,6,total_cost_alt,$53,-1.762908935546875,False,-2.2046802043914795,-3.1072731018066406,False,EleutherAI/pythia-1.4b-deduped,
crt1,33,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," $52.

Question: A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?
Answer: $52.

Question: A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?
Answer: $52.

Question: A mixing bowl and a laundry detergent together cost",$52.00,total_cost,"[-1.798292875289917, -1.6531291007995605, -1.5617098808288574, -1.9425899982452393, -2.2067408561706543, -2.0351734161376953, -1.5286064147949219, -2.0583953857421875]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.798292875289917,-1.6531291007995605,6,total_cost_alt,$52,-1.5286064147949219,False,-2.2067408561706543,-2.0351734161376953,False,EleutherAI/pythia-1.4b-deduped,
crt1,34,A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$10.00,$20.00,$120.00,$100.00,$10,$20,$120,$100," The bottle of ouzo costs $10 more than the perfume.

A:

The answer is $10.
The perfume is $100 more than the bottle of ouzo.
The bottle of ouzo costs $10 more than the perfume.

The first part of the question is a little confusing.  The perfume is $100 more than the bottle of ouzo.  The bottle of ouzo costs $10 more than the perfume.  ",The bottle of ouzo costs $10 more than the perfume.,correct_alt,"[-2.047842025756836, -2.142613410949707, -1.8893969058990479, -2.140826463699341, -2.251633644104004, -2.1758060455322266, -1.8241729736328125, -2.0746726989746094]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.047842025756836,-2.142613410949707,6,total_cost_alt,$120,-1.8241729736328125,False,-2.251633644104004,-2.1758060455322266,False,EleutherAI/pythia-1.4b-deduped,
crt1,35,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500," $500.

The answer is $500.

The answer is $500.

The answer is $500.

The answer is $500.

The answer is $500.

The answer is $500.

The answer is $500.

The answer is $500.

The answer is $500.

The answer is $500.

The answer is $500.

The answer is $500.
",$500.00,more,"[-1.865354299545288, -1.748971939086914, -1.8592565059661865, -2.012012004852295, -2.551121234893799, -2.296539306640625, -2.225393295288086, -2.029128074645996]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.865354299545288,-1.748971939086914,1,intuitive,$10.00,-1.748971939086914,False,-2.551121234893799,-2.296539306640625,False,EleutherAI/pythia-1.4b-deduped,
crt1,36,A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10," The CD is $13. The pan is $10 more than the CD.

A:

The CD is $13. The pan is $10 more than the CD.

The CD is $13. The pan is $10 more than the CD.

The CD is $13. The pan is $10 more than the CD.

The CD is $13. The pan is $10 more than the CD.

The CD is $13.",The CD is $13.,total_cost_alt,"[-1.58170747756958, -1.9302489757537842, -1.7252933979034424, -1.916083574295044, -1.58170747756958, -2.2361011505126953, -1.7098169326782227, -1.998152732849121]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.58170747756958,-1.9302489757537842,0,correct,$1.50,-1.58170747756958,True,-1.58170747756958,-2.2361011505126953,False,EleutherAI/pythia-1.4b-deduped,
crt1,37,A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," The sculpture costs $130.

A:

The sculpture is $130.
The rice cooker is $100 more than the sculpture.
The rice cooker is $100 more than the sculpture.
The rice cooker is $100 more than the sculpture.
The sculpture is $130.
The sculpture is $130.
The sculpture is $130.
The sculpture is $130.
The sculpture is $130.
The sculpture is $130.
The sculpture is",The sculpture costs $130.,total_cost_alt,"[-2.5424184799194336, -2.3891069889068604, -1.7096586227416992, -2.120516300201416, -3.3265843391418457, -2.639598846435547, -1.5267553329467773, -2.163691520690918]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.5424184799194336,-2.3891069889068604,6,total_cost_alt,$130,-1.5267553329467773,False,-3.3265843391418457,-2.639598846435547,False,EleutherAI/pythia-1.4b-deduped,
crt1,38,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10," $13

Question: A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?
Answer: $13

Question: A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?
Answer: $13

Question: A pair of sunglasses and a toy together cost",$13.00,total_cost,"[-1.752833366394043, -2.0820937156677246, -1.6457488536834717, -1.8964288234710693, -1.752833366394043, -2.428231716156006, -1.3454313278198242, -1.9467182159423828]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.752833366394043,-2.0820937156677246,6,total_cost_alt,$13,-1.3454313278198242,False,-1.752833366394043,-2.428231716156006,False,EleutherAI/pythia-1.4b-deduped,
crt1,39,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$0.10,$0.20,$5.20,$5.00,$0.10,$0.20,$5.20,$5," The speaker costs $5.20 + $5.20 = $10.40.

A:

The speaker costs $5.20 + $5.20 = $10.40.

The speaker costs $5.20.

The speaker costs $5.20 + $5.20 = $10.40.

The speaker costs $5.20 + $5.20 = $10.40.

The speaker costs $5.",The speaker costs $5.,more_alt,"[-1.989300012588501, -1.7834281921386719, -0.8732075691223145, -1.4060673713684082, -1.989300012588501, -1.7834281921386719, -0.8732075691223145, -1.2333450317382812]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.989300012588501,-1.7834281921386719,2,total_cost,$5.20,-0.8732075691223145,False,-1.989300012588501,-1.7834281921386719,False,EleutherAI/pythia-1.4b-deduped,
crt1,40,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,$0.10,$0.20,$5.20,$5.00,$0.10,$0.20,$5.20,$5," The wallet costs $5.20.

A:

The wallet costs $5.20.

The wallet costs $5.20.

The wallet costs $5.20.

The wallet costs $5.20.

The wallet costs $5.20.

The wallet costs $5.20.

The wallet costs $5.20.

The wallet costs $5.20.

The wallet costs $5.",The wallet costs $5.,more_alt,"[-1.9408574104309082, -1.6345024108886719, -0.7352862358093262, -1.3751907348632812, -1.9408574104309082, -1.6345024108886719, -0.7352862358093262, -1.1185102462768555]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.9408574104309082,-1.6345024108886719,2,total_cost,$5.20,-0.7352862358093262,False,-1.9408574104309082,-1.6345024108886719,False,EleutherAI/pythia-1.4b-deduped,
crt1,41,A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The sculpture costs $54.

A:

The sculpture is $54.
The rug is $50 more than the sculpture.
The sculpture is $54.
The sculpture is $54.
The sculpture is $54.
The sculpture is $54.
The sculpture is $54.
The sculpture is $54.
The sculpture is $54.
The sculpture is $54.
The sculpture is $54.
The sculpture is $54.
",The sculpture costs $54.,total_cost_alt,"[-2.498619794845581, -2.49994158744812, -1.7680747509002686, -2.074207067489624, -3.158731460571289, -3.331535816192627, -1.6140718460083008, -2.1199350357055664]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.498619794845581,-2.49994158744812,6,total_cost_alt,$54,-1.6140718460083008,False,-3.158731460571289,-3.331535816192627,False,EleutherAI/pythia-1.4b-deduped,
crt1,42,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," The light bulb costs $10 more than the pair of sunglasses.

A:

The answer is $130 - $100 = $30.

A:

The answer is $130 - $100 = $30.

The answer is $130 - $100 = $30.

The answer is $130 - $100 = $30.

The answer is $130 - $100 = $30.

The answer is $130 -",The light bulb costs $10 more than the pair of sunglasses.,,"[-2.0988361835479736, -2.091771125793457, -1.66251802444458, -2.105515956878662, -2.6804981231689453, -2.154414176940918, -1.5361576080322266, -2.1361398696899414]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.0988361835479736,-2.091771125793457,6,total_cost_alt,$130,-1.5361576080322266,False,-2.6804981231689453,-2.154414176940918,False,EleutherAI/pythia-1.4b-deduped,
crt1,43,A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The scarf costs $1.20 + $1.20 = $2.40. The ring costs $2.40 + $1.20 = $3.20.

A:

The scarf is worth $1.20, and the ring is worth $1.20 + $1.20 = $2.40.
The ring is worth $2.40 + $1.20 = $3.20.

A:

The scarf is",The scarf costs $1.,more_alt,"[-1.8922224044799805, -1.7273306846618652, -0.9235177040100098, -1.388380765914917, -1.8922224044799805, -1.7273306846618652, -0.9235177040100098, -0.9402532577514648]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.8922224044799805,-1.7273306846618652,2,total_cost,$1.20,-0.9235177040100098,False,-1.8922224044799805,-1.7273306846618652,False,EleutherAI/pythia-1.4b-deduped,
crt1,44,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," The scarf costs $52.

A:

The scarf is $52.
The leggings are $50.
The pair of leggings is $52.
The total is $52 + $50 + $50 = $260.

A:

The scarf is $52.
The leggings are $50.
The pair of leggings is $52.
The total is $52 + $50 + $50 = $",The scarf costs $52.,total_cost_alt,"[-2.181851625442505, -2.002453327178955, -1.7052927017211914, -2.0690784454345703, -2.8149948120117188, -2.5498275756835938, -1.6452455520629883, -2.0992393493652344]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.181851625442505,-2.002453327178955,6,total_cost_alt,$52,-1.6452455520629883,False,-2.8149948120117188,-2.5498275756835938,False,EleutherAI/pythia-1.4b-deduped,
crt1,45,A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,$0.15,$0.30,$1.30,$1.00,$0.15,$0.30,$1.30,$1," The light bulb costs $1.30.

A:

The answer is $1.30.
The light bulb is a good example of a ""commodity"" that is not a good example of a ""good"" or ""service"" item.  The light bulb is a good example of a ""commodity"" that is not a good example of a ""good"" or ""service"" item.  The light bulb is a good example of a ""commod",The light bulb costs $1.,more_alt,"[-1.772688865661621, -1.4001317024230957, -0.8128671646118164, -1.3187730312347412, -1.772688865661621, -1.4001317024230957, -0.8128671646118164, -0.952392578125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.772688865661621,-1.4001317024230957,2,total_cost,$1.30,-0.8128671646118164,False,-1.772688865661621,-1.4001317024230957,False,EleutherAI/pythia-1.4b-deduped,
crt1,46,A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," The blanket costs $52.

Question: A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?
Answer: The blanket costs $52.

Question: A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?
Answer: The blanket costs $52.

Question: A blanket and a",The blanket costs $52.,total_cost_alt,"[-1.9850654602050781, -1.8754627704620361, -1.9659838676452637, -2.1431832313537598, -2.5752763748168945, -2.457366943359375, -2.2408905029296875, -2.5051708221435547]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.9850654602050781,-1.8754627704620361,1,intuitive,$2.00,-1.8754627704620361,False,-2.5752763748168945,-2.457366943359375,False,EleutherAI/pythia-1.4b-deduped,
crt1,47,A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The pair of socks cost $10 more than the keyboard.

A:

The socks cost $10 more than the keyboard.

The socks cost $10 more than the keyboard.

The socks cost $10 more than the keyboard.

The socks cost $10 more than the keyboard.

The socks cost $10 more than the keyboard.

The socks cost $10 more than the keyboard.

The socks cost $10 more than the keyboard.",The pair of socks cost $10 more than the keyboard.,,"[-1.8956468105316162, -2.021869421005249, -1.8424806594848633, -2.293128728866577, -2.362638473510742, -2.5985941886901855, -1.6986455917358398, -2.375870704650879]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.8956468105316162,-2.021869421005249,6,total_cost_alt,$54,-1.6986455917358398,False,-2.362638473510742,-2.5985941886901855,False,EleutherAI/pythia-1.4b-deduped,
crt1,48,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50," $53.

A:

The pizza is $53.
The set of wine glasses is $50 more than the pizza.
The set of wine glasses costs $53.

The first part is true.
The second part is true.
The third part is true.
The fourth part is true.
The fifth part is true.
The sixth part is true.
The seventh part is true.
The eighth part is true.
The ninth part",$53.00,total_cost,"[-1.9799625873565674, -2.2611958980560303, -1.5125536918640137, -2.14370059967041, -1.9799625873565674, -3.0158839225769043, -1.1220674514770508, -2.076324462890625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.9799625873565674,-2.2611958980560303,6,total_cost_alt,$53,-1.1220674514770508,False,-1.9799625873565674,-3.0158839225769043,False,EleutherAI/pythia-1.4b-deduped,
crt1,49,A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The bottle of ouzo costs $54.

A:

The answer is $54.
The pear costs $50 more than the bottle of ouzo.
The pear costs $50 more than the bottle of ouzo.
The pear costs $50 more than the bottle of ouzo.
The pear costs $50 more than the bottle of ouzo.
The pear costs $50 more than the bottle of ouzo.
The pear",The bottle of ouzo costs $54.,total_cost_alt,"[-2.0475127696990967, -2.1907594203948975, -1.8506591320037842, -2.2260286808013916, -2.679074287414551, -2.8778676986694336, -1.6505365371704102, -2.2410993576049805]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.0475127696990967,-2.1907594203948975,6,total_cost_alt,$54,-1.6505365371704102,False,-2.679074287414551,-2.8778676986694336,False,EleutherAI/pythia-1.4b-deduped,
crt1,50,A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10," $13.

A:

The pizza and the toy are both priced at $13. The pizza is $10 more expensive than the toy.

The pizza and the toy are both priced at $13. The pizza is $10 more expensive than the toy.

The pizza and the toy are both priced at $13. The pizza is $10 more expensive than the toy.

The pizza and the toy are both priced at $13. The pizza is $",$13.00,total_cost,"[-1.5714263916015625, -1.960118293762207, -1.8497021198272705, -1.8881902694702148, -1.5714263916015625, -2.1370410919189453, -1.7292242050170898, -1.7638540267944336]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.5714263916015625,-1.960118293762207,0,correct,$1.50,-1.5714263916015625,True,-1.5714263916015625,-2.1370410919189453,False,EleutherAI/pythia-1.4b-deduped,
