condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,30,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The coffee table costs $1 more than the hat.

Question: A hat costs $1 more than a coffee table. How much does the coffee table cost?
Answer: The coffee table costs $1 more than the hat.

Question: A hat costs $1 more than a coffee table. How much does the coffee table cost?
Answer: The coffee table costs $1 more than the hat.

Question: A hat costs $1 more than a coffee table.",The coffee table costs $1 more than the hat.,more_alt,more,"[-1.7035472393035889, -1.5391807556152344, -0.7605385780334473, -1.2522833347320557, -1.7035472393035889, -1.5391807556152344, -0.7605385780334473, -1.0436944961547852]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.703547239,-1.539180756,2,total_cost,$1.20,-0.760538578,FALSE,-1.703547239,-1.539180756,FALSE,EleutherAI/pythia-1b-deduped,
crt1,31,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10," The keyboard costs $10 more than the pencil.

Question: A pencil costs $10 more than a keyboard. How much does the pencil cost?
Answer: The pencil costs $10 more than the keyboard.

Question: A pencil costs $10 more than a keyboard. How much does the keyboard cost?
Answer: The keyboard costs $10 more than the pencil.

Question: A pencil costs $10 more than a keyboard. How much does the pencil cost?
",The keyboard costs $10 more than the pencil.,more_alt,more,"[-2.2072439193725586, -2.184501886367798, -1.7403919696807861, -1.9164483547210693, -2.9527153968811035, -2.7486019134521484, -1.8458852767944336, -1.8138341903686523]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.207243919,-2.184501886,2,total_cost,$14.00,-1.74039197,FALSE,-2.952715397,-2.748601913,FALSE,EleutherAI/pythia-1b-deduped,
crt1,32,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50," The coffee table costs $50 more than the bag.
Question: The coffee table costs $50 more than the bag. How much does the bag cost?
Answer: The coffee table costs $50 more than the bag.
Question: The coffee table costs $50 more than the bag. How much does the bag cost?
Answer: The coffee table costs $50 more than the bag.
Question: The coffee table costs $50 more than the bag. How much does the bag",The coffee table costs $50 more than the bag.,more_alt,more,"[-2.230757236480713, -2.330742359161377, -1.8823821544647217, -1.8207058906555176, -2.230757236480713, -3.187587261199951, -2.1178579330444336, -1.6400842666625977]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.230757236,-2.330742359,7,more_alt,$50,-1.640084267,FALSE,-2.230757236,-3.187587261,FALSE,EleutherAI/pythia-1b-deduped,
crt1,33,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," The laundry detergent costs $50 more than the mixing bowl.

Question: A mixing bowl costs $50 more than a laundry detergent. How much does the laundry detergent cost?
Answer: The laundry detergent costs $50 more than the mixing bowl.

Question: A mixing bowl costs $50 more than a laundry detergent. How much does the laundry detergent cost?
Answer: The laundry detergent costs $50 more than the mixing bowl.

Question: A mixing bowl costs $50",The laundry detergent costs $50 more than the mixing bowl.,more_alt,more,"[-1.9989874362945557, -1.9501852989196777, -1.9903805255889893, -2.0886754989624023, -2.8120570182800293, -2.7094030380249023, -2.1191654205322266, -2.170246124267578]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.998987436,-1.950185299,1,intuitive,$2.00,-1.950185299,FALSE,-2.812057018,-2.709403038,FALSE,EleutherAI/pythia-1b-deduped,
crt1,34,A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$10.00,$20.00,$120.00,$100.00,$10,$20,$120,$100," The bottle of ouzo costs $100 more than the perfume.

Question: A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?
Answer: The bottle of ouzo costs $100 more than the perfume.

Question: A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the",The bottle of ouzo costs $100 more than the perfume.,more_alt,more,"[-2.2040977478027344, -2.167536973953247, -1.98038649559021, -2.087944269180298, -2.6364569664001465, -2.5052552223205566, -1.9704546928405762, -1.868248462677002]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.204097748,-2.167536974,7,more_alt,$100,-1.868248463,FALSE,-2.636456966,-2.505255222,FALSE,EleutherAI/pythia-1b-deduped,
crt1,35,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500," The pack of diapers costs $500 more than the bottle of bath salts.

Question: A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?
Answer: The pack of diapers costs $500 more than the bottle of bath salts.

Question: A bottle of bath salts and a pack of diapers together cost $510",The pack of diapers costs $500 more than the bottle of bath salts.,more_alt,more,"[-2.1204872131347656, -2.3170931339263916, -2.291240692138672, -2.347731351852417, -2.756532669067383, -2.925355911254883, -2.5332469940185547, -2.1223506927490234]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.120487213,-2.317093134,0,correct,$5.00,-2.120487213,TRUE,-2.756532669,-2.925355911,FALSE,EleutherAI/pythia-1b-deduped,
crt1,36,A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10," The pan costs $10 more than the CD.
Question: The pan costs $10 more than the CD. How much does the CD cost?
Answer: The CD costs $10 more than the pan.
Question: The pan costs $10 more than the CD. How much does the CD cost?
Answer: The CD costs $10 more than the pan.
Question: The pan costs $10 more than the CD. How much does the CD cost?
Answer: The",The pan costs $10 more than the CD.,more_alt,more,"[-1.9458868503570557, -1.9937787055969238, -1.9861173629760742, -1.922266960144043, -1.9458868503570557, -2.5080699920654297, -2.348261833190918, -1.8928098678588867]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.94588685,-1.993778706,7,more_alt,$10,-1.892809868,FALSE,-1.94588685,-2.508069992,FALSE,EleutherAI/pythia-1b-deduped,
crt1,37,A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," The sculpture costs $100 more than the rice cooker.

Question: A sculpture costs $100 more than a rice cooker. How much does the sculpture cost?
Answer: The sculpture costs $100 more than the rice cooker.

Question: A sculpture costs $100 more than a rice cooker. How much does the sculpture cost?
Answer: The sculpture costs $100 more than the rice cooker.

Question: A sculpture costs $100 more than a rice cooker. How much",The sculpture costs $100 more than the rice cooker.,more_alt,more,"[-2.5501492023468018, -2.364464521408081, -1.7599267959594727, -2.0350520610809326, -3.296329975128174, -2.6506314277648926, -1.745356559753418, -1.729567527770996]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.550149202,-2.364464521,7,more_alt,$100,-1.729567528,FALSE,-3.296329975,-2.650631428,FALSE,EleutherAI/pythia-1b-deduped,
crt1,38,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10," The toy costs $10 more than the sunglasses.

Question: A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?
Answer: The toy costs $10 more than the sunglasses.

Question: A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?
",The toy costs $10 more than the sunglasses.,more_alt,more,"[-2.0209083557128906, -2.026123046875, -1.8007910251617432, -1.9004902839660645, -2.0209083557128906, -2.4353933334350586, -1.8169898986816406, -1.6533803939819336]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.020908356,-2.026123047,7,more_alt,$10,-1.653380394,FALSE,-2.020908356,-2.435393333,FALSE,EleutherAI/pythia-1b-deduped,
crt1,39,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$0.10,$0.20,$5.20,$5.00,$0.10,$0.20,$5.20,$5," The speaker costs $5 more than the bottle of ouzo.

Question: A speaker and a bottle of ouzo cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?
Answer: The speaker costs $5 more than the bottle of ouzo.

Question: A speaker and a bottle of ouzo cost $5.20. The speaker costs $5 more",The speaker costs $5 more than the bottle of ouzo.,more_alt,more,"[-1.9396545886993408, -1.6120812892913818, -0.7090442180633545, -1.3955578804016113, -1.9396545886993408, -1.6120812892913818, -0.7090442180633545, -1.1890549659729004]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.939654589,-1.612081289,2,total_cost,$5.20,-0.7090442181,FALSE,-1.939654589,-1.612081289,FALSE,EleutherAI/pythia-1b-deduped,
crt1,40,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,$0.10,$0.20,$5.20,$5.00,$0.10,$0.20,$5.20,$5," The wallet costs $5.20.

Question: A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?
Answer: The wallet costs $5.20.

Question: A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost",The wallet costs $5.,more_alt,total,"[-1.988037109375, -1.6320838928222656, -0.77549147605896, -1.4236843585968018, -1.988037109375, -1.6320838928222656, -0.77549147605896, -1.2253355979919434]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.988037109,-1.632083893,2,total_cost,$5.20,-0.7754914761,FALSE,-1.988037109,-1.632083893,FALSE,EleutherAI/pythia-1b-deduped,
crt1,41,A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The sculpture costs $50 more than the rug.

Question: A rug costs $50 more than a sculpture. How much does the sculpture cost?
Answer: The sculpture costs $50 more than the rug.

Question: A rug costs $50 more than a sculpture. How much does the sculpture cost?
Answer: The sculpture costs $50 more than the rug.

Question: A rug costs $50 more than a sculpture. How much does the sculpture cost?
",The sculpture costs $50 more than the rug.,more_alt,more,"[-2.415747880935669, -2.4660050868988037, -1.9384608268737793, -1.9265925884246826, -3.2349777221679688, -3.2372007369995117, -2.205331325531006, -1.7977747917175293]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.415747881,-2.466005087,7,more_alt,$50,-1.797774792,FALSE,-3.234977722,-3.237200737,FALSE,EleutherAI/pythia-1b-deduped,
crt1,42,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," The light bulb costs $100 more than the sunglasses.

Question: A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?
Answer: The light bulb costs $100 more than the sunglasses.

Question: A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How",The light bulb costs $100 more than the sunglasses.,more_alt,more,"[-2.28896427154541, -2.281965732574463, -2.0100998878479004, -2.0984432697296143, -3.0960640907287598, -2.675258159637451, -2.2636637687683105, -1.9164447784423828]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.288964272,-2.281965733,7,more_alt,$100,-1.916444778,FALSE,-3.096064091,-2.67525816,FALSE,EleutherAI/pythia-1b-deduped,
crt1,43,A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," The ring costs $1 more than the scarf.

Question: A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?
Answer: The ring costs $1 more than the scarf.

Question: A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?
Answer: The ring costs $1 more than the",The ring costs $1 more than the scarf.,more_alt,more,"[-1.5618345737457275, -1.4551029205322266, -0.802330493927002, -1.2322943210601807, -1.5618345737457275, -1.4551029205322266, -0.802330493927002, -1.038534164428711]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.561834574,-1.455102921,2,total_cost,$1.20,-0.8023304939,FALSE,-1.561834574,-1.455102921,FALSE,EleutherAI/pythia-1b-deduped,
crt1,44,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," The scarf costs $50 more than the leggings.
Question: A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?
Answer: The scarf costs $50 more than the leggings.
Question: A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the",The scarf costs $50 more than the leggings.,more_alt,more,"[-2.0981428623199463, -2.065016269683838, -1.98746657371521, -2.1259336471557617, -2.949563980102539, -2.854152202606201, -1.8556327819824219, -1.8543882369995117]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.098142862,-2.06501627,7,more_alt,$50,-1.854388237,FALSE,-2.94956398,-2.854152203,FALSE,EleutherAI/pythia-1b-deduped,
crt1,45,A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,$0.15,$0.30,$1.30,$1.00,$0.15,$0.30,$1.30,$1," The light bulb costs $1 more than the wall clock.

Question: A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?
Answer: The light bulb costs $1 more than the wall clock.

Question: A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light",The light bulb costs $1 more than the wall clock.,more_alt,more,"[-1.826948881149292, -1.6870572566986084, -0.914381742477417, -1.489011287689209, -1.826948881149292, -1.6870572566986084, -0.914381742477417, -1.3099513053894043]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.826948881,-1.687057257,2,total_cost,$1.30,-0.9143817425,FALSE,-1.826948881,-1.687057257,FALSE,EleutherAI/pythia-1b-deduped,
crt1,46,A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," The flashlight costs $50 more than the blanket.

Question: A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?
Answer: The flashlight costs $50 more than the blanket.

Question: A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?
Answer: The flashlight costs",The flashlight costs $50 more than the blanket.,more_alt,more,"[-2.0033369064331055, -1.9555878639221191, -2.0295333862304688, -1.9591107368469238, -2.8102712631225586, -2.680361270904541, -2.2735753059387207, -1.9071159362792969]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.003336906,-1.955587864,7,more_alt,$50,-1.907115936,FALSE,-2.810271263,-2.680361271,FALSE,EleutherAI/pythia-1b-deduped,
crt1,47,A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The pair of socks costs $54.

Question: A pair of socks costs $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?
Answer: The pair of socks costs $54.

Question: A pair of socks costs $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?
Answer: The pair of socks costs $54.

Question:",The pair of socks costs $54.,total_cost_alt,total,"[-2.1028079986572266, -2.2436866760253906, -1.7642967700958252, -2.122654914855957, -2.76991605758667, -2.7648372650146484, -1.7361178398132324, -1.9705729484558105]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.102807999,-2.243686676,6,total_cost_alt,$54,-1.73611784,FALSE,-2.769916058,-2.764837265,FALSE,EleutherAI/pythia-1b-deduped,
crt1,48,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50," The pizza costs $50 more than the wine glasses.

Question: A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?
Answer: The pizza costs $50 more than the wine glasses.

Question: A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?
",The pizza costs $50 more than the wine glasses.,more_alt,more,"[-2.1085731983184814, -2.2734649181365967, -1.7722034454345703, -1.970019817352295, -2.1085731983184814, -3.0273866653442383, -1.7085084915161133, -1.6889009475708008]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.108573198,-2.273464918,7,more_alt,$50,-1.688900948,FALSE,-2.108573198,-3.027386665,FALSE,EleutherAI/pythia-1b-deduped,
crt1,49,A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The pear costs $50 more than the bottle of ouzo.

Question: A pear costs $50 more than a bottle of ouzo. How much does the bottle of ouzo cost?
Answer: The pear costs $50 more than the bottle of ouzo.

Question: A pear costs $50 more than a bottle of ouzo. How much does the bottle of ouzo cost?
Answer: The pear costs $50 more than the",The pear costs $50 more than the bottle of ouzo.,more_alt,more,"[-1.899092435836792, -1.9806122779846191, -1.899052381515503, -2.02878999710083, -2.663743495941162, -2.6155848503112793, -2.2620301246643066, -2.0050692558288574]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.899092436,-1.980612278,2,total_cost,$54.00,-1.899052382,FALSE,-2.663743496,-2.61558485,FALSE,EleutherAI/pythia-1b-deduped,
crt1,50,A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10," The toy costs $10 more than the pizza.

Question: A pizza costs $10 more than a toy. How much does the toy cost?
Answer: The toy costs $10 more than the pizza.

Question: A pizza costs $10 more than a toy. How much does the toy cost?
Answer: The toy costs $10 more than the pizza.

Question: A pizza costs $10 more than a toy. How much does the toy cost?
",The toy costs $10 more than the pizza.,more_alt,more,"[-1.8329813480377197, -1.890303611755371, -1.8489665985107422, -1.868208885192871, -1.8329813480377197, -2.0808372497558594, -1.876953125, -1.4410152435302734]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.832981348,-1.890303612,7,more_alt,$10,-1.441015244,FALSE,-1.832981348,-2.08083725,FALSE,EleutherAI/pythia-1b-deduped,
