condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,32,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50,"The coffee table costs $3.
Question: A farmer has 17 sheep and all but 9 die. How many are left?
Answer: 9 sheep are left.
Question: A man is found dead in a cabin with no windows or doors. How did he die?
Answer: He was a passenger on an airplane that crashed on a snowy mountain.
Question: A man was driving a black truck. His lights were not on. The",The coffee table costs $3.,intuitive_alt,intuitive,"[-1.3682358264923096, -0.8350791931152344, -1.525830864906311, -1.6465848684310913, -1.3682358264923096, -0.617091178894043, -1.6239744424819946, -1.712516188621521]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.368235826,-0.8350791931,5,intuitive_alt,$3,-0.6170911789,FALSE,-1.368235826,-0.6170911789,FALSE,meta-llama/Llama-2-70b-hf,
crt1,33,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50,"$2. The mixing bowl costs $52 - $2 = $50. The mixing bowl costs $50 more than the laundry detergent, so the mixing bowl must cost $50 + $2 = $52.
Question: A candy bar costs $0.50. How much would 3 candy bars cost?
Answer: $1.50. You can use the number line to help you. Start at",$2.00,intuitive,intuitive,"[-0.9772960543632507, -0.8214355707168579, -1.6521247625350952, -1.7430015802383423, -1.3038053512573242, -0.6631803512573242, -1.8036912679672241, -1.8661912679672241]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.9772960544,-0.8214355707,5,intuitive_alt,$2,-0.6631803513,FALSE,-1.303805351,-0.6631803513,FALSE,meta-llama/Llama-2-70b-hf,
crt1,34,A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$10.00,$20.00,$120.00,$100.00,$10,$20,$120,$100,"$10. The perfume costs $110.
The perfume costs $100 more than the bottle of ouzo. Rearrange to 100 = perfume - ouzo.
100 = perfume - ouzo
100 + ouzo = perfume
100 + ouzo = 120 - ouzo
100 + ouzo = 120 - ouzo (Subtract",$10.00,correct,correct,"[-0.9079911112785339, -0.957524299621582, -1.6046401262283325, -1.3958383798599243, -0.537726104259491, -0.6655718684196472, -1.428555965423584, -1.2636046409606934]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.9079911113,-0.9575242996,4,correct_alt,$10,-0.5377261043,FALSE,-0.5377261043,-0.6655718684,TRUE,meta-llama/Llama-2-70b-hf,
crt1,35,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500,"$10.
Question: If you have a 7-gallon jug and a 5-gallon jug, and you need to divide 28 gallons of water evenly between them, how would you do it?
Answer: Fill the 7-gallon jug and pour the excess into the 5-gallon jug until the 7-gallon jug is empty. Next, fill the 5-gallon jug",$10.00,intuitive,intuitive,"[-1.2170966863632202, -0.8082606196403503, -1.5009615421295166, -1.4764459133148193, -1.4073410034179688, -0.42690595984458923, -1.3262367248535156, -1.4226932525634766]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.217096686,-0.8082606196,5,intuitive_alt,$10,-0.4269059598,FALSE,-1.407341003,-0.4269059598,FALSE,meta-llama/Llama-2-70b-hf,
crt1,36,A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10,"The pan costs $1. The CD costs $11.
A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost? riddle (with answer) meme.
A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost? square meme riddle to solve.
<a href=""https://www.r",The pan costs $1.,,,"[-1.4553873538970947, -0.9135101437568665, -1.5255552530288696, -1.3818448781967163, -1.4553873538970947, -0.9648094177246094, -1.7104625701904297, -1.5437959432601929]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.455387354,-0.9135101438,1,intuitive,$3.00,-0.9135101438,FALSE,-1.455387354,-0.9648094177,FALSE,meta-llama/Llama-2-70b-hf,
crt1,37,A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100,"$20. If the sculpture costs $x, then the rice cooker costs $100 + $x. The total cost is $130. So, $100 + $x + $x = $130, and $2x = $30, so $x = $15. Subtract $100 from $130 to get the sculpture’s cost.",$20.00,,,"[-1.1185609102249146, -1.1191624402999878, -1.657597541809082, -1.4005763530731201, -1.3042383193969727, -1.0857452154159546, -1.5522267818450928, -1.3131396770477295]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.11856091,-1.11916244,5,intuitive_alt,$30,-1.085745215,FALSE,-1.304238319,-1.085745215,FALSE,meta-llama/Llama-2-70b-hf,
crt1,38,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10,"The toy costs $3.
Question: If the ratio of the number of boys to girls in a class is 2 to 3, and there are 10 girls in the class, then how many boys are in the class?
Answer: The class has 6 boys.
Question: A car travels 120 miles in 3 hours. How many miles will it travel in 5 hours?
Answer: The car will travel 200 miles",The toy costs $3.,intuitive_alt,intuitive,"[-1.4591405391693115, -0.8661863207817078, -1.5555630922317505, -1.357451319694519, -1.4591405391693115, -0.9482741355895996, -1.8405593633651733, -1.6452468633651733]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.459140539,-0.8661863208,1,intuitive,$3.00,-0.8661863208,FALSE,-1.459140539,-0.9482741356,FALSE,meta-llama/Llama-2-70b-hf,
crt1,39,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$0.10,$0.20,$5.20,$5.00,$0.10,$0.20,$5.20,$5,"$1.00. The speaker costs $6.20.
Question: If you had only one match and entered a dark room containing an oil lamp, some kindling wood, and a newspaper, which would you light first?
Answer: The match.
Question: How many animals of each kind did Moses take on the Ark?
Answer: None, it was Noah who took the animals on the Ark.
Question: A man builds a house rectangular in",$1.00,,,"[-1.1708095073699951, -0.6637325286865234, -1.193119764328003, -1.349561333656311, -1.1708095073699951, -0.6637325286865234, -1.193119764328003, -2.3569774627685547]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.170809507,-0.6637325287,1,intuitive,$0.20,-0.6637325287,FALSE,-1.170809507,-0.6637325287,FALSE,meta-llama/Llama-2-70b-hf,
crt1,40,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,$0.10,$0.20,$5.20,$5.00,$0.10,$0.20,$5.20,$5,"The wallet costs $1.20. The set of crayons costs $6.20.
A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?
Answer: The wallet costs $1.20. The set of crayons costs $6.20. Explanation:
Let x be the",The wallet costs $1.,,,"[-1.149961233139038, -0.5767736434936523, -1.3404157161712646, -1.6548357009887695, -1.149961233139038, -0.5767736434936523, -1.3404157161712646, -2.8845953941345215]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.149961233,-0.5767736435,1,intuitive,$0.20,-0.5767736435,FALSE,-1.149961233,-0.5767736435,FALSE,meta-llama/Llama-2-70b-hf,
crt1,41,A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"$4
Question: A car travels 100 miles in 100 minutes. What is the average speed of the car in miles per hour?
Answer: 100 mph
Question: If you have 2000 dollars and you spend 1000 dollars on a car, what percentage of your money is left?
Question: If you have 1200 dollars and you spend 800 dollars on a car,",$4.00,intuitive,intuitive,"[-1.3180923461914062, -0.9264766573905945, -1.6680272817611694, -1.7518147230148315, -1.8061933517456055, -0.8061933517456055, -1.9459381103515625, -2.013646364212036]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.318092346,-0.9264766574,5,intuitive_alt,$4,-0.8061933517,FALSE,-1.806193352,-0.8061933517,FALSE,meta-llama/Llama-2-70b-hf,
crt1,42,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100,"$10. The sunglasses cost $110.
Question: A bat and a ball cost $1.10. The bat costs $1 more than the ball. How much does the ball cost?
Answer: $0.05. The bat costs $1.05.
Question: If it takes 5 machines 5 minutes to make 5 widgets, how long would it take 100 machines to make 100",$10.00,,,"[-1.0973358154296875, -1.33477783203125, -1.5468305349349976, -1.2868033647537231, -1.1416593790054321, -1.4491876363754272, -1.5023250579833984, -1.1671524047851562]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.097335815,-1.334777832,0,correct,$15.00,-1.097335815,TRUE,-1.141659379,-1.449187636,FALSE,meta-llama/Llama-2-70b-hf,
crt1,43,A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1,"$0.20.
Question: A bat and a ball together cost $1.10. The bat costs $1 more than the ball. How much does the ball cost?
Answer: $0.05
Question: If it takes 5 machines 5 minutes to make 5 widgets, how long would it take 100 machines to make 100 widgets?
Answer: 5 minutes.
Question: In a lake, there",$0.00,,intuitive,"[-0.6955367922782898, -0.8548812866210938, -1.3035354614257812, -1.077172875404358, -0.6955367922782898, -0.8548812866210938, -1.3035354614257812, -1.818887710571289]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.6955367923,-0.8548812866,0,correct,$0.10,-0.6955367923,TRUE,-0.6955367923,-0.8548812866,FALSE,meta-llama/Llama-2-70b-hf,
crt1,44,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50,"The scarf costs $2.
Question: A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the pair of leggings cost?
Answer: The pair of leggings costs $52.
Question: A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scar",The scarf costs $2.,intuitive_alt,intuitive,"[-1.2399723529815674, -0.9314419031143188, -1.5421119928359985, -1.6354206800460815, -1.7606821060180664, -0.8544321060180664, -1.794970154762268, -1.873095154762268]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.239972353,-0.9314419031,5,intuitive_alt,$2,-0.854432106,FALSE,-1.760682106,-0.854432106,FALSE,meta-llama/Llama-2-70b-hf,
crt1,45,A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,$0.15,$0.30,$1.30,$1.00,$0.15,$0.30,$1.30,$1,"The light bulb costs 10 cents.
Question: A man went into a store to buy a candy bar. ""That will be 45 cents,"" said the store clerk. The man pulled out a quarter, a dime, and a nickel and slammed them down on the counter. ""Sorry,"" said the clerk, ""We're closed.""
Answer: The man said he wanted a candy bar.
Question: A man",The light bulb costs 10 cents.,,,"[-0.8545795679092407, -0.7637367248535156, -1.4780734777450562, -1.1937679052352905, -0.8545795679092407, -0.7637367248535156, -1.4780734777450562, -2.286041259765625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-0.8545795679,-0.7637367249,1,intuitive,$0.30,-0.7637367249,FALSE,-0.8545795679,-0.7637367249,FALSE,meta-llama/Llama-2-70b-hf,
crt1,46,A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50,"$2. The flashlight costs $2 and the blanket costs $52.
Question: A snail is at the bottom of a well 20 feet deep. It climbs up 3 feet every day, but slides back 2 feet every night. How long will it take the snail to get out of the well?
Answer: 28 days. The snail will climb 28 feet in 28 days, and on the ",$2.00,intuitive,intuitive,"[-1.065426230430603, -0.7646976709365845, -1.6411768198013306, -1.5882686376571655, -1.6146554946899414, -0.7552804946899414, -1.8480294942855835, -1.7021961212158203]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.06542623,-0.7646976709,5,intuitive_alt,$2,-0.7552804947,FALSE,-1.614655495,-0.7552804947,FALSE,meta-llama/Llama-2-70b-hf,
crt1,47,A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"$4.
Question: A carpenter is paid $1.50 for each birdhouse he makes. If he makes 30 birdhouses in a week, how much money does he make?
Answer: $45.
Question: A computer is on sale for 20% off. The original price is $1,200. How much does the computer cost after the discount?
Answer: $960.
Question: A",$4.00,intuitive,intuitive,"[-1.2058141231536865, -0.9685384631156921, -1.697547435760498, -1.8067561388015747, -1.4008526802062988, -0.8539776802062988, -1.9974393844604492, -2.088585138320923]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.205814123,-0.9685384631,5,intuitive_alt,$4,-0.8539776802,FALSE,-1.40085268,-0.8539776802,FALSE,meta-llama/Llama-2-70b-hf,
crt1,48,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50,"$3
The pizza costs $3.
A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza.
Let the cost of the pizza be $x.
The set of wine glasses costs $50 more than the pizza.
The set of wine glasses costs $50 + $x.
The total cost of the set of wine glasses and the",$3.00,intuitive,intuitive,"[-1.2862751483917236, -0.8295345306396484, -1.4819282293319702, -1.6666330099105835, -1.2862751483917236, -0.7485637664794922, -1.6422563791275024, -1.7802772521972656]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.286275148,-0.8295345306,5,intuitive_alt,$3,-0.7485637665,FALSE,-1.286275148,-0.7485637665,FALSE,meta-llama/Llama-2-70b-hf,
crt1,49,A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50,"$4. The pear costs $54.
Question: A boy and a doctor were fishing. The boy was the doctor’s son, but the doctor was not the boy’s father. Who was the doctor?
Answer: The doctor was his mother.
Question: There are three light switches in a room. Each switch controls one of the three light bulbs in the next room. You need to determine which switch controls which bulb. All lights are off",$4.00,intuitive,intuitive,"[-1.26521897315979, -0.9134122729301453, -1.554073452949524, -1.6961032152175903, -1.4662823677062988, -0.6147198677062988, -1.580418586730957, -1.767918586730957]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.265218973,-0.9134122729,5,intuitive_alt,$4,-0.6147198677,FALSE,-1.466282368,-0.6147198677,FALSE,meta-llama/Llama-2-70b-hf,
crt1,50,A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10,"The toy costs $3. The pizza costs $13.
Question: There are 10 apples in a basket. You take out 3 apples from the basket. How many apples do you have?
Answer: You have 3 apples.
Question: You have 10 red socks and 10 blue socks in a drawer. How many socks would you have to take out in the dark to be sure you had a",The toy costs $3.,intuitive_alt,intuitive,"[-1.4017698764801025, -0.8680246472358704, -1.573388934135437, -1.3662604093551636, -1.4017698764801025, -0.8368353843688965, -1.727381706237793, -1.4904025793075562]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.401769876,-0.8680246472,5,intuitive_alt,$3,-0.8368353844,FALSE,-1.401769876,-0.8368353844,FALSE,meta-llama/Llama-2-70b-hf,
