condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,32,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50," $53

Question: A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?
Answer: $53

Question: A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?
Answer: $53

Question: A bag and a coffee table together cost $53. The bag costs $50",$53.00,total_cost,total_cost,"[-1.7890625, -1.822265625, -1.8046875, -2.009765625, -1.7890625, -2.13671875, -1.20703125, -2.078125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.7890625,-1.822265625,6,total_cost_alt,$53,-1.20703125,FALSE,-1.7890625,-2.13671875,FALSE,EleutherAI/pythia-12b-deduped,
crt1,33,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," $2.

Question: A man has $100 in his pocket. He spends $50 on a suit and $50 on a tie. How much does he have left?
Answer: $50.

Question: A man has $100 in his pocket. He spends $50 on a suit and $50 on a tie. How much does he have left?
Answer: $50.

Question: A man has $100 in his pocket. He spends $50",$2.00,intuitive,intuitive,"[-1.3203125, -1.2265625, -2.119140625, -1.892578125, -1.66796875, -1.3046875, -1.9453125, -2.15625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.3203125,-1.2265625,1,intuitive,$2.00,-1.2265625,FALSE,-1.66796875,-1.3046875,FALSE,EleutherAI/pythia-12b-deduped,
crt1,34,A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$10.00,$20.00,$120.00,$100.00,$10,$20,$120,$100," $120

Question: A man has $100 in his pocket. He gives $50 to his friend and keeps $50 for himself. How much money does he have in his pocket?
Answer: $50

Question: A man has $100 in his pocket. He gives $50 to his friend and keeps $50 for himself. How much money does he have in his pocket?
Answer: $100

Question: A man has $100 in his pocket. He",$120.00,total_cost,total_cost,"[-2.06640625, -1.9296875, -1.962890625, -2.150390625, -1.94140625, -1.71484375, -1.375, -1.9609375]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.06640625,-1.9296875,6,total_cost_alt,$120,-1.375,FALSE,-1.94140625,-1.71484375,FALSE,EleutherAI/pythia-12b-deduped,
crt1,35,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500," $10

Question: A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?
Answer: $10

Question: A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?
",$10.00,intuitive,intuitive,"[-2.025390625, -1.6484375, -1.873046875, -2.115234375, -2.3984375, -1.46484375, -1.609375, -2.16015625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.025390625,-1.6484375,5,intuitive_alt,$10,-1.46484375,FALSE,-2.3984375,-1.46484375,FALSE,EleutherAI/pythia-12b-deduped,
crt1,36,A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10," $3

Question: A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?
Answer: $3

Question: A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?
Answer: $3

Question: A CD and a pan together cost $13. The CD costs $10 more than the pan. How much",$3.00,intuitive,intuitive,"[-1.828125, -1.67578125, -2.0078125, -1.982421875, -1.828125, -1.34375, -1.4375, -1.734375]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.828125,-1.67578125,5,intuitive_alt,$3,-1.34375,FALSE,-1.828125,-1.34375,FALSE,EleutherAI/pythia-12b-deduped,
crt1,37,A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," $130

Question: A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?
Answer: $130

Question: A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?
Answer: $130

Question: A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more",$130.00,total_cost,total_cost,"[-2.583984375, -2.013671875, -1.6640625, -2.1015625, -2.77734375, -1.5, -0.93359375, -1.89453125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.583984375,-2.013671875,6,total_cost_alt,$130,-0.93359375,FALSE,-2.77734375,-1.5,FALSE,EleutherAI/pythia-12b-deduped,
crt1,38,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10," $3

Question: A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?
Answer: $3

Question: A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?
Answer: $3

Question: A pair of sunglasses and a toy together cost",$3.00,intuitive,intuitive,"[-1.966796875, -1.625, -1.90234375, -2.232421875, -1.966796875, -1.1484375, -1.3984375, -2.15625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.966796875,-1.625,5,intuitive_alt,$3,-1.1484375,FALSE,-1.966796875,-1.1484375,FALSE,EleutherAI/pythia-12b-deduped,
crt1,39,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$0.10,$0.20,$5.20,$5.00,$0.10,$0.20,$5.20,$5," $5.20

Question: A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?
Answer: $5.20

Question: A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost",$5.00,more,total_cost,"[-1.546875, -1.015625, -0.8984375, -1.634765625, -1.546875, -1.015625, -0.8984375, -1.4375]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.546875,-1.015625,2,total_cost,$5.20,-0.8984375,FALSE,-1.546875,-1.015625,FALSE,EleutherAI/pythia-12b-deduped,
crt1,40,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,$0.10,$0.20,$5.20,$5.00,$0.10,$0.20,$5.20,$5," $5.20

Question: A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?
Answer: $5.20

Question: A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?
Answer: $5.20",$5.00,more,total_cost,"[-1.61328125, -1.13671875, -0.94921875, -1.58203125, -1.61328125, -1.13671875, -0.94921875, -1.296875]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.61328125,-1.13671875,2,total_cost,$5.20,-0.94921875,FALSE,-1.61328125,-1.13671875,FALSE,EleutherAI/pythia-12b-deduped,
crt1,41,A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," $54

Question: A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?
Answer: $54

Question: A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?
Answer: $54

Question: A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much",$54.00,total_cost,total_cost,"[-2.01171875, -1.943359375, -2.029296875, -1.796875, -2.3515625, -2.04296875, -1.328125, -1.6015625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.01171875,-1.943359375,6,total_cost_alt,$54,-1.328125,FALSE,-2.3515625,-2.04296875,FALSE,EleutherAI/pythia-12b-deduped,
crt1,42,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," $30

Question: A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?
Answer: $30

Question: A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?
Answer: $30

Question: A pair of sung",$30.00,intuitive,intuitive,"[-2.203125, -1.720703125, -1.755859375, -2.099609375, -2.453125, -1.359375, -1.3984375, -2.171875]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.203125,-1.720703125,5,intuitive_alt,$30,-1.359375,FALSE,-2.453125,-1.359375,FALSE,EleutherAI/pythia-12b-deduped,
crt1,43,A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," $0.20

Question: A man has $1.00, $2.00, $3.00, $4.00, $5.00, $6.00, $7.00, $8.00, $9.00, $10.00, $11.00, $12.00, $13.00, $14.00, $15.00, $16.00, $17.00, $18.00",$0.00,,intuitive,"[-1.064453125, -0.572265625, -1.078125, -1.400390625, -1.064453125, -0.572265625, -1.078125, -1.04296875]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.064453125,-0.572265625,1,intuitive,$0.20,-0.572265625,FALSE,-1.064453125,-0.572265625,FALSE,EleutherAI/pythia-12b-deduped,
crt1,44,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," $2

Question: A pair of shoes costs $50. The pair of shoes costs $10 more than the pair of gloves. How much does the pair of gloves cost?
Answer: $20

Question: A pair of shoes costs $50. The pair of shoes costs $10 more than the pair of gloves. How much does the pair of gloves cost?
Answer: $30

Question: A pair of shoes costs $50. The pair of shoes costs $",$2.00,intuitive,intuitive,"[-1.7890625, -1.51953125, -2.3125, -2.294921875, -1.953125, -1.1796875, -1.9140625, -2.52734375]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.7890625,-1.51953125,5,intuitive_alt,$2,-1.1796875,FALSE,-1.953125,-1.1796875,FALSE,EleutherAI/pythia-12b-deduped,
crt1,45,A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,$0.15,$0.30,$1.30,$1.00,$0.15,$0.30,$1.30,$1," $0.30

Question: A man has $1.00, $2.00, $3.00, $4.00, $5.00, $6.00, $7.00, $8.00, $9.00, $10.00, $11.00, $12.00, $13.00, $14.00, $15.00, $16.00, $17.00, $18.00",$0.00,,intuitive,"[-1.1796875, -0.529296875, -1.201171875, -1.4296875, -1.1796875, -0.529296875, -1.201171875, -1.09765625]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.1796875,-0.529296875,1,intuitive,$0.30,-0.529296875,FALSE,-1.1796875,-0.529296875,FALSE,EleutherAI/pythia-12b-deduped,
crt1,46,A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," $2

Question: A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?
Answer: $2

Question: A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?
Answer: $2

Question: A blanket and a flashlight together cost $52. The blanket costs $50",$2.00,intuitive,intuitive,"[-1.5390625, -1.53125, -2.224609375, -1.951171875, -1.921875, -1.54296875, -2.01171875, -2.11328125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.5390625,-1.53125,1,intuitive,$2.00,-1.53125,FALSE,-1.921875,-1.54296875,FALSE,EleutherAI/pythia-12b-deduped,
crt1,47,A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," $0.50

Question: A man has $100 in his pocket. He spends $50 on a new car. He spends $50 on a new suit. He spends $50 on a new watch. How much money does he have left?
Answer: $50

Question: A man has $100 in his pocket. He spends $50 on a new car. He spends $50 on a new suit. He spends $50 on a new watch. How much money",$0.00,,,"[-1.9140625, -1.958984375, -2.326171875, -2.05859375, -1.89453125, -1.8359375, -2.15625, -2.03125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.9140625,-1.958984375,5,intuitive_alt,$4,-1.8359375,FALSE,-1.89453125,-1.8359375,FALSE,EleutherAI/pythia-12b-deduped,
crt1,48,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,$1.50,$3.00,$53.00,$50.00,$1.50,$3,$53,$50," $53

Question: A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?
Answer: $53

Question: A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?
Answer: $53

Question: A set of wine glasses and a pizza together cost",$53.00,total_cost,total_cost,"[-1.642578125, -1.591796875, -1.888671875, -2.275390625, -1.642578125, -1.84765625, -1.44921875, -2.734375]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.642578125,-1.591796875,6,total_cost_alt,$53,-1.44921875,FALSE,-1.642578125,-1.84765625,FALSE,EleutherAI/pythia-12b-deduped,
crt1,49,A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," $54 - $50 = $4.

Question: A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?
Answer: $54 - $50 = $4.

Question: A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the",$54 - $50 = $4.,more_alt,total_cost,"[-2.07421875, -2.14453125, -2.154296875, -1.869140625, -2.37890625, -2.4140625, -1.62109375, -1.80078125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.07421875,-2.14453125,6,total_cost_alt,$54,-1.62109375,FALSE,-2.37890625,-2.4140625,FALSE,EleutherAI/pythia-12b-deduped,
crt1,50,A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,$1.50,$3.00,$13.00,$10.00,$1.50,$3,$13,$10," $3

Question: A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?
Answer: $3

Question: A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?
Answer: $3

Question: A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much",$3.00,intuitive,intuitive,"[-1.80859375, -1.609375, -2.015625, -2.3125, -1.80859375, -1.078125, -1.359375, -2.2578125]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.80859375,-1.609375,5,intuitive_alt,$3,-1.078125,FALSE,-1.80859375,-1.078125,FALSE,EleutherAI/pythia-12b-deduped,
